spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
6,38678354.81704123,0.6000008298743545,10657532.409930686,1508.2755601176918,1311.5439653197325,0.9267412441042527,0.9260352408768867,0.9274472473316188,0.9278502942386632,0.7200890610038682,0.004600000000000286,0.0046019999999995,0.0036076949309435
8,38306170.278138034,0.5993779373160599,8296603.004056687,1385.3605181051082,1204.6613200913985,0.9452727240575397,0.9444544336909966,0.9460910144240828,0.9462258091174258,0.7770380877095084,0.005664000000000427,0.0056657999999978,0.0045354153125236
10,38118229.76867766,0.6000037896603971,6828692.485320178,1299.349899739019,1129.8694780339297,0.9544621876449835,0.9533679117003926,0.9555564635895744,0.9560621217491184,0.8101171232537331,0.006645000000000558,0.0066475999999962,0.0054064072598548
12,38009208.906313285,0.6006505110281497,5828901.475286691,1231.750640431832,1071.1695653037095,0.9570955461733958,0.9554914762542248,0.9586996160925667,0.9595643397813068,0.8319193269587799,0.00756900000000068,0.0075743999999947,0.0062474487354626
14,37937781.16712464,0.5996873495654524,5092946.4874604,1186.187096651047,1031.4670405661284,0.9563769482352849,0.9545231388334499,0.9582307576371198,0.9588854548535216,0.847729033393971,0.008380000000000295,0.0083855999999959,0.0070072191018878
16,37891812.89775708,0.6032612458483922,4529379.067831489,1131.2784017218207,983.7203493233224,0.9509958830713525,0.9488093967963187,0.9531823693463863,0.953995569350732,0.859146205743351,0.009289999999999627,0.0092969999999984,0.0078546234620872
18,37854883.33045773,0.5969696638724354,4096256.107093891,1114.6556241814055,969.265760157744,0.9454982539297402,0.9431743891819416,0.9478221186775387,0.9487849264617172,0.8695778185745534,0.00988499999999919,0.0098938,0.0084553271488589
20,37831495.99292391,0.6028171618585407,3726902.7190767513,1065.6735379806482,926.6726417223028,0.9354327928428446,0.932382076474595,0.9384835092110942,0.9396364376075252,0.8763390435717507,0.010806999999998512,0.0108206000000025,0.009322356154795
22,37810551.018478215,0.5997600244184887,3425262.682000916,1051.7016048361286,914.523134640112,0.9271699320287744,0.9242566673649357,0.9300831966926131,0.9313611799150872,0.883363380342149,0.011393999999998081,0.0114082000000041,0.0099072626952184
24,37795523.69870487,0.5993915034380176,3178287.930219326,1025.3911977256507,891.6445197614355,0.9172893946646075,0.9139474398090333,0.9206313495201817,0.9220917728897186,0.8889789614878779,0.012126999999997543,0.0121490000000062,0.0106133114947189
26,37784660.620815136,0.6042865989029704,2960453.9752684766,986.5709137565638,867.2085958381706,0.9057877460378106,0.9014666502881011,0.9101088417875202,0.9119673398145448,0.8928029928665526,0.013100999999996827,0.0131310000000089,0.0114813575397317
28,37773983.85119168,0.6002526335019543,2781611.189932981,975.8636730738546,871.195619401734,0.9002653776753756,0.8957357818040177,0.9047949735467335,0.906740424487391,0.8978468616895271,0.013828999999996292,0.0138696000000109,0.0120454974223119
30,37765252.99728644,0.6004574150332613,2607183.1166638355,964.669714066608,874.3996038477325,0.8969635985653106,0.8922664836329219,0.9016607134976993,0.9039760327626454,0.9015585463234992,0.01470299999999565,0.0147558000000133,0.0126129553467879
32,37759091.18187103,0.603541832132335,2463394.2646559505,936.4443099668656,859.702010150363,0.8948880187581205,0.8885035048631327,0.9012725326531084,0.9044157933849658,0.9042483524114826,0.015938999999995287,0.0160182000000133,0.0134192396500372
34,37752446.80760247,0.5999525789793978,2332978.245799682,935.5743076015297,866.9709645044765,0.9030434384473699,0.8963505672369192,0.9097363096578206,0.9129299850379022,0.9080801791169556,0.016655999999996004,0.0167210000000092,0.0138450983937579
36,37748490.10744768,0.6032574793812676,2226573.672497269,902.48432259423,840.6044601722199,0.907344976897376,0.8992796126522902,0.9154103411424619,0.9192456718189717,0.9101007223812122,0.01789199999999724,0.0179614000000018,0.0147688424948605
38,37744136.07508477,0.604473448048623,2117152.9013584764,889.6034856923999,830.541529912693,0.9141022342465347,0.9052681637092111,0.9229363047838582,0.927648738599318,0.9123431755863448,0.018683999999998032,0.0187525999999971,0.0153932455515385
40,37739585.64300583,0.5979557153666926,2028067.4037789672,895.8106001891043,838.5658688309729,0.9276800058482437,0.9194499267158673,0.9359100849806201,0.9402521301632372,0.916180680009568,0.018939999999998288,0.0189939999999957,0.0156837053045762
42,37736309.4730359,0.5966025957716468,1945856.1543771385,885.6317306385363,829.2932978423307,0.9349543817703114,0.9250883579574993,0.9448204055831235,0.949375012869384,0.9186550493875246,0.019547999999998896,0.019608599999992,0.0162557253085461
44,37733577.7360143,0.5997292411285535,1858910.6953071093,871.4821919909479,815.6834620440645,0.938602916274331,0.9271800064328768,0.9500258261157852,0.9557136841124017,0.9199345731868624,0.020294999999999643,0.0203569999999876,0.0169084071123465
