spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
12,0.2086147880798742,0.1961147880798742,0.2461147880798742,0.2461147880798742,0.7254466214777967,0.7023532419560383,8.119999999999871
16,0.1935200512961204,0.1810200512961204,0.2310200512961204,0.2310200512961204,0.7477691959051607,0.7193247745580367,9.839999999999835
20,0.1824571005814988,0.1699571005814988,0.2199571005814988,0.2199571005814988,0.7600559382973504,0.7290835688341203,11.309999999999803
24,0.1739007664481874,0.1614007664481873,0.21140076644818728,0.20890076644818728,0.7567266699889367,0.7357110717078942,12.649999999999775
28,0.167021317242487,0.154521317242487,0.204521317242487,0.197021317242487,0.7458178433690787,0.7407390008464764,13.989999999999746
32,0.1613277855665809,0.1488277855665808,0.19882778556658082,0.1863277855665808,0.7313717117900889,0.7448462173744831,15.279999999999719
36,0.1565094995216228,0.1440094995216228,0.19400949952162283,0.17900949952162282,0.7160062975019537,0.748371525295074,16.409999999999766
40,0.1523592014110747,0.13985920141107472,0.1898592014110747,0.17235920141107472,0.6997744059816717,0.7515001097144091,17.489999999999934
44,0.148732652074731,0.136232652074731,0.186232652074731,0.166232652074731,0.6829051603701596,0.7543408830976579,18.5600000000001
48,0.1455259514583734,0.1330259514583734,0.18302595145837341,0.1630259514583734,0.6664638390583474,0.7569619443049683,19.350000000000225
52,0.1426620896096925,0.12266208960969249,0.17266208960969248,0.1476620896096925,0.6807843569148606,0.7594081682366439,28.190000000001607
56,0.1400825995673427,0.12008259956734271,0.17008259956734273,0.1450825995673427,0.7068904075358089,0.7617105104231567,29.310000000001782
60,0.1377421739279268,0.11774217392792671,0.16774217392792673,0.1427421739279267,0.7290876908496657,0.7638912007717802,30.350000000001945
64,0.1356050772401441,0.1147717439068108,0.16477174390681082,0.1397717439068108,0.7479929879009558,0.7659667789296216,31.330000000002098
68,0.133642686704113,0.1128093533707796,0.16280935337077962,0.1378093533707796,0.7639458525615638,0.7679499405542078,32.25000000000215
72,0.1318317643718774,0.1109984310385441,0.1609984310385441,0.1359984310385441,0.7768475671488158,0.7698507006734344,33.11000000000198
76,0.1301532167816073,0.10931988344827401,0.15931988344827402,0.134319883448274,0.7869581882170141,0.7716771502725328,33.94000000000182
80,0.1285911873390907,0.10692452067242411,0.15692452067242413,0.1319245206724241,0.7946194677968805,0.7734359626125997,34.72000000000166
84,0.127132380777283,0.1054657141106164,0.15546571411061638,0.1304657141106164,0.8008291201263867,0.7751327410279572,35.48000000000151
88,0.1257655526154986,0.10409888594883202,0.15409888594883203,0.129098885948832,0.8051291512569476,0.7767722636340789,36.20000000000137
92,0.1244811179678746,0.102814451301208,0.15281445130120802,0.127814451301208,0.8077530672489835,0.7783586593600524,36.910000000001226
96,0.1232708480365625,0.1016041813698958,0.15160418136989579,0.1266041813698958,0.8089056452521642,0.7798955372053873,37.58000000000109
100,0.1221276319441811,0.10046096527751441,0.1504609652775144,0.1254609652775144,0.8087653812964373,0.7813860829763796,38.24000000000096
104,0.1210452878871717,0.09937862122050509,0.1493786212205051,0.1243786212205051,0.8074874460246695,0.7828331329764985,38.880000000000834
108,0.120018411961505,0.09751841196150499,0.147518411961505,0.122518411961505,0.80594535314757,0.7842392310707296,39.52000000000071
112,0.119042256077808,0.09654225607780809,0.14654225607780808,0.1215422560778081,0.8036345802644592,0.7856066735529944,40.130000000000585
116,0.118112628564774,0.09561262856477401,0.14561262856477403,0.120612628564774,0.8005845784690656,0.7869375449241842,40.730000000000466
120,0.1172258126332353,0.09472581263323529,0.1447258126332353,0.11972581263323528,0.7968955096150938,0.7882337467958874,41.31000000000035
