spins,time,fidelity,gamma,optimum_gamma
8,8.389999999999867,0.7813241680707581,0.2582264701714712,0.2582264701714712
16,12.89999999999977,0.7726446702716933,0.2053091426422818,0.2053091426422818
32,24.62000000000105,0.7775079503630219,0.1643580368282052,0.1643580368282052
64,34.31000000000174,0.8966265017950621,0.1349976447663824,0.1349976447663824
128,53.759999999997866,0.8753565250793265,0.1138525512768594,0.1138525512768594
256,78.80000000000341,0.9288499127312708,0.0982168249161064,0.0982168249161064
24,16.689999999999813,0.7366446953710496,0.1797699987182488,0.1797699987182488
40,27.67000000000153,0.8383876577642259,0.1538041913111402,0.1538041913111402
48,30.17000000000192,0.8743978734148911,0.1459965523411595,0.1459965523411595
56,32.350000000002126,0.8919175738031291,0.1399141244612102,0.1399141244612102
72,36.12000000000138,0.8927640877588641,0.130912416776023,0.130912416776023
80,37.83000000000104,0.8834003963447091,0.1274444868791697,0.1274444868791697
88,39.51000000000071,0.8707969544591746,0.1244499299886546,0.1244499299886546
96,41.27000000000036,0.8567792818476312,0.1218279149245736,0.1218279149245736
104,48.5799999999989,0.8477211859637837,0.1195054226886483,0.1195054226886483
112,50.6399999999985,0.8600293116902391,0.1174280998575473,0.1174280998575473
120,52.27999999999817,0.8692911545254809,0.1155545365640824,0.1155545365640824
136,55.1499999999976,0.8786096087967781,0.1122967008557712,0.1122967008557712
144,56.49999999999733,0.8795327890366278,0.1108665654920164,0.1108665654920164
152,57.83999999999706,0.8786221192696185,0.1095455388564284,0.1095455388564284
160,59.239999999996776,0.8763969183154877,0.1083199565295312,0.1083199565295312
168,67.79999999999778,0.8805419008125512,0.1071784563310141,0.1071784563310141
176,69.15999999999848,0.8936739475711111,0.1061115009798393,0.1061115009798393
184,70.34999999999907,0.9046439012145792,0.1051110165326596,0.1051110165326596
192,71.45999999999965,0.9135155881421804,0.1041701148009911,0.1041701148009911
200,72.4900000000002,0.9204412538301174,0.1032828776173796,0.1032828776173796
208,73.48000000000069,0.9255981945270084,0.1024441872882731,0.1024441872882731
216,74.43000000000117,0.9291661686185642,0.1016495919770805,0.1016495919770805
224,75.34000000000164,0.9313184271247402,0.1008951978128541,0.1008951978128541
232,76.2300000000021,0.9322177177555389,0.1001775816668541,0.1001775816668541
240,77.10000000000255,0.932015034692106,0.0994937200708343,0.0994937200708343
248,77.96000000000298,0.9308496644673184,0.0988409308578428,0.0988409308578428
4,9.949999999999832,0.8295418421827871,0.3023682847105155,0.3023682847105155
12,10.799999999999814,0.7848852470018026,0.2261575997197093,0.2261575997197093
20,14.809999999999723,0.7548511445387937,0.1906839194504472,0.1906839194504472
28,22.65000000000073,0.7371755686663056,0.171246130077924,0.171246130077924
36,26.240000000001302,0.811392647452597,0.1586438282885821,0.1586438282885821
44,28.970000000001733,0.8591119315940301,0.1496360914905756,0.1496360914905756
52,31.30000000000209,0.8850797948990009,0.1427817123944645,0.1427817123944645
60,33.36000000000193,0.8955765897796548,0.1373347356277411,0.1373347356277411
68,35.23000000000157,0.8955518123380577,0.1328665717489255,0.1328665717489255
76,36.98000000000121,0.8886135822117249,0.1291115342260309,0.1291115342260309
84,38.67000000000088,0.8773843874389302,0.1258951304665166,0.1258951304665166
92,40.37000000000054,0.8638543815333627,0.1230974416276183,0.1230974416276183
100,42.27000000000016,0.8498499630528212,0.1206329836117714,0.1206329836117714
108,49.69999999999868,0.8541875719283408,0.1184389556152822,0.1184389556152822
116,51.48999999999833,0.8650737773500309,0.1164680420908479,0.1164680420908479
124,53.03999999999802,0.8727036691231701,0.1146838217132897,0.1146838217132897
132,54.46999999999773,0.8773050938463707,0.11305773702453,0.11305773702453
140,55.82999999999746,0.8793315354313818,0.1115670345088653,0.1115670345088653
148,57.169999999997216,0.8792753467292926,0.1101933281320575,0.1101933281320575
156,58.51999999999693,0.8776384782355054,0.1089215749957899,0.1089215749957899
164,60.00999999999663,0.8749864269379628,0.1077393303031038,0.1077393303031038
172,68.50999999999814,0.8873747491064574,0.1066361958672738,0.1066361958672738
180,69.76999999999879,0.8994286080413811,0.1056034054098671,0.1056034054098671
188,70.91999999999938,0.9093334977249062,0.1046335082666514,0.1046335082666514
196,71.97999999999992,0.9172108390484583,0.103720125032255,0.103720125032255
204,72.99000000000044,0.9232294960172752,0.1028577565636737,0.1028577565636737
212,73.96000000000093,0.927569754267434,0.1020416330890472,0.1020416330890472
220,74.89000000000141,0.93040884177798,0.1012675938277039,0.1012675938277039
228,75.79000000000188,0.9319150012984748,0.1005319900824717,0.1005319900824717
236,76.6700000000023,0.9322451778518484,0.0998316065754714,0.0998316065754714
244,77.53000000000277,0.93154442639504,0.0991635970986581,0.0991635970986581
252,78.38000000000321,0.9299464577939328,0.0985254314957675,0.0985254314957675
