spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
32,0.1613277855665809,0.1113277855665808,0.2113277855665808,0.1663277855665809,0.8154517616164161,0.7448462173744831,36.05000000000004
64,0.1356050772401441,0.0856050772401441,0.1856050772401441,0.1356050772401441,0.8507370285889764,0.7659667789296216,53.52000000000277
96,0.1232708480365625,0.0732708480365625,0.1732708480365625,0.1232708480365625,0.8718092152074155,0.7798955372053873,62.98000000000343
128,0.1155677299954464,0.0655677299954464,0.1655677299954464,0.1605677299954464,0.8420310477080812,0.7907289717367998,78.59000000000151
160,0.1101270722323392,0.0601270722323392,0.1601270722323392,0.1501270722323392,0.8674781383133336,0.7996139984287377,85.23000000000019
192,0.1059978427160142,0.0559978427160142,0.1559978427160142,0.1409978427160143,0.8602909197783494,0.8071280074979635,90.88999999999903
224,0.1027120859653662,0.0527120859653662,0.1527120859653662,0.1027120859653662,0.8247034696386045,0.8136195467815938,102.47999999999676
256,0.100008367360495,0.050008367360495,0.150008367360495,0.130008367360495,0.8157316505939955,0.819318565399402,99.99999999999724
288,0.0977272564973296,0.0477272564973296,0.1477272564973296,0.0977272564973296,0.7520288403090454,0.8243855549195417,115.3899999999942
320,0.0957650652118093,0.0457650652118093,0.1457650652118093,0.1407650652118093,0.8029755712834925,0.8289371713505911,128.35999999999285
352,0.0940509444501226,0.0440509444501226,0.1440509444501226,0.1390509444501226,0.7606270641564795,0.8330609103013973,134.00999999999476
384,0.0925345514737855,0.0425345514737855,0.1425345514737855,0.1175345514737855,0.8216211088194696,0.8368240748279,139.2299999999974
416,0.0911789584936111,0.0411789584936111,0.1411789584936111,0.1311789584936111,0.8481368155788007,0.840279529177537,141.07999999999836
448,0.0899563541063564,0.0399563541063564,0.1399563541063564,0.1299563541063564,0.785707596075115,0.8434695358642466,145.03000000000037
480,0.0888453219560789,0.0388453219560789,0.138845321956079,0.0888453219560789,0.6661026566607205,0.8464283971313274,152.93000000000444
512,0.0878290540248005,0.0378290540248005,0.1378290540248005,0.1228290540248005,0.7679108242499082,0.8491843226306744,149.17000000000252
544,0.0868941406519965,0.0368941406519965,0.1368941406519965,0.1218941406519965,0.8341684919515903,0.8517607806035244,153.23000000000457
576,0.0860297289576824,0.0360297289576824,0.1360297289576824,0.1210297289576824,0.8096036186023591,0.8541774950597494,156.47000000000622
608,0.0852269237370756,0.0352269237370756,0.1352269237370756,0.1052269237370756,0.8489674430899932,0.8564511946910708,169.21000000001277
640,0.0844783521650587,0.0344783521650587,0.1344783521650587,0.1044783521650587,0.8882844960384519,0.8585961841216214,171.89000000001414
672,0.0837778417445408,0.0337778417445408,0.1337778417445408,0.1037778417445408,0.889318425955793,0.860624785723752,174.25000000001535
704,0.0831201781587233,0.0331201781587233,0.1331201781587233,0.1031201781587233,0.8547050495618403,0.8625476856133059,176.44000000001645
736,0.0825009205430729,0.0325009205430729,0.1325009205430729,0.1025009205430729,0.7908359179969886,0.8643742076793116,178.54000000001753
768,0.0819162587039818,0.0319162587039818,0.1319162587039818,0.1219162587039818,0.8202477308813545,0.866112532854279,201.12000000002908
800,0.0813629014400488,0.0313629014400488,0.1313629014400488,0.1213629014400488,0.8302267569167479,0.8677698762196544,203.23000000003012
832,0.0808379882394177,0.0308379882394177,0.1308379882394177,0.1108379882394177,0.6532769401276841,0.869352631289692,174.9800000000157
864,0.080339018764419,0.030339018764419,0.130339018764419,0.125339018764419,0.6750632852460262,0.8708664884906329,224.08000000004083
896,0.0798637960250657,0.0298637960250657,0.1298637960250657,0.1248637960250657,0.6885787114012978,0.872316533164592,227.22000000004243
928,0.079410380197649,0.029410380197649,0.129410380197649,0.129410380197649,0.6220516533698,0.8737073271882461,243.02000000003855
960,0.078977050801492,0.028977050801492,0.128977050801492,0.128977050801492,0.6068485967563766,0.8750429773756089,244.16000000004013
992,0.0785622754969748,0.0285622754969748,0.1285622754969748,0.1135622754969748,0.6438279889563464,0.8763271931426632,215.20000000003628
1024,0.0781646841724724,0.0281646841724723,0.1281646841724724,0.1131646841724724,0.7461297512901754,0.8775633353872418,217.49000000003747
