spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,noiseless_fidelity,noiseless_time
12,0.2086147880798742,,,0.2336147880798741,0.8175378108452318,0.7023532419560383,10.609999999999818,0.8293787255376341,10.639999999999818
16,0.1935200512961204,,,0.2185200512961203,0.838353508187272,0.7193247745580367,12.42999999999978,0.8557221911987394,12.479999999999778
20,0.1824571005814988,,,0.2074571005814987,0.8334806505962602,0.7290835688341203,13.959999999999747,0.8548412454598096,14.029999999999744
24,0.1739007664481874,,,0.1989007664481873,0.8095889882531945,0.7357110717078942,15.24999999999972,0.8348893470018192,15.339999999999716
28,0.167021317242487,,,0.1886879839091536,0.777051186273676,0.7407390008464764,16.609999999999797,0.8052676272281623,16.74999999999982
32,0.1613277855665809,,,0.1679277855665809,0.7235042214402412,0.7448462173744831,24.06000000000096,0.7887178294708809,24.42000000000101
36,0.1565094995216228,,,0.1622428328549561,0.7523924981885003,0.748371525295074,25.800000000001234,0.826041012160833,26.11000000000128
40,0.1523592014110747,,,0.1571592014110747,0.7697019147267442,0.7515001097144091,27.300000000001468,0.8567204251771027,27.59000000000152
44,0.148732652074731,,,0.1532659854080643,0.7812433679709511,0.7543408830976579,28.570000000001667,0.8810268873840914,28.91000000000172
48,0.1455259514583734,,,0.14939261812504,0.7893233481901738,0.7569619443049683,29.790000000001857,0.8996409011880399,30.13000000000191
52,0.1426620896096925,,,0.1462620896096925,0.7972160191918178,0.7594081682366439,30.880000000002028,0.9133458597147424,31.27000000000209
56,0.1400825995673427,,,0.1434159329006761,0.8068936592412639,0.7617105104231567,31.9800000000022,0.9228276221402985,32.340000000002135
60,0.1377421739279268,,,0.1407421739279268,0.8020814076738041,0.7638912007717802,32.91000000000202,0.9288106171493976,33.350000000001934
64,0.1356050772401441,,,0.1382717439068107,0.7900798112012338,0.7659667789296216,33.800000000001845,0.931834739538878,34.31000000000174
68,0.133642686704113,,,0.136042686704113,0.7851098754808118,0.7679499405542078,34.66000000000167,0.9324099489716478,35.23000000000156
72,0.1318317643718774,,,0.1342317643718774,0.7774001420829817,0.7698507006734344,35.460000000001514,0.9309893047490466,36.110000000001385
76,0.1301532167816073,,,0.1322198834482739,0.768586185054253,0.7716771502725328,36.25000000000136,0.9279892455702814,36.970000000001214
80,0.1285911873390907,,,0.1303911873390907,0.7598831850939849,0.7734359626125997,37.0300000000012,0.9235617826296196,37.80000000000105
84,0.127132380777283,,,0.128932380777283,0.7489074897981792,0.7751327410279572,37.720000000001065,0.918234300280802,38.61000000000089
88,0.1257655526154986,,,0.1272322192821652,0.7461311029469018,0.7767722636340789,38.470000000000915,0.9118977069912282,39.43000000000072
92,0.1244811179678746,,,0.1260144513012079,0.7313161271496571,0.7783586593600524,39.10000000000079,0.9052010531838726,40.21000000000057
96,0.1232708480365625,,,0.1244708480365625,0.7269118968480556,0.7798955372053873,39.82000000000065,0.8978541828085124,41.0500000000004
100,0.1221276319441811,,,0.1233276319441811,0.7155078148141211,0.7813860829763796,40.45000000000052,0.8905259401910789,41.86000000000024
104,0.1210452878871717,,,0.1222452878871717,0.7001433067832632,0.7828331329764985,41.0600000000004,0.8829811510696572,42.71000000000007
108,0.120018411961505,,,0.1208850786281716,0.6932681654490687,0.7842392310707296,41.740000000000265,0.875827374086031,43.81999999999985
112,0.119042256077808,,,0.119042256077808,0.6701920343795856,0.7856066735529944,42.340000000000146,0.8788648658765473,50.06999999999861
116,0.118112628564774,,,0.1177792952314406,0.6688233070284331,0.7869375449241842,43.11999999999999,0.8836774542264704,51.14999999999839
120,0.1172258126332353,,,0.1168924792999019,0.64846063134391,0.7882337467958874,43.62999999999989,0.8880930002082027,51.96999999999823
