spins,time,fidelity,gamma,optimum_gamma
28,22.650000000000738,0.7371755686663073,0.17124613007792416,0.17124613007792416
32,24.62000000000105,0.77750795036302,0.1643580368282051,0.1643580368282051
36,26.240000000001306,0.8113926474525968,0.15864382828858214,0.15864382828858214
40,27.67000000000153,0.8383876577642291,0.1538041913111401,0.1538041913111401
44,28.970000000001733,0.8591119315940321,0.14963609149057566,0.14963609149057566
48,30.17000000000192,0.8743978734148911,0.1459965523411595,0.1459965523411595
52,31.30000000000209,0.8850797948990039,0.14278171239446452,0.14278171239446452
56,32.350000000002126,0.8919175738031341,0.13991412446121027,0.13991412446121027
60,33.36000000000193,0.8955765897796527,0.13733473562774115,0.13733473562774115
64,34.31000000000174,0.8966265017950634,0.13499764476638254,0.13499764476638254
72,36.12000000000138,0.8927640877588672,0.1309124167760232,0.1309124167760232
80,37.83000000000104,0.8834003963447131,0.12744448687916968,0.12744448687916968
88,39.51000000000071,0.8707969544591755,0.1244499299886547,0.1244499299886547
96,41.27000000000036,0.8567792818476291,0.12182791492457384,0.12182791492457384
104,48.5799999999989,0.8477211859637792,0.1195054226886482,0.1195054226886482
112,50.6399999999985,0.8600293116902351,0.11742809985754725,0.11742809985754725
120,52.27999999999817,0.8692911545254767,0.1155545365640826,0.1155545365640826
128,53.759999999997866,0.8753565250793242,0.11385255127685938,0.11385255127685938
144,56.49999999999733,0.8795327890366207,0.11086656549201636,0.11086656549201636
160,59.239999999996776,0.8763969183154958,0.1083199565295312,0.1083199565295312
176,69.15999999999848,0.8936739475711153,0.10611150097983957,0.10611150097983957
192,71.45999999999965,0.9135155881421676,0.10417011480099107,0.10417011480099107
208,73.48000000000069,0.9255981945270052,0.10244418728827323,0.10244418728827323
224,75.34000000000164,0.9313184271247444,0.10089519781285404,0.10089519781285404
240,77.10000000000255,0.9320150346920968,0.0994937200708342,0.0994937200708342
256,78.80000000000341,0.9288499127312696,0.09821682491610648,0.09821682491610648
288,82.24000000000517,0.9147937390403112,0.09596763410380854,0.09596763410380854
320,93.04000000001068,0.907740982676899,0.09403998456136477,0.09403998456136477
352,96.85000000001264,0.9102569910057992,0.09236098245169663,0.09236098245169663
384,109.21000000001897,0.9268724344151791,0.0908792122352105,0.0908792122352105
416,111.88000000002032,0.9422475692862664,0.08955719094331098,0.08955719094331098
448,114.28000000002156,0.9496777425342132,0.08836683635692237,0.08836683635692237
480,116.54000000002272,0.9508418950615116,0.08728662054209607,0.08728662054209607
512,118.72000000002384,0.947217026566259,0.08629971366851119,0.08629971366851119
544,120.90000000002495,0.9400675494466162,0.08539273442346101,0.08539273442346101
576,123.31000000002619,0.930554393962564,0.08455488541840064,0.08455488541840064
608,134.7000000000225,0.9310742445412924,0.08377734054512763,0.08377734054512763
640,145.94000000001225,0.9319578535116408,0.08305280168258175,0.08305280168258175
704,150.44000000000815,0.9472524842442672,0.08173931082886829,0.08173931082886829
768,154.18000000000475,0.9518602665422886,0.0805760396537527,0.0805760396537527
832,157.92000000000138,0.948602748069044,0.07953489640717692,0.07953489640717692
896,170.65999999998976,0.9528724897412556,0.07859475501097853,0.07859475501097853
960,173.9299999999868,0.9536865244569328,0.07773936409730316,0.07773936409730316
1024,177.0899999999839,0.949537475017358,0.07695597849979577,0.07695597849979577
1088,191.0599999999712,0.9468932843580355,0.0762344348564017,0.0762344348564017
1152,203.23999999996013,0.9558380714985578,0.07556651001041848,0.07556651001041848
1216,206.0399999999576,0.9631397723405309,0.07494546505150589,0.07494546505150589
1280,208.56999999995534,0.9663019193959491,0.07436571449521608,0.07436571449521608
1344,210.93999999995316,0.9659694624584731,0.07382258181135265,0.07382258181135265
1408,213.24999999995103,0.9627654437509414,0.0733121157832889,0.0733121157832889
1472,215.5699999999489,0.957262450303654,0.07283095052256984,0.07283095052256984
1536,230.56999999993528,0.9546548302952914,0.07237619733874881,0.07237619733874881
1600,242.09999999992482,0.9587026212584808,0.07194536020651687,0.07194536020651687
1664,244.7299999999224,0.9624333605562664,0.07153626895360149,0.07153626895360149
1728,247.17999999992017,0.9641633568028606,0.07114702592348082,0.07114702592348082
