spins,analytical_gamma,optimum_gamma,fidelity,noiseless_fidelity,naive_fidelity,time,noiseless_time
12,0.2086147880798742,0.2289481214132075,0.9223613312629231,0.923842490597076,0.7023532419560383,18.349999999999696,18.33999999999969
16,0.1935200512961204,0.2058533846294538,0.9218865108992553,0.923702405305756,0.7193247745580367,21.249999999999638,21.23999999999964
20,0.1824571005814988,0.1904571005814988,0.9101404825989047,0.9118957245222972,0.7290835688341203,23.629999999999583,23.629999999999583
24,0.1739007664481874,0.1792340997815207,0.8878781157981386,0.8901086936269796,0.7357110717078942,25.609999999999545,25.70999999999954
28,0.167021317242487,0.1703546505758203,0.8604399237194674,0.8627992041467478,0.7407390008464764,27.5399999999995,27.609999999999506
32,0.1613277855665809,0.1679944522332475,0.8784907832407395,0.8818714656329112,0.7448462173744831,34.86999999999985,34.91999999999986
36,0.1565094995216228,0.1611761661882895,0.8920409280011401,0.8958521052101682,0.748371525295074,36.77000000000015,36.850000000000165
40,0.1523592014110747,0.1560258680777414,0.8997789682105832,0.9040991094731244,0.7515001097144091,38.540000000000425,38.58000000000043
44,0.148732652074731,0.151732652074731,0.9026701526334063,0.9076351083906804,0.7543408830976579,40.09000000000067,40.17000000000069
48,0.1455259514583734,0.1485259514583734,0.900440190839582,0.90663646428825,0.7569619443049683,41.49000000000089,41.6000000000009
52,0.1426620896096925,0.1449954229430258,0.8980004591037858,0.9034267064810446,0.7594081682366439,42.930000000001115,43.01000000000113
56,0.1400825995673427,0.1417492662340094,0.8920627174526597,0.8980711446505716,0.7617105104231567,44.34000000000133,44.38000000000134
60,0.1377421739279268,0.1384088405945934,0.8845617152559289,0.8898825193614501,0.7638912007717802,45.73000000000155,45.760000000001554
64,0.1356050772401441,0.1366050772401441,0.8760416578976541,0.8824224287024917,0.7659667789296216,46.91000000000173,46.99000000000174
68,0.133642686704113,0.133642686704113,0.8671411774003591,0.8773322444277687,0.7679499405542078,54.24000000000288,54.280000000002886
72,0.1318317643718774,0.1318317643718773,0.8818314488217004,0.8923389837754895,0.7698507006734344,55.45000000000307,55.60000000000309
76,0.1301532167816073,0.1294865501149407,0.8957553865095453,0.9069146883303856,0.7716771502725328,56.8900000000033,56.97000000000331
80,0.1285911873390907,0.1279245206724241,0.9064209417119534,0.917074935471569,0.7734359626125997,57.920000000003455,58.040000000003474
84,0.127132380777283,0.1257990474439497,0.9112952535856885,0.922962638904684,0.7751327410279572,59.200000000003655,59.22000000000366
88,0.1257655526154986,0.1244322192821653,0.9162218619044146,0.9288537234758166,0.7767722636340789,59.990000000003775,60.18000000000381
92,0.1244811179678746,0.1231477846345413,0.920425210366761,0.9324196394167128,0.7783586593600524,61.02000000000394,61.10000000000395
96,0.1232708480365625,0.1222708480365625,0.9203914976795842,0.9339198719398006,0.7798955372053873,61.80000000000406,61.88000000000408
100,0.1221276319441811,0.1211276319441811,0.9214117878401423,0.9332244571483292,0.7813860829763796,62.6800000000042,62.73000000000421
104,0.1210452878871717,0.1200452878871717,0.9172911010511744,0.9310771556599784,0.7828331329764985,63.43000000000431,63.54000000000433
108,0.120018411961505,0.119018411961505,0.9164972266919944,0.9276931947047048,0.7842392310707296,64.19000000000437,64.32000000000434
112,0.119042256077808,0.1180422560778081,0.9077007678984832,0.923257962592748,0.7856066735529944,65.0200000000042,65.08000000000419
116,0.118112628564774,0.117112628564774,0.9060373674270998,0.917931673191426,0.7869375449241842,65.77000000000405,65.82000000000404
120,0.1172258126332353,0.1155591459665686,0.9013859516946289,0.9144568086516544,0.7882337467958874,66.65000000000387,66.77000000000385
