spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
6,37785364.00280661,37926905.58535516,0.1999722218014474,10657532.409930686,3843.144631246757,3074.515704997405,4803.930789058447,3074.515704997405,0.9984901628514098,0.7085406452731677,0.0017573999999996,0.0014158712759497
8,37756389.82632718,37833599.58606424,0.2002258716279248,8296603.004056687,3571.347017866297,2857.0776142930376,4464.183772332872,3001.004055462072,0.9990113987432522,0.7766232403787006,0.0020871999999995,0.0017593320603533
10,37740711.27686532,37788224.2888512,0.2002141512624162,6828692.485320178,3405.161207598617,2724.1289660788934,4256.451509498272,2954.599383480588,0.9985931817084536,0.8184767102811606,0.0023789999999997,0.0020629903557472
12,37731103.244596384,37762785.29545499,0.1999932469454354,5828901.475286691,3284.017544737496,2627.2140357899966,4105.02193092187,2910.340372067555,0.997542073569526,0.8468688270531739,0.0026505999999999,0.0023432575728173
14,37724712.30797663,37747003.20224069,0.2000947977974171,5092946.4874604,3191.258965611065,2553.007172488852,3989.073707013831,2861.367008838107,0.9962852706454814,0.8674375304095919,0.002908,0.0026045748626591
16,37720206.36124869,37736631.20692036,0.2007196845209946,4529379.067831489,3107.5149392521803,2486.011951401744,3884.393674065225,2825.4602224670334,0.9953094699158058,0.8830446860796994,0.0031594000000001,0.0028594442987473
18,37716887.97722495,37729182.83730337,0.1993526246104345,4096256.107093891,3055.461490747148,2444.3691925977187,3819.326863433935,2811.5412064860284,0.9948634970439164,0.8952977988290373,0.0033802000000003,0.003084567745105
20,37714360.05157332,37724235.11380287,0.2025009721686387,3726902.7190767513,2957.091264354068,2365.673011483254,3696.364080442585,2736.9202487048424,0.994573373214812,0.9051836670937624,0.0036628000000004,0.0033595812160251
22,37712381.468778096,37720014.09712711,0.2016305081725051,3425262.682000916,2932.0199945210693,2345.615995616856,3665.0249931513367,2739.7240256866507,0.995004577794916,0.9133358913157092,0.0038532000000005,0.0035536879337674
24,37710798.18312957,37716426.227722734,0.1969658443298157,3178287.930219326,2968.191635764397,2374.5533086115174,3710.239544705496,2794.8391345538857,0.995864348346296,0.9202002642029988,0.0039542000000005,0.0036664735707344
26,37709507.6222516,37714433.66190515,0.201266148938582,2960453.9752684766,2857.1885870244105,2285.750869619528,3571.485733780513,2694.853200371318,0.9964214572726278,0.925998746198396,0.004265,0.0039644472369027
28,37708439.10585272,37712468.31579113,0.2004033608804439,2781611.189932981,2823.9394226805493,2259.151538144439,3529.9242783506866,2678.1167553279934,0.9972478388057736,0.9310242407081528,0.0044603999999997,0.0041625409044295
30,37707542.50186929,37710815.11319088,0.2011225994477164,2607183.1166638355,2804.668453065064,2243.734762452051,3505.83556633133,2659.740625157993,0.9978973749619836,0.935389898159801,0.0046367999999994,0.004338243978401
32,37706781.36353737,37709470.259137794,0.2007783716812807,2463394.2646559505,2783.169857807808,2226.5358862462463,3478.96232225976,2649.7874405804914,0.9985269114446718,0.9392361578039216,0.0048089999999991,0.0045151288841052
34,37706128.62147772,37708230.43480512,0.1988427520191007,2332978.245799682,2797.621478681585,2238.097182945268,3497.026848351981,2669.7637433864666,0.9989637163912568,0.9426608283973716,0.004914799999999,0.0046300467887169
36,37705563.79236224,37707491.3747023,0.2010111486180424,2226573.672497269,2716.5179616854416,2173.2143693483536,3395.6474521068026,2613.379097671462,0.9989722453460492,0.9456785399919788,0.0051885999999985,0.0049065196705732
38,37705071.1195709,37706507.96336116,0.1981851112072766,2117152.9013584764,2758.689598565413,2206.95167885233,3448.3619982067657,2651.0500562668585,0.9992774173112005,0.9484373927011792,0.0052363999999984,0.0049639092799308
40,37704638.30420996,37705795.75753956,0.1966046537270157,2028067.4037789672,2753.62333051077,2202.898664408616,3442.0291631384625,2648.680557407325,0.999230877013798,0.9509190949081844,0.0053687999999982,0.0051022335939735
42,37704255.620207526,37705467.09923986,0.2022454633775053,1945856.1543771385,2629.7706749908275,2103.816539992662,3287.2133437385346,2523.020358348124,0.9988429431576356,0.9530961290395628,0.0057567999999976,0.0054744644750602
44,37703915.28527729,37704797.29833346,0.199948680437613,1858910.6953071093,2675.15407947462,2140.123263579696,3343.942599343275,2580.7635894651794,0.9987805643560376,0.9551617029316912,0.0057745999999976,0.0055082343878439
46,37703611.0059905,37704065.51883561,0.19151524060670289,1788516.0156862822,2802.8317923994337,2242.265433919547,3503.5397404992914,2706.665166065235,0.9985591265730867,0.9571173680752324,0.005620599999997877,0.005375473876937686
48,37703337.64360311,37704033.09899587,0.20239586121302316,1722912.6929953285,2597.4592509932977,2077.967400794638,3246.824063741622,2517.598754639557,0.9980882876365171,0.9587189683314229,0.006190999999996963,0.0059252509759515305
50,37703090.96509195,37703090.96509195,0.1823461254111767,1661605.6657080948,2944.537391396746,2355.629913117397,3680.6717392459327,2848.065491628845,0.9980983101586328,0.9605026189226196,0.0055585999999979,0.0053346115806999
52,37702867.4552676,37702867.4552676,0.1846865621191244,1604167.1570190943,2885.728707979075,2308.58296638326,3607.160884973844,2802.274453998618,0.9979905836629126,0.961947585076513,0.0057769999999976,0.005551125509519
