spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
6,37785364.00280661,37926905.58535516,0.1999722218014474,10657532.409930686,7686.289262493515,4919.225127995849,7686.289262493515,6101.920283102669,0.9985710563125269,0.7085406452731677,0.00088,0.0007079356379748
8,37756389.82632718,37833599.58606424,0.2002258716279248,8296603.004056687,7142.694020411244,4571.324173063196,7142.694020411244,6001.456741265197,0.9990124465405144,0.7766232397064106,0.0010435999999999,0.0008796660320636
10,37740711.27686532,37788224.2888512,0.2002141512624162,6828692.485320178,6810.322415196725,4358.606345725904,6810.322415196725,5911.691298125223,0.9985870086340674,0.8184767102811625,0.0011891999999999,0.0010314951778737
12,37731103.244596384,37762785.29545499,0.1999932469454354,5828901.475286691,6568.035089474992,4203.542457263994,6568.035089474992,5816.786196839547,0.9975463688271624,0.8468688270531739,0.0013253999999998,0.0011716287864086
14,37724712.30797663,37747003.20224069,0.2000947977974171,5092946.4874604,6382.51793122213,4084.811475982163,6382.517931222129,5744.798131357309,0.996333746715757,0.8674375304095919,0.0014527999999997,0.0013022874313295
16,37720206.36124869,37736631.20692036,0.2007196845209946,4529379.067831489,6215.029878503286,3977.619122242104,6215.029878503286,5656.733744357691,0.9953253256908068,0.8830446860797024,0.0015793999999997,0.0014297221493739
18,37716887.97722495,37729182.83730337,0.1993526246104345,4096256.107093891,6110.922981494296,3910.99070815635,6110.922981494296,5632.83253049168,0.9948578665766992,0.8952977988290373,0.0016893999999996,0.0015422838725525
20,37714360.05157332,37724235.11380287,0.2025009721686387,3726902.7190767513,5914.182528705856,3785.076818371748,5914.182528705855,5492.505802797084,0.9946067470286964,0.9051836670937626,0.0018301999999995,0.0016797906080132
22,37712381.468778096,37720014.09712711,0.2016305081725051,3425262.682000916,5864.039989042139,3752.985592986969,5864.039989042139,5468.074700883688,0.9949810528977484,0.9133358913157092,0.0019271999999995,0.0017768439668837
24,37710798.18312957,37716426.227722734,0.1969658443298157,3178287.930219326,5936.383308641612,3799.285317530632,5936.383308641612,5562.406044939788,0.9958194387814328,0.9202002631026428,0.0019787999999995,0.0018332367739062
26,37709507.6222516,37714433.66190515,0.201266148938582,2960453.9752684766,5714.377174048821,3657.2013913912456,5714.377174048821,5399.3750113146425,0.996413789302736,0.925998746198396,0.0021315999999996,0.0019822236184513
28,37708439.10585272,37712468.31579113,0.2004033608804439,2781611.189932981,5647.878845361099,3614.6424610311033,5647.878845361099,5345.135405967442,0.9972434067111692,0.9310242407081528,0.0022309999999996,0.0020812704522147
30,37707542.50186929,37710815.11319088,0.2011225994477164,2607183.1166638355,5609.336906125524,3589.975619920336,5609.336906125524,5337.423230602388,0.9979381429804371,0.9353898981597976,0.0023165999999997,0.0021691219892022
32,37706781.36353737,37709470.259137794,0.2007783716812807,2463394.2646559505,5566.339715615615,3562.457417993994,5566.339715615615,5297.473539160835,0.9985154882368112,0.9392361578039216,0.0024045999999997,0.0022575644420526
34,37706128.62147772,37708230.43480512,0.1988427520191007,2332978.245799682,5595.24295736317,4781.389436292163,5785.481217913519,5347.776604351927,0.9989897857903424,0.9426608283973716,0.0024565999999998016,0.0023150233943584667
36,37705563.79236224,37707491.3747023,0.2010111486180424,2226573.672497269,5433.035923370883,4642.776152698754,5617.759144765494,5206.938488736779,0.9991905206233697,0.9456785399919787,0.0025963999999998807,0.0024532598352866113
38,37705071.1195709,37706507.96336116,0.1981851112072766,2117152.9013584764,5517.379197130826,4714.851313911796,5704.970089833274,5296.893438975152,0.9992925231524576,0.9484373927011793,0.0026185999999998933,0.0024819546399654484
40,37704638.30420996,37705795.75753956,0.1966046537270157,2028067.4037789672,5507.24666102154,4706.192601236588,5694.493047496273,5292.3975648656115,0.9992231099129946,0.9509190949081844,0.002684799999999931,0.0025511167969867877
42,37704255.620207526,37705467.09923986,0.2022454633775053,1945856.1543771385,5259.541409771787,4494.517204714072,5438.365817704028,5066.019050936239,0.9990185901790574,0.9530961278423113,0.0028762000000000392,0.0027372322064134254
44,37703915.28527729,37704797.29833346,0.199948680437613,1858910.6953071093,5350.308158949239,4572.081517647533,5532.218636353515,5163.423703927901,0.9987779685444862,0.9551617029316911,0.0028870000000000453,0.002754117193921965
46,37703611.0059905,37704065.51883561,0.1915152406067028,1788516.0156862822,5605.663584798867,4790.29433610085,5796.256146682029,5422.429079412459,0.9985681017213868,0.9571173680752324,0.0028092000000000013,0.002687736938468843
48,37703337.64360311,37704033.09899587,0.2023958612130231,1722912.6929953285,5194.918501986595,4439.2939926067265,5371.54573105414,5018.731087918659,0.9981324416538309,0.9587189683314229,0.0030974000000001645,0.0029626254879757652
50,37703090.96509195,37703090.96509195,0.1823461254111767,1661605.6657080948,5889.074782793492,5032.4820871144375,6089.30332540847,5712.673023247967,0.9982122328034392,0.9605026189226197,0.0027777999999999835,0.0026673057903499517
52,37702867.4552676,37702867.4552676,0.1846865621191244,1604167.1570190943,5771.45741595815,4931.972700909691,5967.686968100727,5603.774860656634,0.997991208868444,0.961947585076513,0.002888400000000046,0.0027755627547595245
