spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
6,37926905.58535516,0.1999722218014474,10657532.409930686,7686.289262493515,6101.920283102669,0.9985310811292,0.9985047383448009,0.998557423913599,0.9985710563125269,0.7085406452731677,0.0008790000000000149,0.00088,0.0007079356379748
8,37833599.58606424,0.2002258716279248,8296603.004056687,7142.694020411244,6001.456741265197,0.998962732730658,0.9989290387356449,0.9989964267256712,0.9990124465405144,0.7766232397064106,0.0010430000000000116,0.0010435999999999,0.0008796660320636
10,37788224.2888512,0.2002141512624162,6828692.485320178,6810.322415196725,5911.691298125223,0.9985221250286681,0.9984804528630535,0.9985637971942827,0.9985870086340674,0.8184767102811625,0.0011879999999999994,0.0011891999999999,0.0010314951778737
12,37762785.29545499,0.1999932469454354,5828901.475286691,6568.035089474992,5816.786196839547,0.9974666357427996,0.9974138952697063,0.9975193762158929,0.9975463688271624,0.8468688270531739,0.0013249999999999879,0.0013253999999998,0.0011716287864086
14,37747003.20224069,0.2000947977974171,5092946.4874604,6382.51793122213,5744.798131357309,0.9962456997153638,0.9961888094487358,0.9963025899819918,0.996333746715757,0.8674375304095919,0.0014519999999999772,0.0014527999999997,0.0013022874313295
16,37736631.20692036,0.2007196845209946,4529379.067831489,6215.029878503286,5656.733744357691,0.9952187145150571,0.9951503328992581,0.995287096130856,0.9953253256908068,0.8830446860797024,0.0015789999999999665,0.0015793999999997,0.0014297221493739
18,37729182.83730337,0.1993526246104345,4096256.107093891,6110.922981494296,5632.83253049168,0.9947282254776963,0.9946407990547222,0.9948156519006705,0.9948578665766992,0.8952977988290373,0.0016889999999999572,0.0016893999999996,0.0015422838725525
20,37724235.11380287,0.2025009721686387,3726902.7190767513,5914.182528705856,5492.505802797084,0.9944581176621368,0.9943569444763474,0.9945592908479262,0.9946067470286964,0.9051836670937626,0.0018289999999999455,0.0018301999999995,0.0016797906080132
22,37720014.09712711,0.2016305081725051,3425262.682000916,5864.039989042139,5468.074700883688,0.9948211520933649,0.994713429364456,0.9949288748222738,0.9949810528977484,0.9133358913157092,0.0019259999999999373,0.0019271999999995,0.0017768439668837
24,37716426.227722734,0.1969658443298157,3178287.930219326,5936.383308641612,5562.406044939788,0.9956441060043164,0.9955248051934972,0.9957634068151356,0.9958194387814328,0.9202002631026428,0.001977999999999938,0.0019787999999995,0.0018332367739062
26,37714433.66190515,0.201266148938582,2960453.9752684766,5714.377174048821,5399.3750113146425,0.996221706177181,0.9960898460096557,0.9963535663447063,0.996413789302736,0.925998746198396,0.0021309999999999584,0.0021315999999996,0.0019822236184513
28,37712468.31579113,0.2004033608804439,2781611.189932981,5647.878845361099,5345.135405967442,0.9970294768603698,0.9968833177299254,0.9971756359908142,0.9972434067111692,0.9310242407081528,0.0022299999999999716,0.0022309999999996,0.0020812704522147
30,37710815.11319088,0.2011225994477164,2607183.1166638355,5609.336906125524,5337.423230602388,0.9976789915241616,0.9974938872997533,0.9978640957485699,0.9979381429804371,0.9353898981597976,0.002315999999999983,0.0023165999999997,0.0021691219892022
32,37709470.259137794,0.2007783716812807,2463394.2646559505,5566.339715615615,5297.473539160835,0.9982597518991144,0.9980916519352123,0.9984278518630165,0.9985154882368112,0.9392361578039216,0.0024039999999999947,0.0024045999999997,0.0022575644420526
34,37708230.43480512,0.1988427520191007,2332978.245799682,5595.24295736317,5348.561008989478,0.9987310500811261,0.998551315980733,0.9989107841815191,0.9989896470033462,0.9426608283973716,0.0024550000000000015,0.0024563999999998,0.0023150233943584
36,37707491.3747023,0.2010111486180424,2226573.672497269,5433.035923370883,5206.603559506779,0.9989023582421716,0.9987076168393672,0.999097099644976,0.999191439127986,0.9456785399919788,0.00259500000000002,0.0025963999999998,0.0024532598352866
38,37706507.96336116,0.1981851112072766,2117152.9013584764,5517.379197130826,5294.379662528721,0.9990174012114761,0.9988339170181142,0.999200885404838,0.9992916665951704,0.9484373927011792,0.002618000000000023,0.0026187999999998,0.0024819546399654
40,37705795.75753956,0.1966046537270157,2028067.4037789672,5507.24666102154,5298.935670014154,0.9989029820484279,0.9986857986376474,0.9991201654592083,0.9992287912742728,0.9509190949081844,0.0026830000000000317,0.0026841999999999,0.0025511167969867
42,37705467.09923986,0.2022454633775053,1945856.1543771385,5259.541409771787,5061.529756520537,0.9986978363159261,0.9984854844452268,0.9989101881866255,0.999014489033912,0.9530961278423112,0.0028760000000000573,0.0028766,0.0027372322064134
44,37704797.29833346,0.199948680437613,1858910.6953071093,5350.308158949239,5142.983398285895,0.998266992390989,0.9980514071258316,0.9984825776561465,0.9986118824574326,0.9551617029316912,0.002888000000000059,0.0028892,0.0027541171939219
46,37704065.51883561,0.1915152406067028,1788516.0156862822,5605.663584798867,5418.56789177316,0.9982108947578869,0.997959403984034,0.9984623855317398,0.9985740771340944,0.9571173680752324,0.0028090000000000484,0.0028096,0.0026877369384688
48,37704033.09899587,0.2023958612130231,1722912.6929953285,5194.918501986595,5025.362830545178,0.9977427368589469,0.9974604983701445,0.9980249753477493,0.9981529278309308,0.9587189683314228,0.0030960000000000865,0.0030966000000001,0.0029626254879757
50,37703090.96509195,0.1823461254111767,1661605.6657080948,5889.074782793492,5690.624559697767,0.9976621264299864,0.9974365790539484,0.9978876738060244,0.9980027230997528,0.9605026189226196,0.0027790000000000445,0.0027795999999999,0.0026673057903499
52,37702867.4552676,0.1846865621191244,1604167.1570190943,5771.45741595815,5614.623993176582,0.9975523100283635,0.9973035996409204,0.9978010204158066,0.9979266603523584,0.961947585076513,0.0028860000000000587,0.0028874,0.0027755627547595
