spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
4,37884220.856605686,38873133.97049643,0.3999860672157745,15373757.79754329,6680.308655710635,4175.192909819148,10688.493849137018,4473.187212745852,0.9946522320106979,0.5905780657301709,0.0009304900000019542,0.0006650715059940209
6,37799872.42750728,38261317.499038495,0.40000478229494024,10657532.409930686,5991.226202896381,3744.5163768102384,9585.96192463421,4534.622290479103,0.9933478379286071,0.7172809878233318,0.0011702900000010296,0.0009082277831660035
8,37764557.76243978,38037405.25159979,0.3999329925228465,8296603.004056727,5559.592099865788,3971.137214189849,7783.428939812104,4425.428590023721,0.9946047470362068,0.781033070458954,0.0013982199999996,0.001130152211586
10,37745941.13093159,37926753.14022768,0.3999501068704938,6828692.485320201,5279.939533363202,3771.385380973716,7391.915346708482,4365.704715898753,0.9938159765492206,0.8196028602818617,0.0015988999999984,0.0013304725720156
12,37734736.08934081,37863947.18697816,0.3999463057883671,5828901.475286705,5064.753431843845,3617.681022745604,7090.654804581382,4294.522324996333,0.990665021943929,0.8456454027589876,0.0017873599999973,0.0015193827467667
14,37727381.82298879,37823112.40372185,0.3999956494999424,5069258.364262918,4949.948669594623,3535.677621139017,6929.928137432472,4272.763953271606,0.9861475722403106,0.8645285132904516,0.0019440899999964,0.0016791836515643
16,37722250.46976854,37797206.944782965,0.3989023357365187,4529379.067831493,4795.932968933279,3425.6664063809144,6714.306156506591,4205.784563343624,0.9813690931599988,0.8789781374650627,0.0021190299999953,0.0018527710737152
18,37718503.22659226,37778517.28668459,0.4000055824770943,4076077.5055811135,4683.742588621247,3345.530420443748,6557.239624069746,4163.105701126729,0.9768823837726882,0.8902979437548786,0.0022823899999944,0.0020122322656386
20,37715668.4965774,37765222.528176166,0.400024186387507,3726902.7190767513,4560.156132209403,3257.254380149574,6384.218585093164,4098.819825083689,0.9735945256621624,0.8995438035157137,0.0024579099999933,0.0021785631846299
22,37713462.88827319,37754729.24120612,0.3999754536461215,3425262.682000916,4482.878709794468,3202.056221281763,6276.030193712255,4067.05045542489,0.9717904001954776,0.907229219629869,0.0026147899999924,0.0023242841822441
24,37711706.91613124,37746305.53951181,0.3998443218742,3161647.67927577,4442.073288835985,3172.9094920257044,6218.90260437038,4071.536786310255,0.971626213505728,0.91373445849909,0.0027524199999916,0.0024499362072112
26,37710281.95517363,37740383.41750497,0.4000310079410004,2960453.9752684766,4330.269671710291,3093.049765507351,6062.377540394407,4003.767528984795,0.9728408336331684,0.919295976869694,0.0029371299999905,0.0026158124684796
28,37709106.790327154,37735437.28931552,0.4000468935210337,2781611.189932981,4244.214578624275,3031.5818418744825,5941.900410073985,3941.3748796380064,0.9752672902972804,0.9241365036209028,0.0031083499999895,0.0027695968572703
30,37708124.14372701,37730563.16130519,0.3998683998733086,2592936.214386984,4272.200548437751,3051.571820312679,5981.08076781285,3982.600514317689,0.9784301982093152,0.9283983815262118,0.003192859999989,0.0028480254824109
32,37707292.5829978,37727120.70186065,0.3999657943185926,2449784.351591553,4217.9707370101,3012.8362407215,5905.159031814139,3947.535888935774,0.9818674194584904,0.9321544051122258,0.0033336699999881,0.002979245565669
34,37706581.47458745,37724169.37979395,0.4000012624523645,2319944.8477784544,4177.891033738885,2984.2078812420614,5849.04744723444,3926.407506573322,0.9853052788426636,0.9355101123876626,0.0034594099999874,0.0031003964054618
36,37705967.73246745,37721910.08235316,0.397572316288834,2226573.672497269,4098.591225440827,2927.5651610291625,5738.027715617158,3856.604273436969,0.988790680001345,0.9387002374563408,0.0036145699999865,0.0032520073560254
38,37705433.663548805,37719850.05999183,0.3996359011174932,2117152.9013584764,4043.950969954946,2888.5364071106765,5661.531357936925,3815.572110690172,0.9912729544466976,0.9412815398661052,0.0037515199999857,0.0033862638297319
40,37704965.50405928,37718149.77157919,0.40307338628938,2016478.4471859443,3974.9264502262577,2839.2331787330413,5564.89703031676,3753.2300090969775,0.9931903259566848,0.9435131345621666,0.0039047999999847,0.0035345633782184
42,37704552.4032481,37716580.12048539,0.3999936613630017,1945856.1543771385,3931.8862810638784,2808.490200759913,5504.64079348943,3720.1455175651454,0.995153598039153,0.9459994382478142,0.004023229999984,0.0036614960628762
44,37704185.703765,37715008.31402253,0.3997872926713238,1858910.6953071093,3937.812196720907,2812.722997657791,5512.93707540927,3729.650992473461,0.996285649326831,0.9480909031590186,0.0040937099999836,0.0037420209388384
46,37703858.42308734,37713646.58309927,0.4001027691101581,1778056.8576998126,3941.076614430921,2815.054724593515,5517.507260203289,3746.988623867628,0.9968769710898217,0.9499811237363044,0.0041619899999832,0.0038229525978573
48,37703564.87386043,37713063.53812629,0.405832580619459,1722912.6929953285,3769.050458139003,2692.1788986707165,5276.670641394604,3578.3264072103675,0.996947340729002,0.951340371087529,0.0044361999999816,0.0040834152083868
50,37703300.3819167,37711431.32523685,0.3966852972496864,1651773.679520473,3938.486364612623,2813.2045461518733,5513.880910457671,3752.156266279332,0.9966992455796316,0.9536218776497905,0.0043024499999824,0.003988324908037
52,37703061.0740824,37710855.69324921,0.3996212520895964,1604167.1570190943,3819.2648535315934,2728.046323951139,5346.970794944232,3639.4630329767297,0.9960203402047364,0.9549451535115135,0.0045114099999811,0.0041942737303493
