spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
4,37884220.856605686,38873133.97049643,0.3999860672157745,15373757.79754329,6680.308655710635,4771.649039793311,9352.43211799489,6245.964734535089,0.9876570729663114,0.5905780657301709,0.0007928999999998532,0.0006650715059940209
6,37799872.42750728,38261317.499038495,0.4000047822949402,10657532.409930686,5991.226202896381,4279.44728778313,8387.716684054933,5525.246930535051,0.9635188984662884,0.7172809878233318,0.0010306999999997889,0.0009082277831660035
8,37764557.76243978,38037405.25159979,0.3999329925228465,8296603.004056727,5559.592099865788,3971.137214189849,7783.428939812104,5166.924010997071,0.9605873108476393,0.781033070458954,0.001257099999999917,0.001130152211586038
10,37745941.13093159,37926753.14022768,0.3999501068704938,6828692.485320201,5279.939533363202,3771.385380973716,7391.915346708482,4941.362387660445,0.962826623969159,0.8196028602818617,0.001463400000000034,0.0013304725720156266
12,37734736.08934081,37863947.18697816,0.3999463057883671,5828901.475286705,5064.753431843845,3617.6810227456035,7090.6548045813815,4762.107959178258,0.9662704448575008,0.8456454027589876,0.0016586000000001445,0.001519382746766742
14,37727381.82298879,37823112.40372185,0.3999956494999424,5069258.364262918,4949.948669594623,3535.677621139017,6929.928137432472,4685.844411962944,0.9697232898726964,0.8645285132904516,0.0018214000000002367,0.0016791836515643672
16,37722250.46976854,37797206.944782965,0.3989023357365187,4529379.067831493,4795.932968933279,3425.666406380914,6714.30615650659,4557.2828501998065,0.9731029297397069,0.8789781374650627,0.001999700000000237,0.0018527710737152197
18,37718503.22659226,37778517.28668459,0.4000055824770943,4076077.5055811135,4683.742588621247,3345.530420443748,6557.239624069744,4464.114550937027,0.975669411529564,0.8902979437548786,0.0021629999999999753,0.00201223226563861
20,37715668.4965774,37765222.528176166,0.400024186387507,3726902.7190767513,4560.156132209403,3257.254380149574,6384.218585093164,4358.708665319228,0.9780718926614738,0.8995438035157137,0.0023330999999997028,0.0021785631846299915
22,37713462.88827319,37754729.24120612,0.3999754536461215,3425262.682000916,4482.878709794468,3202.0562212817626,6276.030193712255,4294.555958080958,0.9801236173206646,0.907229219629869,0.002480799999999466,0.0023242841822441428
24,37711706.91613124,37746305.53951181,0.3998443218742,3161647.67927577,4442.073288835985,3172.909492025704,6218.902604370379,4263.5589080434165,0.9818398787116985,0.91373445849909,0.0026066999999992645,0.0024499362072112657
26,37710281.95517363,37740383.41750497,0.4000310079410004,2960453.9752684766,4330.269671710291,3093.049765507351,6062.377540394407,4170.587060714752,0.983178502549172,0.919295976869694,0.0027739999999989965,0.002615812468479631
28,37709106.790327154,37735437.28931552,0.4000468935210337,2781611.189932981,4244.214578624275,3031.5818418744825,5941.900410073985,4093.0899876338535,0.9842593160839435,0.9241365036209028,0.002929099999998748,0.0027695968572703975
30,37708124.14372701,37730563.16130519,0.3998683998733086,2592936.214386984,4272.200548437751,3051.57182031268,5981.080767812852,4123.559949207218,0.9850884334731254,0.9283983815262118,0.003004599999998627,0.0028480254824109694
32,37707292.5829978,37727120.70186065,0.3999657943185926,2449784.351591553,4217.9707370101,3012.8362407215,5905.159031814139,4082.3816137315,0.9856380217221518,0.9321544051122258,0.003134399999998419,0.0029792455656690543
34,37706581.47458745,37724169.37979395,0.4000012624523645,2319944.8477784544,4177.891033738885,2984.2078812420614,5849.0474472344395,4043.527488632443,0.9860202764519014,0.9355101123876626,0.003255599999998225,0.0031003964054618157
36,37705967.73246745,37721910.08235316,0.397572316288834,2226573.672497269,4098.591225440827,2927.565161029162,5738.027715617158,3973.7659688051153,0.9864805854299308,0.9387002374563408,0.0034069999999979824,0.0032520073560254902
38,37705433.663548805,37719850.05999183,0.3996359011174932,2117152.9013584764,4043.950969954946,2888.5364071106756,5661.531357936924,3928.2618291260196,0.9863859708124383,0.9412815398661052,0.0035412999999977672,0.0033862638297319065
40,37704965.50405928,37718149.77157919,0.40307338628938,2016478.4471859443,3974.9264502262577,2839.2331787330413,5564.89703031676,3863.3056632789135,0.9860930794064112,0.9435131345621666,0.003691799999997526,0.003534563378218415
42,37704552.4032481,37716580.12048539,0.3999936613630017,1945856.1543771385,3931.8862810638784,2808.4902007599135,5504.64079348943,3828.8973684010657,0.9863937572524869,0.9459994382478142,0.0038181999999973236,0.0036614960628762187
44,37704185.703765,37715008.31402253,0.3997872926713238,1858910.6953071093,3937.812196720907,2812.722997657791,5512.93707540927,3833.8381246671006,0.986424418978348,0.9480909031590186,0.003898999999997194,0.003742020938838452
46,37703858.42308734,37713646.58309927,0.4001027691101581,1778056.8576998126,3941.0766144309205,2815.054724593515,5517.507260203289,3841.0417849437404,0.9864235722185529,0.9499811237363044,0.003979999999997384,0.0038229525978573623
48,37703564.87386043,37713063.53812629,0.405832580619459,1722912.6929953285,3769.050458139003,2692.1788986707165,5276.670641394604,3675.143649242195,0.9858806025603398,0.951340371087529,0.004249899999998122,0.004083415208386887
50,37703300.3819167,37711431.32523685,0.3966852972496864,1651773.679520473,3938.486364612623,2813.204546151874,5513.880910457672,3848.574211244368,0.9870070293378816,0.9536218776497905,0.004146199999997839,0.003988324908037088
