spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
12,0.1424798220146712,0.16117982201467118,0.19117982201467118,0.1761798220146712,0.9597160181625701,0.7955347250677832,6.9399999999998965
16,0.1361361935293138,0.14913619352931368,0.17913619352931368,0.1641361935293137,0.9543389361212219,0.8226892534505895,7.9699999999998745
20,0.1310396802750499,0.1397896802750499,0.1697896802750499,0.1547896802750499,0.9452692111294718,0.8382897027511238,8.899999999999855
24,0.1268656720604556,0.13286567206045558,0.16286567206045557,0.1478656720604556,0.934397561123685,0.848406885401052,9.709999999999836
28,0.1233716351437206,0.12687163514372057,0.15687163514372057,0.1418716351437206,0.922763143809768,0.8555343253110463,10.47999999999982
32,0.120390301913692,0.122140301913692,0.152140301913692,0.137140301913692,0.9109847089693706,0.8608671722811001,11.189999999999806
36,0.1178053679579252,0.11780536795792519,0.1478053679579252,0.1328053679579252,0.8994552862678288,0.8650435515663522,11.889999999999793
40,0.1155339956239955,0.11428399562399551,0.14428399562399552,0.1292839956239955,0.8884872981804149,0.8684326406077566,12.539999999999775
44,0.1135156463554136,0.1107656463554136,0.1407656463554136,0.1257656463554136,0.8783565273070255,0.8712617443028731,13.239999999999762
48,0.1117050071480967,0.10770500714809671,0.1377050071480967,0.1227050071480967,0.869369091345153,0.8736779775006042,13.939999999999747
52,0.1100674288295651,0.1048174288295651,0.1348174288295651,0.1198174288295651,0.8619488486102178,0.8757805400783799,14.699999999999733
56,0.1085759118708147,0.1018259118708147,0.13182591187081472,0.1168259118708147,0.856801404059763,0.8776386609605855,15.629999999999711
60,0.1072090647043794,0.0989590647043794,0.1289590647043794,0.1139590647043794,0.8551005664691393,0.8793020875897468,16.739999999999817
64,0.1059496879468156,0.0964496879468156,0.1264496879468156,0.1114496879468156,0.8575656639552717,0.8808074822000203,17.879999999999995
68,0.1047837712481664,0.0957837712481664,0.1257837712481664,0.1107837712481664,0.8616923215124471,0.882182465489951,18.49000000000009
72,0.1036997684400571,0.0951997684400571,0.1251997684400571,0.1101997684400571,0.8645646165617685,0.8834482541284949,19.05000000000018
76,0.102688064393646,0.09468806439364601,0.124688064393646,0.109688064393646,0.8657514915907814,0.8846214287544999,19.550000000000257
80,0.1017405765263967,0.0939905765263967,0.1239905765263967,0.1089905765263967,0.8676694533477156,0.8857151480739708,20.07000000000033
84,0.100850452572873,0.0931004525728731,0.1231004525728731,0.1081004525728731,0.8718174214422825,0.8867400006961363,20.610000000000426
88,0.1000118383019184,0.0925118383019184,0.1225118383019184,0.1075118383019184,0.8723237527572816,0.8877046144228222,21.05000000000049
92,0.0992196968168428,0.0914696968168428,0.1214696968168428,0.1064696968168428,0.8795585647639463,0.8886160996906333,21.57000000000057
96,0.0984696664168259,0.0907196664168259,0.1207196664168259,0.1057196664168259,0.8829309284189293,0.8894803774360229,22.00000000000064
100,0.0977579476471867,0.0897579476471867,0.1197579476471867,0.1047579476471867,0.8900756357320538,0.8903024250147716,22.46000000000071
104,0.0970812126996544,0.0885812126996544,0.1185812126996544,0.1035812126996544,0.9009118807620282,0.891086463099808,22.920000000000783
108,0.0964365321087608,0.0874365321087608,0.1174365321087608,0.1024365321087608,0.9109928719952584,0.8918360994512556,23.370000000000854
112,0.0958213149654557,0.0863213149654557,0.1163213149654557,0.1013213149654557,0.9200556595186687,0.8925544407518621,23.79000000000092
116,0.095233259791452,0.084983259791452,0.114983259791452,0.099983259791452,0.929836109682369,0.8932441805047356,24.220000000000987
120,0.094670313893055,0.083920313893055,0.113920313893055,0.098920313893055,0.9354537800217393,0.8939076687831015,24.610000000001047
