spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
8,0.1501868051999587,0.1076868051999587,0.2076868051999587,0.1566868051999587,0.9382401615742887,0.737984489649114,6.349999999999909
12,0.1424798220146712,0.0849798220146711,0.1849798220146711,0.1349798220146711,0.9200805719102855,0.7955347250677832,7.759999999999879
16,0.1361361935293138,0.0711361935293138,0.1711361935293138,0.1211361935293138,0.9288844368712303,0.8226892534505895,8.939999999999854
20,0.1310396802750499,0.0610396802750499,0.1610396802750499,0.1100396802750499,0.9547557844861063,0.8382897027511238,10.009999999999831
24,0.1268656720604556,0.0518656720604556,0.1518656720604556,0.1008656720604556,0.9761886409542062,0.848406885401052,10.96999999999981
28,0.1233716351437206,0.0483716351437206,0.1483716351437206,0.0943716351437206,0.9818258708407693,0.8555343253110463,11.739999999999794
32,0.120390301913692,0.04539030191369199,0.145390301913692,0.09139030191369199,0.9817575506825217,0.8608671722811001,12.239999999999783
36,0.1178053679579252,0.042805367957925194,0.1428053679579252,0.0888053679579252,0.981344009155437,0.8650435515663522,12.689999999999774
40,0.1155339956239955,0.0405339956239955,0.1405339956239955,0.0875339956239955,0.981075669987806,0.8684326406077566,13.009999999999767
44,0.1135156463554136,0.0385156463554136,0.1385156463554136,0.0855156463554136,0.9806923783665262,0.8712617443028731,13.399999999999759
48,0.1117050071480967,0.0367050071480967,0.1367050071480967,0.0847050071480967,0.9802848001682771,0.8736779775006042,13.659999999999753
52,0.1100674288295651,0.035067428829565095,0.1350674288295651,0.0830674288295651,0.9801389316381163,0.8757805400783799,13.989999999999746
56,0.1085759118708147,0.0335759118708147,0.1335759118708147,0.0815759118708147,0.9798335148922382,0.8776386609605855,14.29999999999974
60,0.1072090647043794,0.0322090647043794,0.1322090647043794,0.0812090647043794,0.9797096409034816,0.8793020875897468,14.489999999999736
64,0.1059496879468156,0.0309496879468156,0.1309496879468156,0.0799496879468156,0.9797080583318436,0.8808074822000203,14.76999999999973
68,0.1047837712481664,0.02978377124816639,0.1297837712481664,0.07878377124816639,0.9795547033777252,0.882182465489951,15.029999999999724
72,0.1036997684400571,0.028699768440057102,0.1286997684400571,0.0786997684400571,0.979525326555045,0.8834482541284949,15.16999999999972
76,0.102688064393646,0.027688064393646003,0.127688064393646,0.077688064393646,0.9796679617950634,0.8846214287544999,15.399999999999716
80,0.1017405765263967,0.026740576526396692,0.1267405765263967,0.0767405765263967,0.9796647859317666,0.8857151480739708,15.629999999999711
84,0.100850452572873,0.025850452572873092,0.12585045257287308,0.0758504525728731,0.979521615159222,0.8867400006961363,15.839999999999709
88,0.1000118383019184,0.0250118383019184,0.12501183830191842,0.0760118383019184,0.9797327511369693,0.8877046144228222,15.919999999999705
92,0.0992196968168428,0.0242196968168428,0.1242196968168428,0.0752196968168428,0.9798746912798673,0.8886160996906333,16.10999999999972
96,0.0984696664168259,0.023469666416825893,0.1234696664168259,0.0744696664168259,0.9798873907312744,0.8894803774360229,16.29999999999975
100,0.0977579476471867,0.025257947647186696,0.1252579476471867,0.0742579476471867,0.97998985136532,0.8903024250147716,16.409999999999766
104,0.0970812126996544,0.024581212699654395,0.1245812126996544,0.0735812126996544,0.9800235914102777,0.891086463099808,16.579999999999792
108,0.0964365321087608,0.023936532108760802,0.12393653210876081,0.0729365321087608,0.9799468650934053,0.8918360994512556,16.739999999999817
112,0.0958213149654557,0.023321314965455697,0.1233213149654557,0.0733213149654557,0.979907817452102,0.8925544407518621,16.75999999999982
116,0.095233259791452,0.022733259791451993,0.122733259791452,0.056733259791451995,0.9814274498125006,0.8932441805047356,24.030000000000957
