spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
4,38225586.22333117,0.1999990767514964,15399888.83062708,17025.06737074611,12161.519486779622,0.9985348022412576,0.9985226854229081,0.998546919059607,0.9985575571829848,0.5783111109743838,0.0003550000000000021,0.0003563399999998,0.0002609612544495
6,37942716.16175384,0.1999678695662903,10687553.627986897,15286.746725533778,12136.591723252715,0.998538949209682,0.9985225893898013,0.9985553090295627,0.9985712236692412,0.7085403949939671,0.00044200000000000424,0.0004425299999998,0.0003559552722629
8,37841505.299135424,0.1999291083090028,8296603.004056727,14311.556505877268,11979.503636421068,0.9989900396138953,0.9989680014560485,0.9990120777717422,0.9990265674288754,0.7766112576799706,0.0005200000000000061,0.0005212799999999,0.0004390287880007
10,37793350.7790037,0.2000394743048689,6828692.485320201,13635.333398675455,11792.258802298766,0.9985638933590455,0.9985356087419943,0.9985921779760967,0.9986089151337384,0.8184720276947959,0.0005940000000000079,0.0005945200000003,0.0005151920034256
12,37766415.705403976,0.1999948173038172,5828901.475286705,13135.945642202483,11620.006339506646,0.9974946424250998,0.9974595180871947,0.9975297667630049,0.9975464832826082,0.8468688479675808,0.0006620000000000096,0.0006629300000006,0.0005858199470807
14,37749726.77199087,0.1999679389429115,5097684.1120999055,12751.333641618852,11472.069397581276,0.9962737536768769,0.9962298146370399,0.9963176927167139,0.9963389040424596,0.8674362579875358,0.0007260000000000111,0.0007273400000009,0.0006518434162005
16,37738560.77864491,0.1996028426476368,4538089.412192708,12468.438487340636,11363.147313445645,0.9953171653410565,0.9952711652156748,0.9953631654664382,0.9953851060742152,0.8830393041303896,0.0007860000000000126,0.0007870000000012,0.0007126606820363
18,37730670.16682014,0.1990135185782828,4092220.386791337,12271.881149510356,11286.476014174004,0.9947986505084505,0.9947450358213765,0.9948522651955245,0.9948775706950388,0.8952973938200921,0.0008410000000000139,0.0008416600000015,0.0007679978192377
20,37725148.80194278,0.1993516747769351,3734431.815478927,12013.174671376571,11147.993927271991,0.9947126148236581,0.9946531814135916,0.9947720482337247,0.99480235884333,0.9051900827332408,0.0009000000000000154,0.0009007900000018,0.0008269744291213
22,37720859.81302827,0.1991863787700249,3432325.0792833925,11858.98186842218,11080.015064956664,0.9950545601726867,0.9949895572653801,0.9951195630799933,0.9951511514003256,0.9133459682785642,0.0009510000000000166,0.000952340000002,0.0008786153981598
24,37717958.231318094,0.2021086388758921,3181615.9804080385,11472.724963455832,10775.986641752228,0.9954892868159433,0.9954112445692961,0.9955673290625905,0.9956046619254796,0.9201712882168228,0.0010230000000000133,0.0010244400000018,0.0009485798901368
