spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
30,37711818.00364316,0.2055794578256939,2615731.258029946,10841.881086810015,10299.321666491976,0.9883373015113505,0.9857397494618114,0.9909348535608895,0.9978026463165528,0.9353478557599372,0.0012019999999999982,0.0012000600000008,0.0011222532262158
32,37710128.77623198,0.2018902366874777,2471560.2124945894,10982.656980835318,10466.63627738629,0.9902108105100668,0.9878936993676478,0.9925279216524857,0.998516004853932,0.9392254127337172,0.0012199999999999967,0.0012187100000007,0.0011442013199799
34,37708782.89123615,0.1994313589387811,2340798.2846124186,11074.63158734262,10577.87304994428,0.9891699511802576,0.9865532158704174,0.9917866864900978,0.9989760220751916,0.94265509164534,0.0012429999999999948,0.0012415100000006,0.0011696206994569
36,37707840.51116859,0.2000024313600935,2226573.672497269,10935.171387763896,10478.509619316736,0.98958187087872,0.9869955727243442,0.9921681690330957,0.9992047459323554,0.9456889759726348,0.0012909999999999907,0.0012899000000003,0.0012188788215417
38,37706958.9303301,0.1999994107003204,2117152.9013584764,10908.872290685422,10466.388939129616,0.9919704917138203,0.9898724057524323,0.9940685776752084,0.9992778384528298,0.9484185617443788,0.0013259999999999878,0.0013250500000001,0.0012552979385834
40,37706273.066053815,0.199979996641929,2028067.4037789672,10780.948287874964,10371.082063110032,0.990874968772277,0.9885489682458165,0.9932009692987375,0.9992077446751424,0.9508838023598823,0.0013729999999999838,0.0013719399999998,0.0013031905067091
42,37705671.82760215,0.2000053671711527,1945856.1543771385,10668.346450953786,10279.444696180815,0.9921786826645149,0.9901770874348541,0.9941802778941757,0.9990305097435176,0.9531209440132998,0.00141899999999998,0.0014174899999995,0.0013494674365871
44,37705069.91405775,0.2000078106559887,1858910.6953071093,10696.616842319085,10315.424497958484,0.991517007592727,0.9894348135120444,0.9935992016734095,0.9987790947381352,0.9551610529569494,0.0014459999999999777,0.0014443299999994,0.0013775734805275
46,37704592.0942522,0.1997243643036196,1788516.0156862822,10634.771034040494,10280.637598914658,0.991583791513956,0.9895506124595509,0.9936169705683612,0.998483914976429,0.9570321667132732,0.0014839999999999745,0.0014824599999991,0.0014167252903957
48,37704183.13458873,0.1999769363659627,1722912.6929953285,10549.530509424376,10204.543126318513,0.9918086645468225,0.9899351591566311,0.9936821699370139,0.9981856331104828,0.9587462647710668,0.001525999999999971,0.0015245699999989,0.0014588893740999
50,37703809.12690616,0.1999870018030435,1661605.6657080948,10492.034813012047,10153.893662716708,0.9909623099218329,0.988983008242334,0.9929416116013318,0.997891228381254,0.96032965532868,0.0015639999999999678,0.0015628099999986,0.0014971322100902
52,37703471.07912532,0.1999412881021971,1604167.1570190943,10448.576958737922,10126.470196804608,0.9912308820209191,0.9893217551204074,0.9931400089214308,0.9976591267713336,0.9617953404327318,0.0015999999999999647,0.0015986499999984,0.0015331314788295
