spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
4,37884220.856605686,38223825.97771015,0.2000034253321755,15373757.79754329,17082.53199707763,12201.808569341165,23915.544795908678,14378.380698161465,0.9966028878019518,0.5783114164569538,0.0003281000000000071,0.0002600833962388261
6,37799872.42750728,37942716.16175384,0.1999678695662903,10687553.627986897,15286.746725533778,10919.1048039527,21401.445415747286,13329.00170219885,0.9912726832581499,0.7085403949939671,0.00041640000000000925,0.0003559552722629839
8,37764557.76243978,37841505.299135424,0.1999291083090028,8296603.004056727,14311.556505877268,10222.540361340907,20036.179108228174,12843.631626854465,0.9916227845935377,0.7766112576799706,0.000496000000000007,0.0004390287880007528
10,37745941.13093159,37793350.7790037,0.2000394743048689,6828692.485320201,13635.333398675455,9739.523856196754,19089.466758145638,12451.101932477386,0.9928954801644405,0.8184720276947959,0.0005701999999999685,0.0005151920034256824
12,37734736.08934081,37766415.705403976,0.1999948173038172,5828901.475286705,13135.945642202481,9382.818315858916,18390.323899083472,12146.453457673288,0.9941089735773045,0.8468688479675808,0.0006394999999999327,0.0005858199470807893
14,37727381.82298879,37749726.77199087,0.1999679389429115,5097684.1120999055,12751.333641618852,9108.095458299182,17851.86709826639,11917.356137151592,0.9950382392382242,0.8674362579875358,0.0007040999999998992,0.0006518434162005696
16,37722250.46976854,37738560.77864491,0.1996028426476368,4538089.412192708,12468.438487340636,8906.027490957596,17455.81388227689,11716.672077306679,0.9957433556819872,0.8830393041303896,0.0007640999999998681,0.0007126606820363723
18,37718503.22659226,37730670.16682014,0.1990135185782828,4092220.386791337,12271.881149510356,8765.629392507399,17180.633609314496,11623.787956595284,0.9962434859949952,0.8952973938200921,0.0008178999999998403,0.0007679978192377967
20,37715668.4965774,37725148.80194278,0.1993516747769351,3734431.815478927,12013.174671376571,8580.839050983266,16818.444539927197,11420.605002404278,0.9965919346615021,0.9051900827332408,0.00087639999999981,0.0008269744291213001
22,37713462.88827319,37720859.81302827,0.1991863787700249,3432325.0792833925,11858.98186842218,8470.701334587271,16602.57461579105,11319.15172104215,0.9968634192263918,0.9133459682785642,0.0009271999999997837,0.0008786153981598599
24,37711706.91613124,37717958.231318094,0.2021086388758921,3181615.9804080385,11472.724963455832,8194.803545325594,16061.814948838164,10976.62186943381,0.9969624233325248,0.9201712882168228,0.0009977999999997702,0.0009485798901368568
26,37710281.95517363,37714986.87554735,0.19832536291818,2966752.813513729,11591.7490377038,8279.820741217001,16228.44865278532,11133.874082135799,0.9972634789376505,0.9260192765639944,0.0010242999999997852,0.0009771755204754473
28,37709106.790327154,37713148.431133166,0.2005483089493918,2781611.189932981,11285.523406598611,8061.088147570436,15799.732769238055,10869.142055747203,0.9973297207766771,0.9310230641155524,0.0010888999999998218,0.0010415789268281542
30,37708124.14372701,37711818.00364316,0.2055794578256939,2615731.258029946,10841.881086810015,7744.200776292869,15178.63352153402,10449.9713031566,0.9972743520251051,0.9353478557599372,0.0011711999999998684,0.0011222532262158214
32,37707292.5829978,37710128.77623198,0.2018902366874777,2471560.2124945894,10982.656980835318,7844.7549863109425,15375.719773169445,10630.11720387283,0.9974965041742608,0.9392254127337172,0.0011907999999998795,0.0011442013199799853
34,37706581.47458745,37708782.89123615,0.1994313589387811,2340798.2846124186,11074.63158734262,7910.451133816157,15504.484222279667,10722.147216426041,0.997648365869011,0.94265509164534,0.0012152999999998934,0.0011696206994569033
36,37705967.73246745,37707840.51116859,0.2000024313600935,2226573.672497269,10935.171387763896,7810.836705545641,15309.239942869453,10615.591932512238,0.9977099771713515,0.9456889759726348,0.001264099999999921,0.0012188788215417843
38,37705433.663548805,37706958.9303301,0.1999994107003204,2117152.9013584764,10908.872290685422,7792.051636203873,15272.42120695959,10592.748833114569,0.9977662131894773,0.9484185617443788,0.0013002999999999416,0.001255297938583465
40,37704965.50405928,37706273.066053815,0.199979996641929,2028067.4037789672,10780.948287874964,7700.677348482119,15093.327603024949,10486.497615187764,0.9978354630578702,0.9508838023598823,0.0013479999999999686,0.0013031905067091996
42,37704552.4032481,37705671.82760215,0.2000053671711527,1945856.1543771385,10668.346450953786,7620.24746496699,14935.6850313353,10397.341637477564,0.9978998748585239,0.9531209440132998,0.0013938999999999946,0.0013494674365871673
44,37704185.703765,37705069.91405775,0.2000078106559887,1858910.6953071093,10696.616842319085,7640.440601656489,14975.263579246717,10432.661829645258,0.9979631693522467,0.9551610529569494,0.0014215000000000102,0.0013775734805275463
46,37703858.42308734,37704592.0942522,0.1997243643036196,1788516.0156862822,10634.771034040494,7596.265024314638,14888.67944765669,10380.35097140981,0.9980342733072107,0.9570321667132732,0.0014605000000000323,0.0014167252903957742
48,37703564.87386043,37704183.13458873,0.1999769363659627,1722912.6929953285,10549.530509424376,7535.378935303127,14769.342713194126,10308.699802916206,0.9980992597748971,0.9587462647710668,0.001502500000000056,0.0014588893740999417
50,37703300.3819167,37703809.12690616,0.1999870018030435,1661605.6657080948,10492.034813012047,7494.310580722891,14688.848738216864,10275.420455569518,0.998153460998884,0.96032965532868,0.0015401000000000774,0.0014971322100902878
