spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
4,38225586.22333117,0.1999990767514964,15399888.83062708,17025.06737074611,12161.519486779622,0.9137357494817986,0.8954080231245856,0.9320634758390116,0.9985575571829848,0.5783111109743838,0.0003540000000000021,0.0003563399999998,0.0002609612544495
6,37942716.16175384,0.1999678695662903,10687553.627986897,15286.746725533778,12136.591723252715,0.9243151064786532,0.9083812453358782,0.9402489676214283,0.9985712236692412,0.7085403949939671,0.0004400000000000042,0.0004425299999998,0.0003559552722629
8,37841505.299135424,0.1999291083090028,8296603.004056727,14311.556505877268,11979.503636421068,0.9293938876009753,0.9144281611969813,0.9443596140049693,0.9990265674288754,0.7766112576799706,0.0005170000000000061,0.0005212799999999,0.0004390287880007
10,37793350.7790037,0.2000394743048689,6828692.485320201,13635.333398675455,11792.258802298766,0.9326053935982965,0.9183548395080319,0.9468559476885612,0.9986089151337384,0.8184720276947959,0.0005910000000000079,0.0005945200000003,0.0005151920034256
12,37766415.705403976,0.1999948173038172,5828901.475286705,13135.945642202483,11620.006339506646,0.9328416176183778,0.918795461950692,0.9468877732860637,0.9975464832826082,0.8468688479675808,0.0006590000000000095,0.0006629300000006,0.0005858199470807
14,37749726.77199087,0.1999679389429115,5097684.1120999055,12751.333641618852,11472.069397581276,0.9310871458872313,0.9167950285275827,0.9453792632468799,0.9963389040424596,0.8674362579875358,0.0007230000000000111,0.0007273400000009,0.0006518434162005
16,37738560.77864491,0.1996028426476368,4538089.412192708,12468.438487340636,11363.147313445645,0.9357226342527272,0.9218732019269794,0.9495720665784749,0.9953851060742152,0.8830393041303896,0.0007830000000000125,0.0007870000000012,0.0007126606820363
18,37730670.16682014,0.1990135185782828,4092220.386791337,12271.881149510356,11286.476014174004,0.9337877662398546,0.9196113161220991,0.9479642163576101,0.9948775706950388,0.8952973938200921,0.0008370000000000138,0.0008416600000015,0.0007679978192377
20,37725148.80194278,0.1993516747769351,3734431.815478927,12013.174671376571,11147.993927271991,0.9360240395911744,0.9218472067177157,0.9502008724646331,0.99480235884333,0.9051900827332408,0.0008970000000000153,0.0009007900000018,0.0008269744291213
22,37720859.81302827,0.1991863787700249,3432325.0792833925,11858.98186842218,11080.015064956664,0.9361629364749853,0.9215587876837034,0.9507670852662672,0.9951511514003256,0.9133459682785642,0.0009480000000000165,0.000952340000002,0.0008786153981598
