spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
6,37785364.00280661,37797516.98028176,0.099857932124395,10657532.409930686,17248.81020903964,11039.238533785368,17248.81020903964,14042.032337736491,0.9996757955511839,0.7020890173870719,0.0003850000000000077,0.00031546512639178806
8,37756389.82632718,37757060.17845413,0.1003594075729698,8296603.004056687,15947.276420025037,10206.256908816023,15947.276420025037,13676.132962347769,0.9997896077927081,0.7718196827914434,0.00045860000000000947,0.0003939973912592231
10,37740711.27686532,37741153.70861538,0.1084828968770871,6828692.485320178,13941.26013833572,8922.406488534862,13941.26013833572,12334.877274691187,0.9995725107079149,0.8153041506733496,0.0005708000000000121,0.0005038866401842592
12,37731103.244596384,37731103.244596384,0.1143828056049426,5828901.475286691,12657.950181193683,8101.088115963957,12657.950181193683,11431.219192880142,0.9991265997577872,0.8447579872344548,0.0006764000000000147,0.0006079419551203744
14,37724712.30797663,37724712.30797663,0.1206337879755292,5092946.4874604,11597.325856645166,7422.2885482529055,11597.325856645164,10569.098650653721,0.9986696982051105,0.8660710485210906,0.0007884000000000174,0.0007167059876396809
16,37720206.36124869,37720206.36124869,0.1263135347821896,4529379.067831489,10765.81605907997,6890.1222778111805,10765.81605907997,9922.165179568245,0.9982149873400459,0.8821869538497831,0.0008996000000000201,0.0008253685394171685
18,37716887.97722495,37716887.97722495,0.1307894077457174,4096256.107093891,10092.306790509561,6459.076345926119,10092.306790509561,9361.255785657648,0.9979170625602778,0.8947893417258151,0.001011200000000004,0.0009338576557771806
20,37714360.05157332,37714360.05157332,0.1359671537179435,3726902.7190767513,9530.164708335764,6099.305413334888,9530.164708335764,8905.034496515702,0.9978088137996943,0.904934012499397,0.0011225999999999463,0.001042436156125046
22,37712381.468778096,37712381.468778096,0.1405019368987012,3425262.682000916,9053.115369245497,5793.993836317118,9053.115369245497,8503.115307866397,0.9978753098437864,0.913263298563308,0.0012341999999998885,0.0011509280121946232
24,37710798.18312957,37710798.18312957,0.1441704994160172,3178287.930219326,8641.913231758117,5530.824468325196,8641.913231758117,8160.88124172477,0.9981204794761473,0.9202247309820374,0.001345399999999831,0.0012593040329787366
26,37709507.6222516,37709564.04481247,0.1487902081797583,2960453.9752684766,8239.594906535285,5273.3407401825825,8239.594906535285,7799.9443392398425,0.99837010612574,0.9261355957257175,0.0014645999999997692,0.001374724549887126
28,37708439.10585272,37708439.10585272,0.1509965304591179,2781611.189932981,7963.948587746839,5096.927096157977,7963.948587746839,7587.275766314291,0.9987601313207892,0.9312120494777525,0.0015667999999997163,0.0014759968913692668
30,37707542.50186929,37707542.50186929,0.1554567046555468,2607183.1166638355,7678.993957644317,4914.556132892363,7678.993957644317,7329.411067223266,0.9990488976727131,0.9356220495826808,0.0016781999999996586,0.001584496106525575
32,37706781.36353737,37706844.7185248,0.1597099223683759,2463394.2646559505,7365.6135636246145,4713.9926807197535,7365.6135636246145,7047.5814934331975,0.9992792636133931,0.9394855794655936,0.001802799999999594,0.0017060860586575856
34,37706128.62147772,37706128.62147772,0.1620232660996927,2332978.245799682,7191.442008086087,4602.522885175096,7191.442008086087,6869.620560934802,0.999310134310116,0.9429050151382223,0.0019003999999995436,0.0018011851209883427
36,37705563.79236224,37705563.79236224,0.1639525033170238,2226573.672497269,6980.73688297244,4467.671605102361,6980.73688297244,6695.400374103514,0.9994950024550789,0.9459522779013352,0.002008999999999548,0.0019093469698000817
38,37705071.1195709,37705071.1195709,0.1675239281788975,2117152.9013584764,6786.72436111552,4343.503591113933,6786.72436111552,6535.429579982799,0.9994842595600815,0.9486754497505507,0.0021179999999996098,0.0020177458476473113
40,37704638.30420996,37704638.30420996,0.1695922544025472,2028067.4037789672,6608.677084869914,4229.553334316745,6608.677084869914,6380.2740072052875,0.9993484181935297,0.9511367115719613,0.0022269999999996715,0.0021259367467427116
42,37704255.620207526,37704255.620207526,0.1717104000377443,1945856.1543771385,6443.907718883267,4124.100940085291,6443.907718883267,6232.771111843418,0.9991535792686304,0.9533665243319195,0.0023361999999997334,0.002234139091657778
44,37703915.28527729,37703915.28527729,0.1755448896053846,1858910.6953071093,6290.200010543184,4025.7280067476386,6290.200010543184,6079.026503346433,0.9989729824243483,0.9553838552511027,0.0024475999999997965,0.002342592551690676
46,37703611.0059905,37703611.0059905,0.1777739672238264,1788516.0156862822,6147.553261165722,3934.4340871460618,6147.553261165722,5948.527664174338,0.998720515830007,0.9572374287439275,0.0025573999999998587,0.0024508204226012043
48,37703337.64360311,37703350.94486909,0.1804811504357815,1722912.6929953285,5996.103066920407,3837.505962829061,5996.103066920407,5806.047459852876,0.9984513018310202,0.9589340690372687,0.0026757999999999257,0.0025667667466975287
50,37703090.96509195,37703090.96509195,0.1823461254111767,1661605.6657080948,5889.074782793492,3769.0078609878346,5889.074782793493,5721.630697466247,0.9981658800211154,0.9605026189226197,0.002776799999999983,0.0026673057903499517
52,37702867.4552676,37702867.4552676,0.1846865621191244,1604167.1570190943,5771.45741595815,3693.732746213216,5771.45741595815,5597.850415422552,0.9979757056027238,0.961947585076513,0.0028890000000000465,0.0027755627547595245
