time,phonons
8.75834486892747e-07,"[0.9998172605981256, 0.000182722346385334, 1.7030417936062345e-08, 1.2682738460170174e-13]"
8.967345635304354e-07,"[0.9998087676400279, 0.0001912138666712109, 1.846765980342391e-08, 9.246191602504886e-14]"
9.176167204110158e-07,"[0.999799978685705, 0.00020000121227109686, 2.0075812528311426e-08, 6.321116746242442e-14]"
9.388394439685818e-07,"[0.999790333809894, 0.00020964391944047173, 2.224368863456224e-08, 1.272058191787835e-13]"
9.599318338065262e-07,"[0.9997806556532491, 0.00021931986424543254, 2.4454812957973722e-08, 1.8205875663699968e-13]"
9.808361823636964e-07,"[0.9997713461795797, 0.00022862744336065555, 2.634881575974451e-08, 1.279013826842068e-13]"
1.0017956465181258e-06,"[0.9997616724249774, 0.00023829905685037475, 2.8489344276586573e-08, 9.071041087391928e-14]"
1.0230535358380414e-06,"[0.9997511558759101, 0.0002488128043903363, 3.129006475674566e-08, 1.847692117645556e-13]"
1.044150681175221e-06,"[0.9997406648947473, 0.0002593009790707904, 3.409581692402543e-08, 2.52963505592545e-13]"
1.0650534506050495e-06,"[0.9997305418061484, 0.0002694216285649445, 3.6534398641971183e-08, 1.7113351302680806e-13]"
1.086105896781147e-06,"[0.999719965671631, 0.00027999497529241225, 3.93215835860508e-08, 1.273712473351875e-13]"
1.1074052011314596e-06,"[0.9997085722026253, 0.000291384895405307, 4.286961544822319e-08, 2.6176654047145654e-13]"
1.1285222726957088e-06,"[0.9996972649056548, 0.00030268869575694323, 4.636548657978846e-08, 3.4152422631282283e-13]"
1.1494130607222653e-06,"[0.9996863335797939, 0.00031361694265000717, 4.9443971918508416e-08, 2.2227176743978477e-13]"
1.1705897039535822e-06,"[0.9996748258271871, 0.00032512112777822967, 5.301080954297896e-08, 1.7611659961284854e-13]"
1.1919310782341437e-06,"[0.9996625530516524, 0.0003373894838268598, 5.742936814739793e-08, 3.6321524680578575e-13]"
1.2130937671471337e-06,"[0.9996504191961123, 0.00034951904957077876, 6.17183959699315e-08, 4.4907993441648086e-13]"
1.2339568746849786e-06,"[0.9996386881663906, 0.0003612462575636302, 6.553969882002412e-08, 2.8089507426009015e-13]"
1.2552434253749503e-06,"[0.9996262416303938, 0.00037368830366656667, 7.002891035117287e-08, 2.4091159485210784e-13]"
1.2766049066498718e-06,"[0.9996131027651205, 0.0003868217542315541, 7.544261817243551e-08, 4.942495648482399e-13]"
1.2978444634708594e-06,"[0.9996001256539524, 0.00039979366996893294, 8.063726004832697e-08, 5.761132302619203e-13]"
1.3186658210381484e-06,"[0.9995876029486532, 0.0004123116981677788, 8.53140069174574e-08, 3.4679080378976356e-13]"
1.3400326291073525e-06,"[0.9995742229488809, 0.00042568613452528424, 9.087669281745315e-08, 3.268232094426233e-13]"
1.3613496989655293e-06,"[0.9995602638986314, 0.0004396386616563667, 9.739874633861936e-08, 6.593760802501822e-13]"
1.3826858687331251e-06,"[0.999546429262184, 0.0004534670757328843, 1.0362031522428923e-07, 7.226508424880132e-13]"
1.403448438620115e-06,"[0.9995331258171628, 0.0004667648668668739, 1.0927393738863826e-07, 4.209374402828425e-13]"
1.4248593705963407e-06,"[0.999518829669524, 0.00048105422458479967, 1.160630757319631e-07, 4.3912548781734886e-13]"
1.4460543734605276e-06,"[0.999504115167116, 0.0004957609953745849, 1.237935784145496e-07, 8.618733393178039e-13]"
1.467450128369185e-06,"[0.9994894426564517, 0.0005104261392810587, 1.3115954941182503e-07, 8.899280510693376e-13]"
1.4881978590736471e-06,"[0.9994753307782431, 0.0005245312384591424, 1.3793840071999423e-07, 5.056149566146678e-13]"
1.5096158892467793e-06,"[0.9994601456438927, 0.0005397082067922581, 1.4610357478581278e-07, 5.823766373041556e-13]"
1.5309294182856263e-06,"[0.9994445171806003, 0.0005553275066503708, 1.5526575031904158e-07, 1.1098683754075654e-12]"
1.5523323635418732e-06,"[0.9994290447489115, 0.0005707913215915022, 1.638817718606545e-07, 1.074581909456855e-12]"
1.5730715479079395e-06,"[0.9994141167207161, 0.0005857112904111531, 1.7194106073279893e-07, 6.003724044812871e-13]"
1.594462270787084e-06,"[0.9993980673045113, 0.0006017510009603921, 1.8164579247458433e-07, 7.667609407595056e-13]"
1.615877314642123e-06,"[0.9993815367067103, 0.0006182708555075619, 1.9238764151663256e-07, 1.4061381514562986e-12]"
1.6372201900140296e-06,"[0.9993653170614823, 0.0006344805332176703, 2.0235454802777817e-07, 1.2761607119662101e-12]"
1.6579593527229523e-06,"[0.9993495639348254, 0.0006502241521265922, 2.1186230203240672e-07, 7.093559680649794e-13]"
1.6793304253698003e-06,"[0.9993326501430954, 0.000667126519209256, 2.2328590818227918e-07, 9.998135231984608e-13]"
1.700774244642874e-06,"[0.9993152768954607, 0.0006844873270291513, 2.3572419554358476e-07, 1.7514863756086274e-12]"
1.722000578730134e-06,"[0.9992983592436548, 0.0007013935541523857, 2.4714843015931727e-07, 1.4967239585840575e-12]"
1.7427556752649728e-06,"[0.9992817677897672, 0.0007179738719397047, 2.5828462432816094e-07, 8.378108123297538e-13]"
1.7641216295696851e-06,"[0.999263987224846, 0.0007357411113642278, 2.716089233475712e-07, 1.2863526903586098e-12]"
1.785547938216953e-06,"[0.9992458162027869, 0.0007538978742889022, 2.85866427589447e-07, 2.1470240683175364e-12]"
1.8066849207547685e-06,"[0.999228185560529, 0.0007715154799919528, 2.9890271798602276e-07, 1.7366155411784917e-12]"
1.8274672452895654e-06,"[0.9992107456360431, 0.0007889424510204937, 3.118563495759925e-07, 9.899784375047019e-13]"
1.84883370801112e-06,"[0.9991921021794318, 0.0008075704977784618, 3.2726481022300293e-07, 1.6331291158466233e-12]"
1.8702210048368676e-06,"[0.9991731606871737, 0.0008264957763662189, 3.4347676222712104e-07, 2.5954715762459563e-12]"
1.891296960556935e-06,"[0.9991547984363309, 0.0008448432104946216, 3.5829342018406093e-07, 1.995525535676716e-12]"
1.9121203232630694e-06,"[0.9991364967946681, 0.0008631298781006623, 3.732677184051915e-07, 1.1705693768431955e-12]"
1.9334839157979054e-06,"[0.9991170013913103, 0.0008826076034037806, 3.909441474754267e-07, 2.0480253137201857e-12]"
1.9548223574642926e-06,"[0.9990973077624422, 0.000902282920124467, 4.0925450377071265e-07, 3.099326551006136e-12]"
1.9758615692971792e-06,"[0.9990781962359521, 0.0009213776708761239, 4.260304236994428e-07, 2.27249985479861e-12]"
1.9967440278965327e-06,"[0.9990590141912, 0.0009405424994494711, 4.432468895283057e-07, 1.3854003708895486e-12]"
2.018097806992791e-06,"[0.9990386809907069, 0.0009608555676398631, 4.6337729273741347e-07, 2.5402814304053565e-12]"
2.039380094691667e-06,"[0.9990182518700241, 0.0009812641305535852, 4.839332203000982e-07, 3.6603907228908166e-12]"
2.0604007876404363e-06,"[0.9989983767658069, 0.0010011203126873776, 5.028557585554644e-07, 2.5660421279422365e-12]"
2.0813559147628765e-06,"[0.9989782978897468, 0.0010211794959367711, 5.225488728530125e-07, 1.6418326941523368e-12]"
2.1026993233626135e-06,"[0.9989571352708047, 0.0010423193323782546, 5.453291538717087e-07, 3.1201599578310165e-12]"
2.123926705887424e-06,"[0.9989359795232423, 0.001063452120106684, 5.682871250948866e-07, 4.279244138271731e-12]"
2.144938103084082e-06,"[0.9989153335977686, 0.0010840767857187273, 5.89547755089817e-07, 2.8738067107796804e-12]"
2.1659822571265446e-06,"[0.9988943368547197, 0.0011050511037276087, 6.119730731605569e-07, 1.949325584262139e-12]"
2.187322684721702e-06,"[0.9988723447361951, 0.0011270175785273503, 6.376142066182862e-07, 3.800169995642164e-12]"
2.2085113684206703e-06,"[0.9988504559578518, 0.001148880819794099, 6.631494384608395e-07, 4.953965255046661e-12]"
2.2295128933767713e-06,"[0.9988290410234146, 0.0011702719650086009, 6.869397897199491e-07, 3.1910352016938952e-12]"
2.250660895932495e-06,"[0.9988071042333788, 0.0011921833206865841, 7.123743396409862e-07, 2.320897378437179e-12]"
2.272008736163581e-06,"[0.9987842782113524, 0.0012149806141049193, 7.410999300268199e-07, 4.595135169372063e-12]"
2.2931895772964684e-06,"[0.99876163317298, 0.0012375973389939236, 7.694116421103033e-07, 5.6780047535152916e-12]"
2.314171539672573e-06,"[0.9987394604078074, 0.0012597435956119931, 7.959217351546475e-07, 3.5108898895031323e-12]"
2.335451632206417e-06,"[0.9987165437195242, 0.001282631516487373, 8.246891570392669e-07, 2.776217724307267e-12]"
2.3568120568806264e-06,"[0.9986928838498309, 0.0013062593471609802, 8.567246825987708e-07, 5.522936521039554e-12]"
2.3780279832471883e-06,"[0.9986694435729043, 0.0013296683089233886, 8.880382327578084e-07, 6.436891056344602e-12]"
2.3989752160901634e-06,"[0.9986465302407236, 0.001352552221034202, 9.174602971889431e-07, 3.824003473107297e-12]"
2.4203499282749852e-06,"[0.9986226632451692, 0.0013763868577517592, 9.49818867300795e-07, 3.338343826401594e-12]"
2.4416835969190223e-06,"[0.998598221621849, 0.0014007929815732293, 9.853143790790708e-07, 6.586707672051763e-12]"
2.462972579450185e-06,"[0.9985739471474139, 0.0014250328960984156, 1.0198729357453735e-06, 7.2161922791867055e-12]"
2.4838530082557157e-06,"[0.9985503303710684, 0.00144861716481883, 1.0523830379932646e-06, 4.139376043680733e-12]"
2.505269042677892e-06,"[0.9985255688028263, 0.001473342569518477, 1.0885459293045277e-06, 4.023892293426955e-12]"
2.5264759316579882e-06,"[0.9985004758655869, 0.0014983965371402998, 1.127511103902974e-06, 7.76998585312439e-12]"
2.547845558787597e-06,"[0.9984753565651293, 0.0015234778009636568, 1.165546738171864e-06, 8.019189857942045e-12]"
2.5686610312996865e-06,"[0.9984510381100822, 0.001547760432013481, 1.2013736909569407e-06, 4.481492474176423e-12]"
2.5900783779488076e-06,"[0.9984254339522676, 0.0015733244326100587, 1.2415297899179021e-06, 4.833346977414637e-12]"
2.6112510085087467e-06,"[0.998399597094911, 0.0015991185121244055, 1.2843026960903403e-06, 9.083087393789452e-12]"
2.6326473054044082e-06,"[0.9983736960664036, 0.0016249779033574371, 1.3259394508109852e-06, 8.84257112735786e-12]"
2.653470462977667e-06,"[0.9983485922356127, 0.001650042220247457, 1.365456760273579e-06, 4.8500431169498456e-12]"
2.6748663423452783e-06,"[0.9983221788035838, 0.0016764112812436207, 1.4098260906250555e-06, 5.792473923788433e-12]"
2.696056801530999e-06,"[0.9982955450029747, 0.0017029981934157728, 1.4567090949596002e-06, 1.0532926572665168e-11]"
2.7174528814142867e-06,"[0.9982688979037521, 0.001729599898429239, 1.5021034083493073e-06, 9.668799370734255e-12]"
2.7382759331870786e-06,"[0.9982430171045605, 0.001755437238654278, 1.5455662023205207e-06, 5.257247259462733e-12]"
2.7597086067647557e-06,"[0.9982157267900406, 0.0017826785678907576, 1.594549032979253e-06, 6.937309833333815e-12]"
2.781069681562353e-06,"[0.9981881075554835, 0.001810246232758701, 1.646112772331222e-06, 1.2138901515105467e-11]"
2.8023916323833385e-06,"[0.9981608149969082, 0.0018374896180304349, 1.6952870250376914e-06, 1.0455297972454954e-11]"
2.8231998632426978e-06,"[0.9981341732113023, 0.0018640837378150897, 1.7429570160880734e-06, 5.7052070964961385e-12]"
2.8446700279479055e-06,"[0.9981060048816005, 0.0018921981501433145, 1.796870994430851e-06, 8.314417222949233e-12]"
2.8661242323192427e-06,"[0.9980775015363532, 0.0019206451840857001, 1.8531759710912785e-06, 1.3862423607095396e-11]"
2.8873317274619996e-06,"[0.9980496242949091, 0.001948469379500184, 1.9062239517099106e-06, 1.1213803814975382e-11]"
2.9081515956688145e-06,"[0.9980221865460881, 0.0019758548947195536, 1.9584619555332425e-06, 6.228465856577668e-12]"
2.9296429154256914e-06,"[0.9979931665426398, 0.0020048157999484817, 2.017555686313433e-06, 9.923079294122759e-12]"
2.9511177365792193e-06,"[0.9979638819001935, 0.002034039361559962, 2.0786299803997583e-06, 1.5676214597047796e-11]"
2.9722488998027942e-06,"[0.9979353773950965, 0.0020624866470291678, 2.1358526664595986e-06, 1.1944394199431271e-11]"
2.9931037678433437e-06,"[0.997907111022912, 0.0020906958413923057, 2.193034983276904e-06, 6.856269744347745e-12]"
3.0145915200769064e-06,"[0.9978772811174277, 0.0021204612661026123, 2.257510052505894e-06, 1.1768412807834213e-11]"
3.0360355875489454e-06,"[0.9978472953655616, 0.002150381117968165, 2.3234034774498887e-06, 1.7567189522475082e-11]"
3.0571205090684814e-06,"[0.9978181276577738, 0.0021794871192821518, 2.3851142052973204e-06, 1.2653511261155793e-11]"
3.0780339974648318e-06,"[0.9977889983893151, 0.002208553868472896, 2.4476378991861575e-06, 7.618104470068927e-12]"
3.0994749394402534e-06,"[0.9977584310593931, 0.0022390512237969685, 2.517605495886302e-06, 1.384350673580837e-11]"
3.120852679045982e-06,"[0.9977278059214164, 0.0022696055679157084, 2.5883929175788573e-06, 1.952579195847114e-11]"
3.141917667514956e-06,"[0.9976979410906452, 0.00229940387218311, 2.654924936466605e-06, 1.3357021030593545e-11]"
3.1629134082537492e-06,"[0.9976679138192968, 0.0023293628695159074, 2.72320313503673e-06, 8.541024187226564e-12]"
3.18431000351732e-06,"[0.9976366200845251, 0.0023605809049978554, 2.7988940458779974e-06, 1.6159100991893886e-11]"
3.2056100046915848e-06,"[0.9976053849302017, 0.0023917402344477384, 2.8747128060415515e-06, 2.154429013656688e-11]"
3.226666891090511e-06,"[0.9975748078877079, 0.002422245622884851, 2.9463737036554903e-06, 1.4052168791528612e-11]"
3.2477637371488645e-06,"[0.9975438522393489, 0.002453126817657295, 3.0208310260802136e-06, 9.65309920815319e-12]"
3.2691374697657212e-06,"[0.997511813840012, 0.0024850834872286853, 3.102550953407565e-06, 1.8738390257892154e-11]"
3.290380010878846e-06,"[0.997479951798695, 0.0025168644284802003, 3.1836454464283355e-06, 2.3601775794060422e-11]"
3.311426351045264e-06,"[0.9974486678344181, 0.0025480713415142182, 3.260704924002747e-06, 1.4719059796093855e-11]"
3.3326483497866166e-06,"[0.9974167424373527, 0.0025799156205422316, 3.341825979530766e-06, 1.0998539662233128e-11]"
3.3540177187307706e-06,"[0.997383942534526, 0.0026126274466948623, 3.4298912834392364e-06, 2.161720337945876e-11]"
3.375246692920842e-06,"[0.9973513991998724, 0.0026450840615587336, 3.5166063330799696e-06, 2.5652220273003767e-11]"
3.3962701025385683e-06,"[0.9973194286722876, 0.0026769719002491315, 3.599304911607993e-06, 1.5326742843808294e-11]"
3.4176076991824663e-06,"[0.9972865400713418, 0.002709772321785942, 3.6874862683675056e-06, 1.263813034769686e-11]"
3.438959404237927e-06,"[0.9972530101427252, 0.002743207640603623, 3.782083158510336e-06, 2.4801597689758543e-11]"
3.460224023638476e-06,"[0.9972197182626289, 0.0027764067795557285, 3.8748207491460415e-06, 2.7638379590244215e-11]"
3.481185665296584e-06,"[0.9971871230963966, 0.002808913480524037, 3.963297135900566e-06, 1.5892305496608197e-11]"
3.5025774119104465e-06,"[0.9971533628495962, 0.002842578332641967, 4.0586923439133426e-06, 1.4607152451746893e-11]"
3.5238394357367578e-06,"[0.9971192318385752, 0.002876608327987209, 4.15969369693031e-06, 2.8214057381362088e-11]"
3.5451678031592385e-06,"[0.9970851501330404, 0.0029105908905251695, 4.2588346080630785e-06, 2.956224181489063e-11]"
3.566048495966928e-06,"[0.9970519650984684, 0.002943681476470407, 4.353295694002165e-06, 1.6502542150687966e-11]"
3.5874369898847106e-06,"[0.9970174301860264, 0.0029781137110647775, 4.4559724029608715e-06, 1.6883048367557275e-11]"
3.608522054077708e-06,"[0.9969828602569198, 0.003012576508322992, 4.563088709761538e-06, 3.1764491219520244e-11]"
3.6298942582420315e-06,"[0.9969480194081718, 0.003047311592223459, 4.6688530578782704e-06, 3.151114735032893e-11]"
3.650755318304666e-06,"[0.9969141523801166, 0.003081077617676891, 4.769869339679495e-06, 1.7235736633291045e-11]"
3.6721121650272274e-06,"[0.9968789020870328, 0.0031162178358000413, 4.879941373152151e-06, 1.941564181130328e-11]"
3.6932562437588137e-06,"[0.996843522636854, 0.0031514826683499155, 4.994542161794572e-06, 3.557708713435472e-11]"
3.7146413736507386e-06,"[0.9968079774786627, 0.003186915340044073, 5.107030106806225e-06, 3.3372297169663375e-11]"
3.7355216675381776e-06,"[0.9967733660023448, 0.0032214187261829777, 5.215135046082195e-06, 1.801155047655688e-11]"
3.756787987429124e-06,"[0.9967375075982902, 0.003257159668823428, 5.332591433913835e-06, 2.2320203709496852e-11]"
3.777862935153391e-06,"[0.9967015436996411, 0.003293001934945185, 5.454206083868967e-06, 3.954046588402683e-11]"
3.7992412432737947e-06,"[0.9966653297294048, 0.0033290965114712067, 5.5736033272027706e-06, 3.525251620076715e-11]"
3.820135356221757e-06,"[0.9966299855330143, 0.0033643252265641403, 5.689100314401563e-06, 1.895819653080033e-11]"
3.8414637909712035e-06,"[0.9965932728499912, 0.0034009119444379744, 5.815058057294875e-06, 2.5626537799784572e-11]"
3.862689885114309e-06,"[0.9965563572339662, 0.0034376974041747145, 5.945195467124021e-06, 4.380049122191452e-11]"
3.883995998097432e-06,"[0.9965195957993559, 0.0034743327142799326, 6.071326132592371e-06, 3.690949045188601e-11]"
3.904870375268343e-06,"[0.9964835757032683, 0.003510229748203366, 6.194404613820161e-06, 1.9993174141498692e-11]"
3.9263138681469135e-06,"[0.9964459148070152, 0.0035477554182375, 6.3296205042024106e-06, 2.95438330142246e-11]"
3.947710312236649e-06,"[0.9964080155271837, 0.003585515588742173, 6.468710348518503e-06, 4.8265207780485495e-11]"
3.968923538354257e-06,"[0.9963707544143706, 0.0036226437949567593, 6.601626257136002e-06, 3.8254666402233106e-11]"
3.98979189201176e-06,"[0.9963340336116614, 0.003659233464118292, 6.732776286616243e-06, 2.1175340962624946e-11]"
4.011283935055569e-06,"[0.9962955400085671, 0.0036975825606108768, 6.8772691705959275e-06, 3.409786105799302e-11]"
4.032769439433979e-06,"[0.9962568050250793, 0.0037361697277883245, 7.025065998775123e-06, 5.2787190033321794e-11]"
4.053919003433513e-06,"[0.9962190014620834, 0.0037738331922514117, 7.165177297494009e-06, 3.934055886729837e-11]"
4.074823631753674e-06,"[0.9961815036691464, 0.0038111910791067856, 7.305099473884363e-06, 2.263825944080075e-11]"
4.096322837948387e-06,"[0.9961422574479696, 0.003850283438376307, 7.458943941051967e-06, 3.928053649983476e-11]"
4.117819432964209e-06,"[0.9961028363029834, 0.0038895483763513147, 7.615132153172286e-06, 5.7282832106361676e-11]"
4.138931797589208e-06,"[0.9960644483251472, 0.003927788612542582, 7.762890198838332e-06, 4.021315521077349e-11]"
4.159900727635444e-06,"[0.9960261206568024, 0.003965966955245312, 7.912230924782099e-06, 2.4502941316238015e-11]"
4.181368375552704e-06,"[0.9959862042797436, 0.004005720118637843, 8.075423278911497e-06, 4.5028559296400456e-11]"
4.2028087504967895e-06,"[0.995946232941471, 0.004045527175131468, 8.239687613770271e-06, 6.169582529547528e-11]"
4.223907462415802e-06,"[0.9959072205595124, 0.004084383687055448, 8.395577720618411e-06, 4.095847394641372e-11]"
4.244968262521508e-06,"[0.9958680104062523, 0.004123434432433045, 8.554999045692187e-06, 2.68623592949451e-11]"
4.266392080103337e-06,"[0.9958274621221468, 0.00416381002998172, 8.727660405793875e-06, 5.1288013056901975e-11]"
4.287749645964359e-06,"[0.9957870047050754, 0.004204095152385031, 8.899939624609711e-06, 6.598844982903098e-11]"
4.308841272102801e-06,"[0.9957473577131642, 0.004243577754172846, 9.064353452849093e-06, 4.1620669081955923e-11]"
4.3300102216909245e-06,"[0.9957072325229123, 0.004283532852880334, 9.234456143186572e-06, 2.978774532864102e-11]"
4.3514038551132e-06,"[0.9956660424786583, 0.004324540432853654, 9.416891408793308e-06, 5.8042094627560664e-11]"
4.372703672604732e-06,"[0.995625065859972, 0.004365336405801259, 9.597524371117796e-06, 7.008912338526012e-11]"
4.393779138312126e-06,"[0.9955848035281638, 0.00440542554877447, 9.770740457867819e-06, 4.2179514571176867e-11]"
4.415077714586132e-06,"[0.9955437186466471, 0.004446328964119395, 9.952214693666642e-06, 3.338610944605686e-11]"
4.436443446835755e-06,"[0.9955018974859682, 0.0044879576661225025, 1.0144640695564695e-05, 6.5308873391583e-11]"
4.457733939556217e-06,"[0.9954603208250741, 0.004529344764596054, 1.0334193828552412e-05, 7.387017588285204e-11]"
4.478747800166628e-06,"[0.9954195335897409, 0.0045699500448269864, 1.0516179512529298e-05, 4.264835673606011e-11]"
4.500111671024065e-06,"[0.9953776122328903, 0.004611678624307905, 1.0708961086908928e-05, 3.7692693896313316e-11]"
4.521401326065712e-06,"[0.9953352720984793, 0.004653816599836508, 1.0911084067871894e-05, 7.286836755475207e-11]"
4.542725643402004e-06,"[0.9952930179681521, 0.004695871623521362, 1.1110185498241656e-05, 7.734264649084303e-11]"
4.563659451686071e-06,"[0.9952517471129924, 0.0047369515886567515, 1.1301109031306052e-05, 4.321703337121694e-11]"
4.585034216740361e-06,"[0.995209102891465, 0.004779391846657439, 1.1505072376165458e-05, 4.264435616997762e-11]"
4.606127916696315e-06,"[0.9951665053003025, 0.004821778675923198, 1.1715795803273958e-05, 8.04498807570798e-11]"
4.627501639787355e-06,"[0.9951235440355887, 0.004864530792518236, 1.1924942880953193e-05, 8.073644266932624e-11]"
4.648393967147599e-06,"[0.9950817200574334, 0.004906154274235755, 1.2125475340880733e-05, 4.410911650266602e-11]"
4.6697534720346355e-06,"[0.9950384191492607, 0.0049492400445438, 1.2340608507249526e-05, 4.805791199959799e-11]"
4.690866035725207e-06,"[0.9949951496366248, 0.004992287960828264, 1.2562163878243669e-05, 8.836842491204703e-11]"
4.712246425447916e-06,"[0.9949515725306327, 0.005035646020126128, 1.2781214312468327e-05, 8.387161895704433e-11]"
4.733155480810935e-06,"[0.9949090819764848, 0.005077925533047122, 1.2992293694801269e-05, 4.510660876720943e-11]"
4.754492091589949e-06,"[0.9948651483791894, 0.005121632556092423, 1.3218858066167873e-05, 5.4242970348415615e-11]"
4.775570179316778e-06,"[0.994821328708721, 0.005165220165015305, 1.3450876689136046e-05, 9.650616587535718e-11]"
4.796942431098752e-06,"[0.9947771719696578, 0.005209147838085203, 1.367995165989153e-05, 8.67746704607761e-11]"
4.8178793338798855e-06,"[0.9947339942253074, 0.005252103477576324, 1.3902096312615467e-05, 4.6363483531198144e-11]"
4.839171213123378e-06,"[0.9946894853375104, 0.005296374324368622, 1.4140121869825326e-05, 6.10836752591815e-11]"
4.860071197503553e-06,"[0.9946454316614143, 0.005340186961090724, 1.4381117093904353e-05, 1.0462633100030555e-10]"
4.8814115267656094e-06,"[0.9946007482819661, 0.005384631177413481, 1.462029425406084e-05, 8.984793917784445e-11]"
4.902364350195085e-06,"[0.9945569139638785, 0.005428232117693417, 1.4853713164556908e-05, 4.812285460589218e-11]"
