time,phonons
6.75456579447722e-07,"[0.9997830364281061, 0.00021692821521140774, 3.5327787635454684e-08, 3.8439597857370745e-12]"
6.978302755532412e-07,"[0.9997681941270986, 0.00023176537351695975, 4.0468790472871504e-08, 4.762358335699983e-12]"
7.205438713497055e-07,"[0.9997529365231499, 0.000247017510634824, 4.593373535237947e-08, 5.745924176704005e-12]"
7.431588278217286e-07,"[0.9997374587506567, 0.0002624895133558769, 5.170159329092254e-08, 6.795512130404294e-12]"
7.659287215347779e-07,"[0.9997210354843007, 0.000278906030941787, 5.844803509681216e-08, 8.198990928943525e-12]"
7.886659553918685e-07,"[0.9997040483365885, 0.0002958856930194416, 6.593106750409701e-08, 9.889426407982457e-12]"
8.11389050933061e-07,"[0.9996869632350007, 0.0003129631086965582, 7.361436183167298e-08, 1.1599178727482176e-11]"
8.339289823662533e-07,"[0.9996695239451261, 0.0003303941042574619, 8.190589318689067e-08, 1.3543441493388932e-11]"
8.567189347361561e-07,"[0.9996510272265005, 0.00034888120665994637, 9.151863324657807e-08, 1.609432894820399e-11]"
8.79469230301077e-07,"[0.9996321922631317, 0.0003677059425040935, 1.0174242488932725e-07, 1.8910268103465472e-11]"
9.022318333850788e-07,"[0.9996132011563406, 0.00038668652018259027, 1.122677512126446e-07, 2.1774245313406896e-11]"
9.249354854914288e-07,"[0.9995935547448266, 0.0004063212633770725, 1.2393171145627747e-07, 2.5234599394911294e-11]"
9.472112713332916e-07,"[0.9995735335198009, 0.00042632971193884845, 1.3670325912708357e-07, 2.9402495447119803e-11]"
9.698717704225419e-07,"[0.9995529781860855, 0.00044687160400502693, 1.5013962236543087e-07, 3.380584035021213e-11]"
9.925198364686074e-07,"[0.999532154129081, 0.0004676816374171501, 1.6415769997276718e-07, 3.844234238933476e-11]"
1.0152455524561451e-06,"[0.999510426192121, 0.00048939383754753, 1.7988787286349468e-07, 4.419199088873565e-11]"
1.0379252940315036e-06,"[0.9994881543449683, 0.000511648677169987, 1.968878982464123e-07, 5.080591316455915e-11]"
1.0606537583984867e-06,"[0.9994657281157322, 0.0005340575110843319, 2.1427562524995497e-07, 5.749215812949928e-11]"
1.0832066585187635e-06,"[0.9994429930562797, 0.0005567741754525703, 2.3266250747995614e-07, 6.48505238067013e-11]"
1.1059930152633104e-06,"[0.9994191608000854, 0.0005805857786123901, 2.5330552024998715e-07, 7.39401418331316e-11]"
1.128743024625222e-06,"[0.9993949921818492, 0.000604732728922717, 2.7496271357036543e-07, 8.375531543173758e-11]"
1.1515228421628946e-06,"[0.9993706516903811, 0.0006290510442761748, 2.971279459220232e-07, 9.370765722148339e-11]"
1.1741834093859194e-06,"[0.999345745246238, 0.0006539335496363048, 3.2105435705372366e-07, 1.0519669632796297e-10]"
1.1964158396772577e-06,"[0.9993205650799968, 0.000679088098415835, 3.4665782274092656e-07, 1.1845806727725703e-10]"
1.2190294250835465e-06,"[0.9992947629613623, 0.000704863450605693, 3.7340949881711366e-07, 1.3235996739762844e-10]"
1.2416946943480439e-06,"[0.9992686335015473, 0.0007309651753023691, 4.011292258451075e-07, 1.4686597109132644e-10]"
1.2643556846105707e-06,"[0.9992416879114097, 0.0007578804613063133, 4.3141531866632846e-07, 1.6402330609520534e-10]"
1.2869499680866035e-06,"[0.9992142297705157, 0.0007853063649710222, 4.6363248063787534e-07, 1.832308925380593e-10]"
1.309673029291084e-06,"[0.9991865103703022, 0.0008129928079728257, 4.965693310961145e-07, 2.026848199739663e-10]"
1.3322320850646989e-06,"[0.9991585268679057, 0.0008409419103562753, 5.309475518980614e-07, 2.2362938794301428e-10]"
1.3550176993106602e-06,"[0.9991294026692079, 0.0008700282468766104, 5.687838749815075e-07, 2.485515671928061e-10]"
1.377770538591165e-06,"[0.9990999357070733, 0.0008994557992297123, 6.08166151880868e-07, 2.75137161981707e-10]"
1.4005544787491481e-06,"[0.9990702976563636, 0.0009290536976211559, 6.482906672437798e-07, 3.0200836236631657e-10]"
1.4231766566854093e-06,"[0.9990401947058652, 0.0009591140627704066, 6.90845069071166e-07, 3.3208469740499504e-10]"
1.4454213365130642e-06,"[0.9990098445505682, 0.0009894191993168773, 7.35829201680787e-07, 3.659631362170885e-10]"
1.468011222942578e-06,"[0.9989788269084973, 0.001020390065713476, 7.825686989570984e-07, 4.012827701314818e-10]"
1.49068268706834e-06,"[0.9989474454289099, 0.0010517233418203774, 8.307347163881942e-07, 4.3785653639094897e-10]"
1.513252974703663e-06,"[0.998915399372463, 0.001083717768993074, 8.823213262883928e-07, 4.796691873155948e-10]"
1.535721287145252e-06,"[0.9988828992736808, 0.0011161635557802821, 9.365865414030507e-07, 5.256344869136628e-10]"
1.5584319526761814e-06,"[0.9988499446641801, 0.00114906250389918, 9.922002653523191e-07, 5.723877676661272e-10]"
1.5809991008063818e-06,"[0.9988167600550839, 0.001182189532482709, 1.0497303871305825e-06, 6.219286673183147e-10]"
1.6037809278305276e-06,"[0.9987824033304695, 0.001216483759103452, 1.112170009406113e-06, 6.793680239219558e-10]"
1.6265392973913198e-06,"[0.9987476803112597, 0.0012511420225464155, 1.1768639891453632e-06, 7.402324475399835e-10]"
1.6493165280745815e-06,"[0.9987128100404732, 0.001285946575968627, 1.2425191072434372e-06, 8.015479565283372e-10]"
1.6719016050769515e-06,"[0.9986775843576835, 0.0013211034534525074, 1.3112564786061553e-06, 8.68624833868792e-10]"
1.6942036590590073e-06,"[0.9986420401735783, 0.0013565753065075676, 1.3835122452618325e-06, 9.431493751838787e-10]"
1.716776787257393e-06,"[0.9986058562324571, 0.001392684522156289, 1.4581595621095907e-06, 1.0204511656113678e-09]"
1.7394465645725718e-06,"[0.9985692873832296, 0.001429176713899984, 1.5347366386760818e-06, 1.0999698885670812e-09]"
1.7618862553353215e-06,"[0.9985323082427724, 0.0014660751525542358, 1.615349209107879e-06, 1.1883960930934432e-09]"
1.7841612738819752e-06,"[0.9984949920654682, 0.0015033072252694625, 1.6993571733805342e-06, 1.2842695646475766e-09]"
1.806855884641214e-06,"[0.9984568673159616, 0.0015413452393430317, 1.7859934190551659e-06, 1.382558198347078e-09]"
1.8294394139818695e-06,"[0.9984185265189468, 0.00157959688079073, 1.8750452542677085e-06, 1.4854325193862853e-09]"
1.8521990417066985e-06,"[0.9983790366166572, 0.0016189911274654138, 1.970583080149968e-06, 1.6022963991088666e-09]"
1.8749549379993737e-06,"[0.9983391256887267, 0.001658803154672401, 2.069359393485229e-06, 1.7257833057270005e-09]"
1.897712278885719e-06,"[0.9982991085230702, 0.0016987202919528186, 2.1692628311195207e-06, 1.8497978874702611e-09]"
1.9202535675045444e-06,"[0.9982588584943355, 0.0017388666655678343, 2.272783933150964e-06, 1.9829724004108174e-09]"
1.942650458026979e-06,"[0.9982180907524706, 0.0017795255247292563, 2.3815188285146844e-06, 2.1299886324778922e-09]"
1.9652250382932456e-06,"[0.9981767723558294, 0.0018207320394225295, 2.4932480614030313e-06, 2.281848129616535e-09]"
1.9879129079832574e-06,"[0.9981350444039424, 0.0018623456221311804, 2.6074610008659536e-06, 2.437189339591015e-09]"
2.010263858921339e-06,"[0.9980931819999426, 0.0019040892636637856, 2.7260537051688934e-06, 2.606175280321226e-09]"
2.0322498014035446e-06,"[0.998051383290155, 0.001945765881034186, 2.847965242049923e-06, 2.7863934898251038e-09]"
2.054917347265665e-06,"[0.9980081770769631, 0.00198884480442542, 2.975067064105851e-06, 2.9734817784700765e-09]"
2.0775278182585665e-06,"[0.9979647224127045, 0.0020321691674146367, 3.1051734814059433e-06, 3.167464788702454e-09]"
2.100219703335246e-06,"[0.997920274336092, 0.002076479104988627, 3.2430954071891716e-06, 3.383678163438401e-09]"
2.1229303402629364e-06,"[0.99787532712221, 0.002121283587709865, 3.3855972635002477e-06, 3.612074660356608e-09]"
2.1456528578171187e-06,"[0.9978302678576795, 0.002166198720931171, 3.5294985959315015e-06, 3.8411403309996096e-09]"
2.168164448430684e-06,"[0.99778506412913, 0.0022112542349624668, 3.6774699645801657e-06, 4.083456299843063e-09]"
2.190675231631299e-06,"[0.997739067499089, 0.0022570949826514874, 3.8330847380283046e-06, 4.350201179396602e-09]"
2.213275895331792e-06,"[0.9976926289324476, 0.0023033740388528506, 3.992319425045772e-06, 4.625087918052537e-09]"
2.235987670518872e-06,"[0.9976457937627472, 0.0023500467631170545, 4.15448438870641e-06, 4.904652165858252e-09]"
2.2583319998031695e-06,"[0.9975989950777064, 0.00239667823451826, 4.321397895035974e-06, 5.204009538633942e-09]"
2.2800925084607155e-06,"[0.9975527801109344, 0.0024427235421283803, 4.490741910337218e-06, 5.518555415237779e-09]"
2.3026863342729794e-06,"[0.9975046709910809, 0.0024906545945657674, 4.668479145439559e-06, 5.847871794737356e-09]"
2.3253390076856403e-06,"[0.9974561313479546, 0.0025390120237325986, 4.850352451478402e-06, 6.187639376200692e-09]"
2.3478902411039594e-06,"[0.9974069962550585, 0.002587956748549663, 5.040348728983535e-06, 6.55859252152521e-09]"
2.3704546097053324e-06,"[0.997357330241507, 0.0026374262843953207, 5.2364338062077225e-06, 6.950367360683428e-09]"
2.3931346376324047e-06,"[0.9973073325305039, 0.0026872249583181082, 5.435075621605596e-06, 7.344735010691427e-09]"
2.415631541793634e-06,"[0.997257239844547, 0.0027371141535956797, 5.638153517910543e-06, 7.756687534180694e-09]"
2.438245352299454e-06,"[0.9972060755510285, 0.002788064198399833, 5.851948872387598e-06, 8.209175565857866e-09]"
2.4608886909897494e-06,"[0.9971545412847006, 0.0028393796973123124, 6.070248987770344e-06, 8.675591933142121e-09]"
2.4836310577150543e-06,"[0.9971026507897928, 0.0028910482070370817, 6.291761484480297e-06, 9.147356444303873e-09]"
2.506008474010674e-06,"[0.9970509157882782, 0.0029425561700696288, 6.5183004587123036e-06, 9.646075111359585e-09]"
2.527840087466618e-06,"[0.9969997694688311, 0.0029934721999605213, 6.748066022067439e-06, 1.0169447514575424e-08]"
2.5503850861893776e-06,"[0.996946805438618, 0.0030461957834667826, 6.98796570233105e-06, 1.071562543083006e-08]"
2.5730523719653153e-06,"[0.9968933014649152, 0.0030994541086680543, 7.233052778118163e-06, 1.1276157968887863e-08]"
2.595380883712356e-06,"[0.9968398209053714, 0.003152682185881105, 7.484935540997117e-06, 1.187495370028969e-08]"
2.6176496316085376e-06,"[0.9967859447441526, 0.0032062987751347834, 7.743876224524412e-06, 1.2505481791778572e-08]"
2.640289759923195e-06,"[0.9967310961211708, 0.003260881622212707, 8.009009127962626e-06, 1.3147598551057838e-08]"
2.662807509229354e-06,"[0.9966761186730227, 0.0033155883006965063, 8.279113657801076e-06, 1.3811894421390715e-08]"
2.6854579164849896e-06,"[0.9966200002866656, 0.003371422472258461, 8.562602383409813e-06, 1.4537075820129448e-08]"
2.708138212043254e-06,"[0.9965634484719237, 0.0034276837798103053, 8.85235838715518e-06, 1.5287362422704953e-08]"
2.7308726185931445e-06,"[0.996506666671238, 0.0034841721000328143, 9.14508341321625e-06, 1.6041879670001116e-08]"
2.753300661749411e-06,"[0.9964500314299517, 0.003540508216081287, 9.443417836435903e-06, 1.6831886010325264e-08]"
2.7754441645710906e-06,"[0.9963933965972406, 0.0035968364601660866, 9.749168461706557e-06, 1.7669172565979818e-08]"
2.797964756755259e-06,"[0.996335617897614, 0.0036542996720128214, 1.0063792336704522e-05, 1.8532237271856213e-08]"
2.8206132248510867e-06,"[0.9962773112061236, 0.003712285140280286, 1.0384134572910448e-05, 1.9412335227263472e-08]"
2.8427316359795534e-06,"[0.9962196380276076, 0.0037696326880256653, 1.0708842005232534e-05, 2.0334967074686342e-08]"
2.8645165212353896e-06,"[0.9961622663006956, 0.003826673979016343, 1.1038317584576725e-05, 2.1294699147209217e-08]"
2.8871186115374175e-06,"[0.9961026600436884, 0.0038859350068711444, 1.1382547110883792e-05, 2.2293453634669084e-08]"
2.909704241089317e-06,"[0.9960427525855079, 0.003945491034164462, 1.1732950436728518e-05, 2.3320148879375577e-08]"
2.932235471704206e-06,"[0.9959821870701018, 0.00400569207726576, 1.2096318170869084e-05, 2.442387492373745e-08]"
2.95483908282073e-06,"[0.9959210021980531, 0.004066503196716802, 1.246892084692486e-05, 2.557292280068737e-08]"
2.9775166932627367e-06,"[0.9958595514664202, 0.004127576681701505, 1.2845012916411769e-05, 2.6726601432505366e-08]"
2.9999482551776843e-06,"[0.9957982315492276, 0.004188513403818915, 1.3227010995622626e-05, 2.7922786203147438e-08]"
3.0223661598162672e-06,"[0.995736188100442, 0.004250159799951297, 1.3622781769972039e-05, 2.920385896522045e-08]"
3.044908611678671e-06,"[0.9956735663481459, 0.004312376967976697, 1.4026053641057766e-05, 3.051540904120759e-08]"
3.0675829533110982e-06,"[0.9956104369068595, 0.004375095760747542, 1.443537180850877e-05, 3.184485624768642e-08]"
3.089787615472777e-06,"[0.9955479320055419, 0.0044371852600896, 1.4849389195490615e-05, 3.3228709631303564e-08]"
3.1114603876184244e-06,"[0.9954863107723796, 0.004498388771635249, 1.5265682216064128e-05, 3.465672400600034e-08]"
3.1339974325687674e-06,"[0.995422127112892, 0.004562134778823233, 1.5701840547053907e-05, 3.614984263036806e-08]"
3.156645751012721e-06,"[0.9953573586501572, 0.0046264571985463535, 1.6146352756099123e-05, 3.767975488275661e-08]"
3.1788847103052084e-06,"[0.9952929972260949, 0.004690365064146986, 1.6598303843890104e-05, 3.928638138284549e-08]"
3.201156083718123e-06,"[0.9952280588035716, 0.004754838668618544, 1.7061445214877428e-05, 4.096230400522589e-08]"
3.2237649552639583e-06,"[0.9951620847409057, 0.004820338434091867, 1.7534040056124933e-05, 4.266377915080372e-08]"
3.2462221192765857e-06,"[0.9950961155162228, 0.004885826664006477, 1.801328365554846e-05, 4.441412562550425e-08]"
3.2687524240149986e-06,"[0.9950291479869412, 0.004952294701653145, 1.8510897664606355e-05, 4.6290903671176976e-08]"
3.291357979811856e-06,"[0.9949616494033785, 0.005019284384974578, 1.9017869001481808e-05, 4.8218932887111034e-08]"
3.3140508112811414e-06,"[0.9948938033496594, 0.005086616296446188, 1.9530069283095016e-05, 5.0159988793872633e-08]"
3.336353346388071e-06,"[0.994826510629632, 0.005153389663098286, 2.0047415010407143e-05, 5.2166867512969705e-08]"
3.3583482612084838e-06,"[0.994759471562736, 0.005219900945072004, 2.05731041229574e-05, 5.42620039434029e-08]"
3.380842991230632e-06,"[0.9946907641135703, 0.005288063911424457, 2.1115423858983217e-05, 5.642424465157564e-08]"
3.4034756182391627e-06,"[0.9946214412704787, 0.0053568332151077615, 2.1666760269004082e-05, 5.862635621248984e-08]"
3.4253988194421553e-06,"[0.9945535835537144, 0.005424137894383839, 2.221753399136935e-05, 6.088946999365937e-08]"
3.447025442875673e-06,"[0.994486115011299, 0.0054910476634000924, 2.277397423615609e-05, 6.322205238486087e-08]"
3.4695813957535393e-06,"[0.9944156879641236, 0.005560888896531571, 2.3357351199239883e-05, 6.565827379094639e-08]"
3.492153852601647e-06,"[0.99434487985983, 0.005631101705207626, 2.395014953152827e-05, 6.815469337569345e-08]"
3.5144997228398654e-06,"[0.9942740127128868, 0.005701360299595497, 2.4556071596253116e-05, 7.078439884029096e-08]"
3.5369853053148995e-06,"[0.9942023058601265, 0.005772443791935514, 2.5176704098057714e-05, 7.351148358870772e-08]"
3.5596174999699495e-06,"[0.99413008683707, 0.00584403252913919, 2.580424473339251e-05, 7.625581257233354e-08]"
3.581991447120589e-06,"[0.9940581844828538, 0.005915298072333765, 2.643823476750636e-05, 7.907600390795023e-08]"
3.6043465974846467e-06,"[0.9939856072751357, 0.005987219556363391, 2.7090971717055195e-05, 8.206195320877022e-08]"
3.626846862918346e-06,"[0.9939123416181043, 0.006059817999993446, 2.7755133974824833e-05, 8.511225715236317e-08]"
3.6494914535920762e-06,"[0.9938384909847778, 0.006132992432301389, 2.8428247564138233e-05, 8.819879203369282e-08]"
3.6716266416252667e-06,"[0.9937656519847134, 0.006205152499658164, 2.9104005996774418e-05, 9.137234936138599e-08]"
3.6932718050280202e-06,"[0.9936938285924242, 0.006276295097049019, 2.9781546827597422e-05, 9.462583942626154e-08]"
3.7157851072938378e-06,"[0.9936190338369366, 0.006350377415753498, 3.049058397563378e-05, 9.802462769424231e-08]"
3.738412626293128e-06,"[0.9935436253227832, 0.00642506188687165, 3.12111586121302e-05, 1.0149213747274812e-07]"
3.760356286390555e-06,"[0.9934697758430918, 0.006498188542877918, 3.1930425342406086e-05, 1.0504843222862656e-07]"
3.7823004476882768e-06,"[0.9933954571834446, 0.006571769988600576, 3.2663954383761353e-05, 1.0873265443256931e-07]"
3.804847954966035e-06,"[0.9933190630611489, 0.00664740363968169, 3.342064118107426e-05, 1.1251621223645571e-07]"
3.82729303204159e-06,"[0.9932426337270502, 0.006723063621335222, 3.418612418201599e-05, 1.1638483389562161e-07]"
3.849667524344977e-06,"[0.9931656902184296, 0.006799217503624858, 3.4971668763504076e-05, 1.204657855567908e-07]"
3.872186808028375e-06,"[0.9930879326843596, 0.006876169285665586, 3.5773220994446793e-05, 1.2466473426144315e-07]"
3.894824862278351e-06,"[0.9930097157094446, 0.006953572633827767, 3.658262329266707e-05, 1.288882949200675e-07]"
3.917107556492837e-06,"[0.9929321735557533, 0.0070302962028032006, 3.7396879562085037e-05, 1.33215973142062e-07]"
3.9392207494890075e-06,"[0.9928545438928946, 0.0071070919366176, 3.8226291615144816e-05, 1.3773225206401453e-07]"
3.961692249249534e-06,"[0.9927755047371222, 0.007185276876692112, 3.907587445118719e-05, 1.4236428005703653e-07]"
3.984295470233095e-06,"[0.9926958608931516, 0.007264055052665471, 3.9936847140342174e-05, 1.470587063717083e-07]"
4.006239027120328e-06,"[0.9926178792054213, 0.007341174592698106, 4.079420854507006e-05, 1.5184433673026564e-07]"
4.0276503291657924e-06,"[0.9925412575314462, 0.007416936905171479, 4.164871059966488e-05, 1.5670326151935798e-07]"
4.050143874787027e-06,"[0.9924607102758897, 0.007496577300395421, 4.2550457169796395e-05, 1.6181618224724772e-07]"
4.072742180478606e-06,"[0.9923795261135112, 0.007576839989178671, 4.346670757383182e-05, 1.6703849195916857e-07]"
4.094711720724815e-06,"[0.9922998828280595, 0.007655562968761663, 4.438166301054789e-05, 1.7238825359492522e-07]"
4.1167842952554774e-06,"[0.9922194531623265, 0.007735052621553731, 4.531614196108565e-05, 1.779215414399832e-07]"
4.1393273713287544e-06,"[0.9921372935585477, 0.0078162490714725, 4.627365103206255e-05, 1.8356546943087843e-07]"
4.161698911027233e-06,"[0.9920553454005642, 0.007897225766942673, 4.7239353058392966e-05, 1.893251560889747e-07]"
4.18401365198195e-06,"[0.9919728779389358, 0.007978698285743682, 4.822824709107403e-05, 1.9537316924204013e-07]"
4.206486451838996e-06,"[0.9918895698400377, 0.00806099328114337, 4.9235155793696315e-05, 2.0156712975681966e-07]"
4.229097655587794e-06,"[0.9918056958530678, 0.008143843451694171, 5.02527313000186e-05, 2.078071546841026e-07]"
4.251287313737572e-06,"[0.9917228154564633, 0.00822569763676929, 5.127257184192199e-05, 2.1417740222138074e-07]"
4.273218701427754e-06,"[0.9916402701616642, 0.008307204891559058, 5.2304029284346465e-05, 2.2075930812676325e-07]"
4.295674448142826e-06,"[0.9915556417485999, 0.008390763839750435, 5.336671284729346e-05, 2.2753978627233923e-07]"
4.318259481706367e-06,"[0.991470372197748, 0.008474949680692173, 5.444354441988884e-05, 2.344172456069588e-07]"
4.340023312617909e-06,"[0.9913875468865072, 0.008556705376380199, 5.5506218721226725e-05, 2.4135788294434796e-07]"
4.3611598007747325e-06,"[0.9913066268872924, 0.00863656708980104, 5.655752656011879e-05, 2.483353747065752e-07]"
4.383639568570166e-06,"[0.9912205362279906, 0.008721528240333353, 5.767961156890976e-05, 2.5575829439712543e-07]"
4.406206783277915e-06,"[0.9911338439505334, 0.008807074196785855, 5.8818356801322386e-05, 2.6333319389823414e-07]"
4.4281132008594255e-06,"[0.9910489879791019, 0.008890789356450603, 5.995144883333002e-05, 2.7105227392005335e-07]"
4.450146119373408e-06,"[0.9909632646689761, 0.008975348533648264, 6.110761855350328e-05, 2.790147885604086e-07]"
4.472670375770851e-06,"[0.9908756282524791, 0.009061791637017251, 6.229280461498852e-05, 2.8714099752398345e-07]"
4.494994641984607e-06,"[0.9907883563786971, 0.00914786249670617, 6.34855450354667e-05, 2.954138829535497e-07]"
4.517224495095928e-06,"[0.9907007515415687, 0.009234242105887892, 6.47021360759614e-05, 3.0405003350739676e-07]"
4.539637648022623e-06,"[0.9906121978510862, 0.00932154859382036, 6.594050533332286e-05, 3.128825072705301e-07]"
4.562211895354922e-06,"[0.9905229640211461, 0.009409521286765109, 6.71927358319192e-05, 3.2178812687914476e-07]"
4.584358568634317e-06,"[0.9904348597523656, 0.00949636365601001, 6.84455678460388e-05, 3.3085491878429764e-07]"
4.606215742543837e-06,"[0.9903473038274767, 0.00958264757187988, 6.970825705630685e-05, 3.401740848148668e-07]"
4.628652676490357e-06,"[0.9902573369210573, 0.009671301782655956, 7.101133931934378e-05, 3.4978663725259517e-07]"
4.651220341416366e-06,"[0.9901667013125646, 0.009760607921555428, 7.233106312732635e-05, 3.5953154688768745e-07]"
4.672897097162511e-06,"[0.9900790051088565, 0.009846998495713785, 7.362692082017542e-05, 3.693028101306982e-07]"
4.6939518300994885e-06,"[0.9899933658528708, 0.00993134789917822, 7.490697741994804e-05, 3.790982836417141e-07]"
4.716409578487595e-06,"[0.9899020076199246, 0.010021326257807871, 7.627640587207945e-05, 3.8954331159150426e-07]"
4.738956564297724e-06,"[0.9898100343217743, 0.010111900334662097, 7.766498105846909e-05, 4.001885518108702e-07]"
4.760747938533223e-06,"[0.9897204638228458, 0.010200087029797644, 7.903802152277924e-05, 4.1095125545011803e-07]"
4.782617190790087e-06,"[0.9896302145519937, 0.010288928994549779, 8.043427098904722e-05, 4.2200724211967163e-07]"
4.805108497361043e-06,"[0.9895374121803656, 0.010380280834456536, 8.18734553178196e-05, 4.3335378466335096e-07]"
4.827418148837302e-06,"[0.9894449700689111, 0.010471263984038338, 8.33208851890065e-05, 4.448849998783529e-07]"
4.849542992138257e-06,"[0.9893526123453124, 0.010562141980442299, 8.478866149615851e-05, 4.568351625634608e-07]"
4.871875251933393e-06,"[0.9892591706072147, 0.010654076740925, 8.628341205257686e-05, 4.6906142692016845e-07]"
4.894423249148313e-06,"[0.9891648038985053, 0.01074691697975514, 8.779753445282607e-05, 4.814080353287843e-07]"
4.916555654580352e-06,"[0.9890716449630493, 0.010838550466756318, 8.9310447821185e-05, 4.939423932222352e-07]"
4.938458596024163e-06,"[0.9889788561125321, 0.010929799420730232, 9.083745387859673e-05, 5.068322201068773e-07]"
4.960874965963249e-06,"[0.9888838099290717, 0.011023261782313616, 9.240802124086078e-05, 5.200859104219863e-07]"
4.983416928854951e-06,"[0.9887881135544199, 0.01111735605749612, 9.399670798314207e-05, 5.334977670330812e-07]"
5.005116769715962e-06,"[0.9886953772622132, 0.01120851829895081, 9.555732527016172e-05, 5.469306301272789e-07]"
5.02628282998222e-06,"[0.9886044649103963, 0.011297870498030799, 9.710397428158281e-05, 5.604338822826428e-07]"
5.048729797283768e-06,"[0.9885080488358745, 0.011392627650110381, 9.874858178240179e-05, 5.747479864841799e-07]"
5.0712611659491196e-06,"[0.9884110452573687, 0.01148795133295738, 0.00010041391954671773, 5.89305013400004e-07]"
5.092888562645686e-06,"[0.9883172815387605, 0.011580067874310183, 0.00010204652626017275, 6.038749717873677e-07]"
5.1145436532204934e-06,"[0.9882230470496958, 0.011672632247806715, 0.0001037017227367504, 6.18793471701797e-07]"
5.1369992647847514e-06,"[0.988125358758069, 0.011768585634842997, 0.0001054211944843584, 6.342254735129932e-07]"
5.159348968131894e-06,"[0.9880277798154842, 0.011864416567402173, 0.00010715351645347059, 6.499127274498855e-07]"
5.181315368252383e-06,"[0.9879312133821285, 0.01195922851300173, 0.00010889193393116923, 6.659823259725344e-07]"
5.203502191846236e-06,"[0.9878334560703118, 0.012055198242667875, 0.00011066306097077131, 6.824366882013036e-07]"
5.226024945510031e-06,"[0.9877342244350485, 0.012152610821119013, 0.0001124654303631973, 6.991232411543793e-07]"
5.248148911850067e-06,"[0.9876362620137586, 0.012248757632553259, 0.00011426415183266603, 7.160108989275983e-07]"
