time,n_phonons
0.0,0.0
2.019385572647158e-08,3.271843434123979e-07
4.038771145294316e-08,7.766622158210405e-07
6.037134290650308e-08,7.696935600229053e-07
8.018913006598772e-08,7.724488892091594e-07
1.0036195239210334e-07,1.4116926177861169e-06
1.2081219303948536e-07,2.3073632705117003e-06
1.4095920322525773e-07,2.75519058224111e-06
1.6076465408641693e-07,3.1004598631808623e-06
1.8099891454410408e-07,4.058675274656349e-06
2.0173810371306614e-07,5.394083917452077e-06
2.2212490933923246e-07,6.301322039323231e-06
2.4193123680032324e-07,7.009770285675461e-06
2.6227546834875117e-07,8.308312785505127e-06
2.831803944359861e-07,1.0072228702120133e-05
3.03724298013032e-07,1.143449684901424e-05
3.2353563957213386e-07,1.2518619337632167e-05
3.440039284546525e-07,1.4176297069248921e-05
3.649291208419454e-07,1.63540405516372e-05
3.855632844698765e-07,1.8165909597110597e-05
4.053914800810328e-07,1.963345749713486e-05
4.259773889094566e-07,2.166221510617285e-05
4.468453980058898e-07,2.4241378779167293e-05
4.674970798774004e-07,2.6495304488252398e-05
4.873589718429989e-07,2.8352554286498626e-05
5.079492863290244e-07,3.074511287441028e-05
5.288504568284438e-07,3.373243373038448e-05
5.494047846850521e-07,3.641295742651637e-05
5.693227018002886e-07,3.8666880468528176e-05
5.898698110078256e-07,4.1415991413409324e-05
6.10733242103156e-07,4.479684343194618e-05
6.311914650935948e-07,4.790232639032412e-05
6.511736483658105e-07,5.0559622526969706e-05
6.716559275308484e-07,5.365644706730325e-05
6.924321630554121e-07,5.7414116891673766e-05
7.12807085304126e-07,6.094564150687195e-05
7.328526206479211e-07,6.401333943092972e-05
7.532281227880984e-07,6.744283971441578e-05
7.738877885595244e-07,7.155907966557983e-05
7.942116895951961e-07,7.552223204473733e-05
8.143095083686779e-07,7.900743458988009e-05
8.345431785854667e-07,8.275358663428668e-05
8.550929650911234e-07,8.721358888501415e-05
8.754232220275421e-07,9.161926923510266e-05
8.955599515827927e-07,9.552963599676227e-05
9.156784932569763e-07,9.959083332822544e-05
9.361739475435239e-07,0.00010439185816212194
9.565778528430108e-07,0.00010925192797180617
9.76757590919971e-07,0.00011359708929082746
9.9678929209379e-07,0.00011797983325496957
1.0172849393701401e-06,0.00012312558178225133
1.0378097650703795e-06,0.00012844692053543103
1.0580614170755685e-06,0.00013323934687271445
1.078045967524658e-06,0.00013795905161607437
1.0985724079925938e-06,0.00014345579064103042
1.1192442548842764e-06,0.00014924038459895967
1.1395992839086797e-06,0.00015449046391234018
1.1595589502999257e-06,0.00015956154627516834
1.180139660604767e-06,0.0001654208050550341
1.2009485409047543e-06,0.0001716621099463713
1.2214342645019795e-06,0.0001773773202747144
1.2413784421635869e-06,0.00018281057451944934
1.2620343800549794e-06,0.0001890480795299651
1.2829360573879005e-06,0.00019573017178021253
1.303532759670957e-06,0.0002019039785550995
1.3234672567651758e-06,0.00020770674822440785
1.3442158399325576e-06,0.00021433826808086437
1.3651613210627423e-06,0.00022144336133500859
1.3858284919732064e-06,0.00022806161097026884
1.4057593900971973e-06,0.00023423907058323513
1.4265716582762667e-06,0.00024126327357556178
1.4475220072240622e-06,0.000248775946547817
1.4682352792537223e-06,0.00025582933246976397
1.4881694899695857e-06,0.00026238530232574106
1.5090094842021084e-06,0.000269793912505508
1.5299322772558654e-06,0.0002776995996165247
1.5506756768370512e-06,0.0002851821868334609
1.5706165930527822e-06,0.00029211842898634673
1.5914396488826907e-06,0.0002998949761759009
1.6123183524061416e-06,0.00030818351520513616
1.633063501087671e-06,0.00031608559787170475
1.6530031055850129e-06,0.0003233991093753205
1.6738158723777923e-06,0.0003315422022481114
1.6946417743519824e-06,0.0003402053523802282
1.7153812289865969e-06,0.0003485245241055189
1.7353324501484477e-06,0.00035622023064488424
1.7561158731773667e-06,0.00036471801132383986
1.7769974424918436e-06,0.00037379736266428357
1.7976651730688557e-06,0.00038250422648715166
1.8176485130124212e-06,0.00039059124219831596
1.8383854518726156e-06,0.0003994333218712254
1.85928322842727e-06,0.00040890967197386777
1.8798764581411425e-06,0.0004180004327456334
1.89989965124182e-06,0.0004264836807179018
1.9205828708812867e-06,0.0004356616169161585
1.9414628766975032e-06,0.00044551530726248765
1.96198260572137e-06,0.0004549883630774533
1.982050510200726e-06,0.0004638723843551279
2.0026645451446825e-06,0.00047337239826616474
2.023495180852743e-06,0.0004835818304242323
2.043950141959371e-06,0.0004934398789020187
2.0640639647635667e-06,0.0005027286088332863
2.084580902706081e-06,0.0005125291065659249
2.10533693646769e-06,0.000523072439874893
2.12574919828706e-06,0.0005333255837587829
2.145904225642934e-06,0.000543021366386538
2.1662870647262075e-06,0.0005530942787896631
2.186959461418982e-06,0.0005639546828275804
2.2073707157521716e-06,0.0005746239059529362
2.227558154747469e-06,0.0005847281306076203
2.247822055540241e-06,0.0005950719333646237
2.268431879122479e-06,0.0006062478688204462
2.2888996718801015e-06,0.0006173620975312271
2.309114309841795e-06,0.0006278775449569167
2.3292787806828474e-06,0.0006384978392607291
2.3498712619514907e-06,0.0006500039369896563
2.3704432842447316e-06,0.0006615865408206924
2.3906935111684737e-06,0.0006725214310247896
2.4107871501091224e-06,0.0006834339766008155
2.4313957230878254e-06,0.0006952839926142744
2.452087779799969e-06,0.0007073403614473625
2.4723930983749137e-06,0.0007187071252782306
2.4924419289718667e-06,0.0007299298452008365
2.5130767350855856e-06,0.0007421290840971711
2.5338825492626134e-06,0.000754651718507766
2.5542615365213662e-06,0.000766461066310938
2.5742823599391665e-06,0.0007780078544439895
2.5949472071689553e-06,0.0007905607922706778
2.6158425086790215e-06,0.0008035312932825222
2.6363033183796457e-06,0.0008157872501338738
2.6563061039378875e-06,0.0008276675619800344
2.6770041938498004e-06,0.0008405795378534294
2.697952809063133e-06,0.0008539716931544516
2.7185148622916163e-06,0.0008666849339192958
2.7385077698140705e-06,0.0008789063560632812
2.759241298416088e-06,0.0008921827999997864
2.7802045173043007e-06,0.000905967755438353
2.800843165432432e-06,0.0009191219278814487
2.820836711524136e-06,0.0009316922342661111
2.8416073495441936e-06,0.0009453370774540703
2.862550897284259e-06,0.0009594878635297886
2.8832436925324427e-06,0.0009730673280253446
2.9032428019078835e-06,0.000985989992440391
2.9240509478401734e-06,0.0010000048618778474
2.9449593200330758e-06,0.0010145061948397564
2.9656801076781017e-06,0.0010284921293370142
2.985679365461552e-06,0.0010417631777311933
3.006481347349021e-06,0.0010561170184017993
3.0273707309316765e-06,0.0010709754755069882
3.0480970705112965e-06,0.001085351468891065
3.0680868821789183e-06,0.001098963143829263
3.0888831562830827e-06,0.0011136525728743637
3.1097369541856015e-06,0.0011288516834434708
3.1304673450890727e-06,0.0011436158636080145
3.1504529976544797e-06,0.0011575703257099767
3.1712526964186316e-06,0.00117259798250706
3.1920398310165526e-06,0.0011881093673152532
3.21277411435413e-06,0.0012032610961897777
3.232765234310804e-06,0.0012175640419973877
3.2535601676959275e-06,0.001232919508561345
3.2744005415793414e-06,0.0012488277600454963
3.29508285444964e-06,0.0012643220558876994
3.3151009947253074e-06,0.001278988858486405
3.3358621849171475e-06,0.0012946480375141383
3.3567473687183727e-06,0.0013109441642198741
3.37736515968335e-06,0.0013267673904543453
3.397418201205619e-06,0.0013418040997765987
3.4181408080652433e-06,0.001357759123812166
3.4390332008335077e-06,0.0013744101301625925
3.4595904485340292e-06,0.001390561785756034
3.479681923173327e-06,0.0014059716409170865
3.500354845951508e-06,0.0014222082999355327
3.52122439440001e-06,0.0014391846649325637
3.5417303294867586e-06,0.0014556692265335046
3.5618617672587762e-06,0.0014714544642588049
3.5824669101313067e-06,0.0014879515014508192
3.6032904663632164e-06,0.0015052269101817246
3.6237637748227477e-06,0.001522057376853136
3.6439334568227356e-06,0.001538218316513747
3.6644451802116253e-06,0.0015549469543294876
3.685211105881389e-06,0.0015725024588370581
3.705683983946944e-06,0.0015897039189353684
3.7258865137669814e-06,0.0016062384850189131
3.7462819417553696e-06,0.0016231714295382722
3.7669971786841496e-06,0.001641002537193493
3.787515447027493e-06,0.0016586122779501695
3.807744179908685e-06,0.0016755174681568883
3.8280453970238955e-06,0.0016926666638196234
3.848737941123742e-06,0.0017107884254635621
3.86934642490889e-06,0.0017288425616192292
3.88959856932172e-06,0.0017461174416449482
3.90981996865505e-06,0.0017634923020965628
3.930523534841254e-06,0.0017819280726958447
3.951244592878366e-06,0.0018004430045290459
3.971524736754191e-06,0.0018180914337793722
3.991686116808182e-06,0.0018357088980016007
4.012419630865312e-06,0.0018544726210301247
4.033246169164725e-06,0.0018734382115693515
4.0535635530336745e-06,0.0018914669511302749
4.073682696849973e-06,0.0019093436153160513
4.094447849711164e-06,0.0019284359615769093
4.115357578681539e-06,0.0019478277438135497
4.13572143443306e-06,0.0019662430312694205
4.155802419075053e-06,0.001984383224520263
4.176596218569951e-06,0.0020038010928053523
4.197561023402845e-06,0.0020235886390833225
4.2179779978225865e-06,0.00204239445855598
4.238040527499503e-06,0.0020608162143319125
4.258861004103544e-06,0.0020805577915629825
4.279848183794643e-06,0.002100705385580565
4.30032062241684e-06,0.002119901692578439
4.320379582513053e-06,0.002138618591397981
4.341225472966342e-06,0.0021586825383116365
4.36220038176723e-06,0.002179151562597876
4.382735483182593e-06,0.002198743012005337
4.402798525190887e-06,0.002217761672510567
4.4236684376362965e-06,0.0022381460564058603
4.444595457287528e-06,0.0022588957809802582
4.465197248542043e-06,0.0022788845351717018
4.485267884999493e-06,0.002298207159518209
4.506159710781772e-06,0.0023189084553779738
4.527006071073436e-06,0.0023398997523832233
4.5476607183937345e-06,0.002360271183583719
4.5677373371020104e-06,0.0023798942697527215
4.588618179379431e-06,0.0024008758467650043
4.609487356932224e-06,0.0024222069795202116
4.630165905313798e-06,0.002442929264315427
4.650230533849429e-06,0.0024628332422959565
4.671087185497624e-06,0.00248407822796544
4.691962245930023e-06,0.0025057278220212737
4.712660427371089e-06,0.0025267943986178824
4.732713337095871e-06,0.0025469767690626637
4.753552165379891e-06,0.0025684871439859715
4.774420002515106e-06,0.002590437038349205
4.795134295625825e-06,0.0026118420843094783
4.815176476569891e-06,0.0026323010383712295
4.836004448171288e-06,0.002654079386084635
4.856847832059396e-06,0.00267630635335873
4.877575419662785e-06,0.002698044851465436
4.8976093520062904e-06,0.002718780165520306
4.918433708643064e-06,0.0027408293065232315
4.939223719658974e-06,0.0027632966086931134
4.959962603564237e-06,0.002785364756655814
4.9799935378783955e-06,0.002806379270115921
5.000821463984829e-06,0.0028287016528880933
5.021558634775494e-06,0.0028514032108796898
5.042295234090123e-06,0.002873784361966846
5.0623369266628254e-06,0.0028950904487126793
5.083146613174155e-06,0.0029176571746170883
5.103979383161852e-06,0.0029407503525006365
5.12467062763451e-06,0.0029633918730826675
5.144738725130128e-06,0.0029850047543027143
5.1655223235662455e-06,0.0030078050281617938
5.186402885927791e-06,0.0030312340056429378
5.2070562529147395e-06,0.003054138827599371
5.2271539354626045e-06,0.003076060451968129
5.247908267829338e-06,0.0030990869603349396
5.268804208710832e-06,0.003122811161279676
5.2894294594854566e-06,0.0031459856259314902
5.3095585620647465e-06,0.0031682165252963153
5.330277365646315e-06,0.00319145757673027
