time,phonons
4.811586432025171e-07,"[0.9999716626423996, 2.8336900418136374e-05, 4.2463408933489037e-10, 1.8349243141222813e-15]"
5.051514964093395e-07,"[0.9999689026550345, 3.1096814118248796e-05, 4.96742286083335e-10, 1.551971570890338e-15]"
5.295792409032258e-07,"[0.9999655584674557, 3.4440861831734344e-05, 6.347552637982539e-10, 3.270338157768955e-15]"
5.540049866965339e-07,"[0.9999623522048199, 3.7647003855933206e-05, 7.535167352509071e-10, 4.008886371245271e-15]"
5.778995486855779e-07,"[0.9999593142707996, 4.068484497989667e-05, 8.449171586800339e-10, 2.734964515305307e-15]"
6.024064685305684e-07,"[0.9999556452414821, 4.435369636247651e-05, 1.0209418031449532e-09, 4.3214465219109215e-15]"
6.268804177946511e-07,"[0.999951802059991, 4.81966681237267e-05, 1.2287842757516496e-09, 7.19204938409772e-15]"
6.511276313668139e-07,"[0.9999482731581104, 5.172542385813202e-05, 1.3732085583845345e-09, 5.5274789499417985e-15]"
6.75373621759497e-07,"[0.9999444105829435, 5.558779744326433e-05, 1.5730677669048554e-09, 5.302789372210932e-15]"
6.997250628810085e-07,"[0.9999400635048599, 5.993457192753168e-05, 1.87486647107443e-09, 1.0539885874268525e-14]"
7.242086288999451e-07,"[0.9999359114934924, 6.40863344534616e-05, 2.1218156423113685e-09, 1.0807141393818737e-14]"
7.481140245469471e-07,"[0.999931849794353, 6.814780517639882e-05, 2.348731835925945e-09, 7.345065096892855e-15]"
7.726196116120031e-07,"[0.9999271089149419, 7.288830273153726e-05, 2.7286741988571296e-09, 1.2924973909068074e-14]"
7.970196951177143e-07,"[0.9999223319010321, 7.766492206799106e-05, 3.1214117508687216e-09, 1.8357042943236557e-14]"
8.212142248935322e-07,"[0.9999178341046215, 8.216241616802061e-05, 3.422039925073079e-09, 1.2632414967627915e-14]"
8.45647491642008e-07,"[0.9999128555196277, 8.714057061166092e-05, 3.850734030579497e-09, 1.4290541328774647e-14]"
8.69879289623377e-07,"[0.999907543930821, 9.24516067062146e-05, 4.40172144975592e-09, 2.6069305861717128e-14]"
8.943830703667125e-07,"[0.9999024436528824, 9.755143581689076e-05, 4.848645536525891e-09, 2.2962037916031436e-14]"
9.18373584836762e-07,"[0.9998973248696276, 0.00010266975426867352, 5.311899170669954e-09, 1.6664040300187216e-14]"
9.4286369405159e-07,"[0.9998915329877952, 0.00010846094083911187, 6.00524992593367e-09, 3.123102210082535e-14]"
9.67261273286828e-07,"[0.9998858228898717, 0.00011417037840403131, 6.663772422315688e-09, 3.813699542529419e-14]"
9.91368721959705e-07,"[0.9998803491959567, 0.00011964351987334414, 7.214601631513342e-09, 2.4573050203839824e-14]"
1.015831954881604e-06,"[0.9998742809761068, 0.00012571095564922085, 7.996790494225912e-09, 3.287769687670825e-14]"
1.0158319548816041e-06,"[0.9998742809761068, 0.00012571095564922085, 7.996790494225912e-09, 3.287769687670825e-14]"
1.040349090563612e-06,"[0.9998679335037965, 0.00013205751573348759, 8.907078800005564e-09, 5.412416105089934e-14]"
1.0403490905636121e-06,"[0.9998679335037965, 0.00013205751573348759, 8.907078800005564e-09, 5.412416105089934e-14]"
1.0647533487641219e-06,"[0.9998619043426147, 0.00013808594008532954, 9.642087873336385e-09, 4.156356120889703e-14]"
1.064753348764122e-06,"[0.9998619043426147, 0.00013808594008532954, 9.642087873336385e-09, 4.156356120889703e-14]"
1.088904651908719e-06,"[0.9998556839421678, 0.00014430550187423575, 1.0479093634712124e-08, 3.4443881455946916e-14]"
1.1133426723105098e-06,"[0.9998488723295373, 0.0001511159814135384, 1.1610295580896933e-08, 6.520754593673382e-14]"
1.1377677128999989e-06,"[0.999842230070151, 0.00015775722126828043, 1.262797582187699e-08, 6.830813649669377e-14]"
1.161790617916851e-06,"[0.9998357640512558, 0.00016422231234987483, 1.3554237920915986e-08, 4.343476205664221e-14]"
1.1863377868472657e-06,"[0.9998285910795855, 0.00017139399024250008, 1.4846051230865885e-08, 6.805253823975627e-14]"
1.210837763481684e-06,"[0.9998212967878579, 0.00017868690958740768, 1.6216499508997885e-08, 9.83989935402463e-14]"
1.2351689629855092e-06,"[0.9998143218767107, 0.0001856606791206867, 1.7356362806084572e-08, 6.759083890212346e-14]"
1.2595292139637765e-06,"[0.9998069624603442, 0.00019301871070622956, 1.873934247076249e-08, 6.699180182376411e-14]"
1.2836550250482723e-06,"[0.9997992451224308, 0.00020073436306204066, 2.0423203639782983e-08, 1.208593758065659e-13]"
1.2836550250482725e-06,"[0.9997992451224308, 0.00020073436306204066, 2.0423203639782983e-08, 1.208593758065659e-13]"
1.3081501751073432e-06,"[0.9997916519268945, 0.00020832606327752346, 2.1916634846065734e-08, 1.0988637586725525e-13]"
1.3321652430270398e-06,"[0.9997841580467585, 0.00021581847901661175, 2.3379497053130416e-08, 7.327771628201484e-14]"
1.3567227980084193e-06,"[0.9997759168471289, 0.00022405771143170866, 2.5344709639029624e-08, 1.2783420087552395e-13]"
1.3811503683444775e-06,"[0.9997677105636926, 0.0002322620480029207, 2.7289690340128706e-08, 1.6150102024070174e-13]"
1.3811503683444777e-06,"[0.9997677105636926, 0.0002322620480029207, 2.7289690340128706e-08, 1.6150102024070174e-13]"
1.4054056800524851e-06,"[0.9997597769647681, 0.00024019395412295418, 2.8980824292545692e-08, 1.0299885881636712e-13]"
1.429774796523833e-06,"[0.9997513372515254, 0.0002486315597365577, 3.108662542353121e-08, 1.2222134829105296e-13]"
1.4541063584872334e-06,"[0.9997425809749849, 0.0002573854249614759, 3.34960763051361e-08, 2.0445589386224168e-13]"
1.478589639319306e-06,"[0.999734053557295, 0.0002659107413696925, 3.559550813597761e-08, 1.62582735405958e-13]"
1.5026858262200637e-06,"[0.9997254831528097, 0.00027447894163269194, 3.779814881433267e-08, 1.2111720452718445e-13]"
1.527180875701966e-06,"[0.9997162211179698, 0.0002837381645350649, 4.0608085214499824e-08, 2.2217660508626338e-13]"
1.5515942848472673e-06,"[0.999707098369145, 0.0002928582602235649, 4.325935913424883e-08, 2.438438618394852e-13]"
1.5757399756962118e-06,"[0.9996982040883211, 0.00030175012104396645, 4.5677800222990836e-08, 1.5062900014626058e-13]"
1.6002184867043895e-06,"[0.9996886480370266, 0.0003113031170042806, 4.873118381974273e-08, 2.1290341021815287e-13]"
1.6247493695799134e-06,"[0.9996788641085866, 0.0003210837519074776, 5.202268667834084e-08, 3.1980497942649686e-13]"
1.6491602274095642e-06,"[0.9996694140156289, 0.00033053098208759126, 5.488371958469442e-08, 2.2549760067365195e-13]"
1.6734228662641592e-06,"[0.9996597112917056, 0.000340230513115524, 5.807490687940142e-08, 1.9903984120146935e-13]"
1.6977366963131508e-06,"[0.9996495091230021, 0.0003504288659534553, 6.188884102715216e-08, 3.6060734882169737e-13]"
1.722100470449707e-06,"[0.9996394903520157, 0.000360444137353012, 6.538664042202556e-08, 3.4336995702869316e-13]"
1.7461557150820155e-06,"[0.9996296155649792, 0.000370315560426356, 6.874913241720426e-08, 2.170554092324514e-13]"
1.770730049334214e-06,"[0.9996189528036838, 0.0003809740867057182, 7.298205209133911e-08, 3.531254221655221e-13]"
1.7952184058793427e-06,"[0.999608251678879, 0.0003916709104893525, 7.72810641093926e-08, 4.670082705387899e-13]"
1.8195709749900043e-06,"[0.9995978590567999, 0.0004020597085117772, 8.110348927481195e-08, 3.0123114501568516e-13]"
1.8439404057803657e-06,"[0.9995870378461611, 0.00041287648523896236, 8.55355716419088e-08, 3.215356484923915e-13]"
1.8679116134688965e-06,"[0.9995760141037655, 0.00042389527922284816, 9.048221307561889e-08, 5.474389799735467e-13]"
1.8924101502809287e-06,"[0.9995650129797906, 0.00043489184702743655, 9.503656904296371e-08, 4.587568506013893e-13]"
1.916481494909497e-06,"[0.9995541022503972, 0.0004457980029508057, 9.960857644426803e-08, 3.1385492000631027e-13]"
1.9410426925102005e-06,"[0.9995423998478, 0.0004574947802825326, 1.0523165078756974e-07, 5.54433678877528e-13]"
1.965463652604508e-06,"[0.999530808756401, 0.00046908040465453837, 1.1069674168886245e-07, 6.445465987187637e-13]"
1.9897211486617117e-06,"[0.9995194771858762, 0.0004804069646801014, 1.1570575864040905e-07, 3.9575703960230803e-13]"
1.989721148661712e-06,"[0.9995194771858762, 0.0004804069646801014, 1.1570575864040905e-07, 3.9575703960230803e-13]"
2.0139996568585993e-06,"[0.9995076385988532, 0.0004922396582778133, 1.2159733261832107e-07, 5.016914396072988e-13]"
2.0139996568585997e-06,"[0.9995076385988532, 0.0004922396582778133, 1.2159733261832107e-07, 5.016914396072988e-13]"
2.038406813066965e-06,"[0.9994954593022954, 0.0005044125293644781, 1.2802068006513735e-07, 7.891531045307865e-13]"
2.06287283431943e-06,"[0.9994835408775478, 0.0005163251676751574, 1.3380544210561001e-07, 5.844994181861198e-13]"
2.0870451083644904e-06,"[0.9994715343920295, 0.000528325550607557, 1.39906479460876e-07, 4.597280519693145e-13]"
2.11148275342738e-06,"[0.9994588728824113, 0.0005409798455948863, 1.471188796563685e-07, 8.321546248885545e-13]"
2.135874170705034e-06,"[0.9994463879255976, 0.0005534579894690009, 1.5392998142601171e-07, 8.446901520077525e-13]"
2.1600264894185007e-06,"[0.9994341108069974, 0.0005657286457246123, 1.6039099445450293e-07, 5.160679122050564e-13]"
2.1845250771158544e-06,"[0.9994211017150478, 0.0005787300072721119, 1.6811923877885507e-07, 7.708017823082036e-13]"
2.209059955115774e-06,"[0.9994079232793608, 0.0005919004096187921, 1.7615033902330644e-07, 1.0800769271028012e-12]"
2.233474355930366e-06,"[0.9993950855026609, 0.0006047309337798301, 1.8340139727309557e-07, 7.189940900866828e-13]"
2.2577903181205557e-06,"[0.9993819409827163, 0.000617867465388463, 1.913879980454717e-07, 6.828776623846625e-13]"
2.257790318120556e-06,"[0.9993819409827163, 0.000617867465388463, 1.913879980454717e-07, 6.828776623846625e-13]"
2.281867255727274e-06,"[0.9993684909085201, 0.00063130861942675, 2.0030603559302546e-07, 1.1915838279376042e-12]"
2.3062820312860388e-06,"[0.99935508649307, 0.0006447046551761864, 2.0868402658961988e-07, 1.0593022371598478e-12]"
2.3303606779900207e-06,"[0.99934183743619, 0.0006579454825523527, 2.1691229739340696e-07, 6.804647018066918e-13]"
2.354949951379048e-06,"[0.9993277323537468, 0.0006720407347010487, 2.2674015751068555e-07, 1.1424978484650749e-12]"
2.3549499513790482e-06,"[0.9993277323537468, 0.0006720407347010487, 2.2674015751068555e-07, 1.1424978484650749e-12]"
2.379415884742237e-06,"[0.9993136754333544, 0.0006860878808336024, 2.365122691718665e-07, 1.4111415472017115e-12]"
2.3794158847422372e-06,"[0.9993136754333544, 0.0006860878808336024, 2.365122691718665e-07, 1.4111415472017115e-12]"
2.4037661282200356e-06,"[0.9992999104209036, 0.0006998438911477445, 2.455131453089043e-07, 8.761324818019541e-13]"
2.403766128220036e-06,"[0.9992999104209036, 0.0006998438911477445, 2.455131453089043e-07, 8.761324818019541e-13]"
2.428028532886849e-06,"[0.9992857426007534, 0.0007140015847959128, 2.556377883668452e-07, 1.0002926702220605e-12]"
2.4280285328868495e-06,"[0.9992857426007534, 0.0007140015847959128, 2.556377883668452e-07, 1.0002926702220605e-12]"
2.452118633016949e-06,"[0.9992713392381627, 0.000728394003018, 2.6657990512293404e-07, 1.6321404057388833e-12]"
2.4521186330169495e-06,"[0.9992713392381627, 0.000728394003018, 2.6657990512293404e-07, 1.6321404057388833e-12]"
2.476602293726524e-06,"[0.9992569808713097, 0.0007427421565328266, 2.7679169998415837e-07, 1.2831658627343907e-12]"
2.5007162136868576e-06,"[0.9992426881703804, 0.0007570244739795186, 2.8717391463126645e-07, 9.15559318093135e-13]"
2.525241831014654e-06,"[0.9992275984016247, 0.0007721020982747273, 2.9931573722463886e-07, 1.6296685313492027e-12]"
2.5496493728357505e-06,"[0.9992126729682549, 0.0007870158105302299, 3.1103487254455477e-07, 1.7718146909828126e-12]"
2.573891128611238e-06,"[0.9991979961432189, 0.0008016815834766705, 3.2208594435274475e-07, 1.0684376375656713e-12]"
2.5981297924456205e-06,"[0.999182803150002, 0.0008168619805171251, 3.346800308798116e-07, 1.4400936248752167e-12]"
2.6225899533938915e-06,"[0.9991672441670045, 0.0008324075905114399, 3.4805044993972025e-07, 2.1488471400441814e-12]"
2.647043972475291e-06,"[0.9991519797928229, 0.0008476596783186495, 3.6033559491544797e-07, 1.5073608719603676e-12]"
2.67127110588136e-06,"[0.99913657856289, 0.0008630479290757586, 3.733133056761238e-07, 1.2615099282259986e-12]"
2.6956009512949854e-06,"[0.9991206211411702, 0.0008789907164559851, 3.8794487946029764e-07, 2.2457177551146073e-12]"
2.7199430176799884e-06,"[0.9991048436946296, 0.0008947542811831182, 4.018250051221958e-07, 2.1435772449096473e-12]"
2.744086645115724e-06,"[0.9990892403943179, 0.0009103441194943104, 4.1528617853531033e-07, 1.315350334335022e-12]"
2.7685997783808378e-06,"[0.9990728346893812, 0.0009267342257481126, 4.3088221040797673e-07, 2.0515869066863565e-12]"
2.793127094584648e-06,"[0.9990563196719134, 0.0009432333590647221, 4.467637703611605e-07, 2.7174966648394313e-12]"
2.817542588823101e-06,"[0.9990401421471266, 0.0009593961996820827, 4.614470756734002e-07, 1.7385624936011974e-12]"
2.841838252337023e-06,"[0.9990236499508764, 0.0009758724185339788, 4.774226912549841e-07, 1.7633289648177453e-12]"
2.865612252417023e-06,"[0.9990071195163552, 0.0009923857843879653, 4.944887198005442e-07, 2.9751588699319033e-12]"
2.890057834002021e-06,"[0.9989903760666317, 0.0010091128100667218, 5.109113533328951e-07, 2.5213928516298044e-12]"
2.8900578340020212e-06,"[0.9989903760666317, 0.0010091128100667218, 5.109113533328951e-07, 2.5213928516298044e-12]"
2.9141555079954997e-06,"[0.9989738072334524, 0.0010256653563095759, 5.271975333060186e-07, 1.652946238621297e-12]"
2.9141555079955e-06,"[0.9989738072334524, 0.0010256653563095759, 5.271975333060186e-07, 1.652946238621297e-12]"
2.9387396554063686e-06,"[0.998956334976666, 0.0010431187892501687, 5.460182381384039e-07, 2.825094781997602e-12]"
2.963187624826659e-06,"[0.9989389755767135, 0.0010604596452028505, 5.645598721240237e-07, 3.324145783924445e-12]"
2.987532071876229e-06,"[0.9989218949816331, 0.0010775228053741094, 5.819942932878644e-07, 2.0197944252156437e-12]"
3.0115947304919604e-06,"[0.998904545376767, 0.0010948533178677905, 6.01084669930396e-07, 2.412784055027977e-12]"
3.035729475506193e-06,"[0.9988868408158736, 0.001112537508946509, 6.214514275111422e-07, 3.820682405115407e-12]"
3.060204085017453e-06,"[0.9988691743461307, 0.0011301847440041931, 6.406851572532889e-07, 2.8895352306993244e-12]"
3.084346227731489e-06,"[0.9988515669253666, 0.0011477725486439298, 6.603003901220424e-07, 2.1269649845834513e-12]"
3.0843462277314895e-06,"[0.9988515669253666, 0.0011477725486439298, 6.603003901220424e-07, 2.1269649845834513e-12]"
3.108832023896416e-06,"[0.9988331718157972, 0.0011661454266185993, 6.825284344967513e-07, 3.782125239328923e-12]"
3.133226124335802e-06,"[0.9988149656047528, 0.0011843301754479486, 7.039886591650295e-07, 3.944767687963565e-12]"
3.1574525682701427e-06,"[0.9987970093461503, 0.001202265890386892, 7.245321944553788e-07, 2.3626003555206097e-12]"
3.18156218129363e-06,"[0.9987786170559871, 0.0012206353801078168, 7.473300793170131e-07, 3.2865928041435933e-12]"
3.206029165388307e-06,"[0.998759756259943, 0.0012394722014083988, 7.713014755720599e-07, 4.753232531010873e-12]"
3.2304816855127465e-06,"[0.9987411958227004, 0.0012580102808488884, 7.936589211222806e-07, 3.2396165545295424e-12]"
3.2547261043508184e-06,"[0.9987224927923924, 0.0012766898185088413, 8.171502796181465e-07, 2.8057837753218205e-12]"
3.278961261235683e-06,"[0.9987033280168657, 0.0012958288482799703, 8.428921988999527e-07, 4.925672986909965e-12]"
3.3032726979412757e-06,"[0.9986843078526886, 0.0013148243945368728, 8.675087221926284e-07, 4.552747042885504e-12]"
3.303272697941276e-06,"[0.9986843078526886, 0.0013148243945368728, 8.675087221926284e-07, 4.552747042885504e-12]"
3.3274266228379743e-06,"[0.9986654370404021, 0.001333671083803075, 8.916318286053831e-07, 2.8047511960332817e-12]"
3.351931698593249e-06,"[0.9986457295304458, 0.001353351283972212, 9.189380592906134e-07, 4.4518759118833925e-12]"
3.3764530612289827e-06,"[0.9986259354944553, 0.0013731177315190154, 9.465233121282391e-07, 5.721028511285442e-12]"
3.4008737568593158e-06,"[0.9986064771800418, 0.0013925501630748416, 9.724064546509708e-07, 3.5888553385653548e-12]"
3.400873756859316e-06,"[0.9986064771800418, 0.0013925501630748416, 9.724064546509708e-07, 3.5888553385653548e-12]"
3.425129113092121e-06,"[0.9985867434525323, 0.001412256109658278, 1.0001854837942557e-06, 3.755136503941049e-12]"
3.448905297437461e-06,"[0.9985670288031142, 0.0014319415675566063, 1.0293731065966315e-06, 6.223439150613177e-12]"
3.4733538705572014e-06,"[0.998547020508377, 0.0014519215275607474, 1.057707071276042e-06, 5.124197386172359e-12]"
3.4974664334278385e-06,"[0.998527204209982, 0.0014717096132910086, 1.0859198176532801e-06, 3.406997477625885e-12]"
3.5220349980703364e-06,"[0.9985064522884091, 0.0014924296538574144, 1.1177964101261156e-06, 5.8637120311127704e-12]"
3.5464737747851676e-06,"[0.9984858492762583, 0.0015130013430455285, 1.1491166761325554e-06, 6.699823518600095e-12]"
3.546473774785168e-06,"[0.9984858492762583, 0.0015130013430455285, 1.1491166761325554e-06, 6.699823518600095e-12]"
3.5708210864206232e-06,"[0.998465516618253, 0.0015333041824571489, 1.178936150774483e-06, 4.0239540332539344e-12]"
3.594839559870844e-06,"[0.9984449847894704, 0.0015538038865539243, 1.2110583449071865e-06, 4.940372829639679e-12]"
3.618972469919932e-06,"[0.9984240754234178, 0.0015746793828337697, 1.2449237498508901e-06, 7.659557736906026e-12]"
3.643438847023298e-06,"[0.9984031683797665, 0.0015955541220919666, 1.2772282686863619e-06, 5.652975016664805e-12]"
3.6675975938462485e-06,"[0.9983823263065807, 0.001616363262169379, 1.3101611146837675e-06, 4.2496456177236796e-12]"
3.667597593846249e-06,"[0.9983823263065807, 0.001616363262169379, 1.3101611146837675e-06, 4.2496456177236796e-12]"
3.6920495086604464e-06,"[0.9983607080385436, 0.0016379449831641986, 1.3467030037983056e-06, 7.532271203548026e-12]"
3.7164310449409258e-06,"[0.9983392897649653, 0.0016593278937483006, 1.3820640590559747e-06, 7.652115931961995e-12]"
3.740660652746041e-06,"[0.9983181162736126, 0.001680467219036441, 1.4162314936108576e-06, 4.568571232133753e-12]"
3.7648486905960285e-06,"[0.9982964519736742, 0.0017020940691689738, 1.45367768203878e-06, 6.500818191513404e-12]"
3.764848690596029e-06,"[0.9982964519736742, 0.0017020940691689738, 1.45367768203878e-06, 6.500818191513404e-12]"
3.7893195409387027e-06,"[0.9982743629055865, 0.0017241442458601937, 1.4925645269325839e-06, 9.168056876653109e-12]"
3.789319540938703e-06,"[0.9982743629055865, 0.0017241442458601937, 1.4925645269325839e-06, 9.168056876653109e-12]"
3.8137724748115487e-06,"[0.998252577190785, 0.0017458933066872317, 1.5292196840892762e-06, 6.113604872266838e-12]"
3.8380208487586634e-06,"[0.9982306571664779, 0.0017677750104517108, 1.567539161750249e-06, 5.452656860512055e-12]"
3.838020848758664e-06,"[0.9982306571664779, 0.0017677750104517108, 1.567539161750249e-06, 5.452656860512055e-12]"
3.862155723000003e-06,"[0.9982083914734968, 0.0017899995625831533, 1.6086743578432198e-06, 9.45539544471794e-12]"
3.886493436246428e-06,"[0.9981861573239035, 0.0018121939914211324, 1.648394259556358e-06, 8.521317381389987e-12]"
3.910662163895701e-06,"[0.998164088018567, 0.0018342241829986286, 1.6875095865232516e-06, 5.2803259316610626e-12]"
3.935162788430719e-06,"[0.9981411568165663, 0.001857111838677212, 1.7310507817140506e-06, 8.500704863558331e-12]"
3.959677022745083e-06,"[0.9981181626622827, 0.0018800622331362198, 1.7748065365041764e-06, 1.0653755830097209e-11]"
3.984101067273934e-06,"[0.998095500473026, 0.0019026829396598883, 1.8162914878533385e-06, 6.584824040780491e-12]"
4.008310213188596e-06,"[0.9980726217543961, 0.0019255176156302257, 1.8603319559485062e-06, 7.076778544342924e-12]"
4.032084693876766e-06,"[0.9980498030592527, 0.0019482905301808, 1.906106643494659e-06, 1.1553650420831909e-11]"
4.056530724013515e-06,"[0.9980266114917001, 0.0019714373692487183, 1.9508355174784262e-06, 9.29788821441401e-12]"
4.080655309573681e-06,"[0.9980036268582786, 0.001994377359052055, 1.9954805234286715e-06, 6.26621789484843e-12]"
4.105205087250004e-06,"[0.9979796856324786, 0.002018268960096568, 2.04509876633105e-06, 1.0834987477004828e-11]"
4.129635992621572e-06,"[0.9979559189760792, 0.0020419869104332505, 2.093801714607965e-06, 1.2093894058194753e-11]"
4.153984986658614e-06,"[0.9979324154178414, 0.0020654437026779915, 2.140570797927601e-06, 7.206954353269856e-12]"
4.1779958592090875e-06,"[0.9979087601499869, 0.00208904914301135, 2.1903949022479153e-06, 9.052705691522064e-12]"
4.177995859209088e-06,"[0.9979087601499869, 0.00208904914301135, 2.1903949022479153e-06, 9.052705691522064e-12]"
4.202114749257903e-06,"[0.9978847397183604, 0.0021130175470495697, 2.242416116227278e-06, 1.3786884200051965e-11]"
4.22657387903209e-06,"[0.9978606745406696, 0.0021370327082088263, 2.292434579322306e-06, 9.978872701265728e-12]"
4.250743637319544e-06,"[0.9978366833036696, 0.0021609729985449426, 2.3433819033000665e-06, 7.644996684550993e-12]"
4.275159603550924e-06,"[0.9978119383306049, 0.002185662308219161, 2.3990375898903563e-06, 1.3503896071002145e-11]"
4.299528281887424e-06,"[0.9977873938151347, 0.002210152830841595, 2.4530286972088316e-06, 1.343356182782568e-11]"
4.3237657031442885e-06,"[0.9977630821460749, 0.0022344119848091565, 2.505547493134886e-06, 8.010379089921496e-12]"
4.347956634656611e-06,"[0.9977382905184804, 0.0022591467309337116, 2.5624236971988208e-06, 1.1588449870484082e-11]"
4.3724199395334845e-06,"[0.9977130684209073, 0.0022843101459742434, 2.621099899430044e-06, 1.603879979182623e-11]"
4.3968744671291175e-06,"[0.9976881409914904, 0.0023091818146997087, 2.6768642248630634e-06, 1.053179879142136e-11]"
4.421115306455383e-06,"[0.9976631057396702, 0.0023341590693813606, 2.734860577432619e-06, 9.595767395945752e-12]"
4.445164010230943e-06,"[0.9976378380484363, 0.0023593654042389977, 2.796208476002042e-06, 1.6478702998703852e-11]"
4.4695151353412786e-06,"[0.9976124809694903, 0.0023846627667117697, 2.8559250354903172e-06, 1.4593623747419007e-11]"
4.469515135341279e-06,"[0.9976124809694903, 0.0023846627667117697, 2.8559250354903172e-06, 1.4593623747419007e-11]"
4.493702001829181e-06,"[0.997587295875555, 0.002409788868116466, 2.9149213900274618e-06, 9.084008940665456e-12]"
4.518182618070086e-06,"[0.9975612520455043, 0.0024357678995771967, 2.979712425500466e-06, 1.4745904851409897e-11]"
4.542690727488555e-06,"[0.9975351455923901, 0.0024618093865514086, 3.044673231212394e-06, 1.816723571691562e-11]"
4.567119236999099e-06,"[0.9975093670070142, 0.002487525929090545, 3.106721260676234e-06, 1.1119667741613135e-11]"
4.591284926770822e-06,"[0.9974834471752535, 0.002513380501503081, 3.1719779011900493e-06, 1.2156109545431198e-11]"
4.6150307469068405e-06,"[0.9974576426303878, 0.002539117758978431, 3.2392563991878596e-06, 1.963601029819215e-11]"
4.639468584199105e-06,"[0.9974313627766503, 0.0025653314617752974, 3.3054095334844905e-06, 1.5580739308828977e-11]"
4.663602644501145e-06,"[0.9974053046777844, 0.002591323477337129, 3.3714961844606592e-06, 1.0583312277278358e-11]"
4.688132371276864e-06,"[0.9973782771051248, 0.0026182784993715553, 3.4440371387235137e-06, 1.8324604767643813e-11]"
4.6881323712768644e-06,"[0.9973782771051248, 0.0026182784993715553, 3.4440371387235137e-06, 1.8324604767643813e-11]"
4.712559104492296e-06,"[0.9973514340651638, 0.002645050292227448, 3.515280551119523e-06, 2.016440472569563e-11]"
4.736905836096825e-06,"[0.997324857695306, 0.0026715578791931516, 3.5840698524906473e-06, 1.1958955775188719e-11]"
4.760886427517305e-06,"[0.9972982046599158, 0.0026981383494005537, 3.656630246889369e-06, 1.519478702815624e-11]"
4.784946352414361e-06,"[0.9972712187818672, 0.0027250490029539255, 3.731845435919857e-06, 2.2898167752789244e-11]"
4.8093987231062296e-06,"[0.9972440888095943, 0.002752106071270943, 3.8047540027746953e-06, 1.6415196903775682e-11]"
4.8335703540988416e-06,"[0.997217057282243, 0.0027790635131219412, 3.878841577025146e-06, 1.2665173177220401e-11]"
4.857962809413143e-06,"[0.9971892796630172, 0.002806761055242515, 3.958907215758641e-06, 2.2303235896825346e-11]"
4.882325687564758e-06,"[0.9971616956314063, 0.002834267183912987, 4.036808683381402e-06, 2.1968635791679985e-11]"
