time,purity
0.0,1.0
2.019385572647158e-08,0.9999993456309624
4.038771145294316e-08,0.9999984466782919
6.037134290650308e-08,0.9999984606171067
8.018913006598772e-08,0.9999984551046698
1.0036195239210334e-07,0.9999971766226868
1.2081219303948536e-07,0.9999953853008936
1.4095920322525773e-07,0.9999944896555448
1.6076465408641693e-07,0.9999937991125132
1.8099891454410408e-07,0.9999918827017473
2.0173810371306614e-07,0.9999892119407214
2.2212490933923246e-07,0.9999873974942276
2.4193123680032324e-07,0.999985980594084
2.6227546834875117e-07,0.9999833835570044
2.831803944359861e-07,0.9999798558471841
3.03724298013032e-07,0.9999771313841974
3.2353563957213386e-07,0.9999749631472536
3.440039284546525e-07,0.9999716478869572
3.649291208419454e-07,0.9999672926238656
3.855632844698765e-07,0.999963669035708
4.053914800810328e-07,0.9999607339784177
4.259773889094566e-07,0.999956676631285
4.468453980058898e-07,0.999951518672249
4.674970798774004e-07,0.9999470110901644
4.873589718429989e-07,0.9999432966867419
5.079492863290244e-07,0.9999385118398405
5.288504568284438e-07,0.9999325377621646
5.494047846850521e-07,0.9999271771548429
5.693227018002886e-07,0.9999226694990044
5.898698110078256e-07,0.9999171716824767
6.10733242103156e-07,0.999910410791506
6.311914650935948e-07,0.9999042005003322
6.511736483658105e-07,0.9998988862391957
6.716559275308484e-07,0.9998926931652263
6.924321630554121e-07,0.9998851789425246
7.12807085304126e-07,0.999878116878824
7.328526206479211e-07,0.999871982013958
7.532281227880984e-07,0.9998651237923469
7.738877885595244e-07,0.9998568927866158
7.942116895951961e-07,0.9998489678677592
8.143095083686779e-07,0.9998419982668976
8.345431785854667e-07,0.9998345069792859
8.550929650911234e-07,0.9998255888567528
8.754232220275421e-07,0.999816779385303
8.955599515827927e-07,0.9998089598190375
9.156784932569763e-07,0.9998008387199111
9.361739475435239e-07,0.999791239013071
9.565778528430108e-07,0.9997815213776566
9.76757590919971e-07,0.9997728326901157
9.9678929209379e-07,0.999764068832652
1.0172849393701401e-06,0.999753780198516
1.0378097650703795e-06,0.9997431407552597
1.0580614170755685e-06,0.9997335581228433
1.078045967524658e-06,0.9997241207540467
1.0985724079925938e-06,0.9997131307297108
1.1192442548842764e-06,0.9997015656229636
1.1395992839086797e-06,0.999691068393712
1.1595589502999257e-06,0.9996809287708748
1.180139660604767e-06,0.9996692143872025
1.2009485409047543e-06,0.9996567368217805
1.2214342645019795e-06,0.9996453101673217
1.2413784421635869e-06,0.9996344468040175
1.2620343800549794e-06,0.9996219767190295
1.2829360573879005e-06,0.9996086186561566
1.303532759670957e-06,0.9995962757692739
1.3234672567651758e-06,0.9995846740873078
1.3442158399325576e-06,0.9995714168906191
1.3651613210627423e-06,0.9995572140198925
1.3858284919732064e-06,0.9995439833300207
1.4057593900971973e-06,0.9995316330950076
1.4265716582762667e-06,0.9995175915709757
1.4475220072240622e-06,0.9995025748580197
1.4682352792537223e-06,0.9994884751124931
1.4881694899695857e-06,0.9994753688041391
1.5090094842021084e-06,0.9994605596204876
1.5299322772558654e-06,0.9994447583230507
1.5506756768370512e-06,0.9994298015401557
1.5706165930527822e-06,0.9994159357599007
1.5914396488826907e-06,0.9994003919595144
1.6123183524061416e-06,0.9993838265353896
1.633063501087671e-06,0.9993680322844752
1.6530031055850129e-06,0.9993534131660677
1.6738158723777923e-06,0.9993371376449277
1.6946417743519824e-06,0.9993198247125304
1.7153812289865969e-06,0.9993031979836123
1.7353324501484477e-06,0.9992878158217547
1.7561158731773667e-06,0.9992708323955338
1.7769974424918436e-06,0.9992526889947693
1.7976651730688557e-06,0.999235288719091
1.8176485130124212e-06,0.9992191254491669
1.8383854518726156e-06,0.9992014550035699
1.85928322842727e-06,0.999182519671855
1.8798764581411425e-06,0.9991643536246393
1.89989965124182e-06,0.999147399572216
1.9205828708812867e-06,0.9991290590963635
1.9414628766975032e-06,0.999109371274582
1.96198260572137e-06,0.9990904428610919
1.982050510200726e-06,0.9990726891306309
2.0026645451446825e-06,0.9990537062694004
2.023495180852743e-06,0.9990333092617559
2.043950141959371e-06,0.9990136133110252
2.0640639647635667e-06,0.998995052236164
2.084580902706081e-06,0.9989754702381367
2.10533693646769e-06,0.998954407813265
2.12574919828706e-06,0.9989339243759036
2.145904225642934e-06,0.9989145514930237
2.1662870647262075e-06,0.9988944265301213
2.186959461418982e-06,0.9988727324221457
2.2073707157521716e-06,0.9988514198271653
2.227558154747469e-06,0.9988312326061507
2.247822055540241e-06,0.9988105678168694
2.268431879122479e-06,0.9987882451995718
2.2888996718801015e-06,0.9987660459139301
2.309114309841795e-06,0.9987450390618846
2.3292787806828474e-06,0.9987238233786156
2.3498712619514907e-06,0.9987008431333472
2.3704432842447316e-06,0.9986777107219404
2.3906935111684737e-06,0.9986558680852572
2.4107871501091224e-06,0.998634070189024
2.4313957230878254e-06,0.9986104049739142
2.452087779799969e-06,0.9985863289073516
2.4723930983749137e-06,0.9985636259195318
2.4924419289718667e-06,0.9985412102070332
2.5130767350855856e-06,0.9985168495937178
2.5338825492626134e-06,0.9984918450796768
2.5542615365213662e-06,0.9984682606083181
2.5742823599391665e-06,0.998445199547197
2.5949472071689553e-06,0.9984201347922461
2.6158425086790215e-06,0.9983942388008863
2.6363033183796457e-06,0.9983697650645288
2.6563061039378875e-06,0.9983460399977907
2.6770041938498004e-06,0.998320260656892
2.697952809063133e-06,0.998293525756031
2.7185148622916163e-06,0.9982681416975998
2.7385077698140705e-06,0.9982437377078215
2.759241298416088e-06,0.9982172331762545
2.7802045173043007e-06,0.998189717201775
2.800843165432432e-06,0.9981634557352714
2.820836711524136e-06,0.9981383575317302
2.8416073495441936e-06,0.9981111202001735
2.862550897284259e-06,0.998082877220356
2.8832436925324427e-06,0.9980557698403368
2.9032428019078835e-06,0.9980299707205607
2.9240509478401734e-06,0.998001997575964
2.9449593200330758e-06,0.9979730583294378
2.9656801076781017e-06,0.9979451428857754
2.985679365461552e-06,0.9979186510179173
3.006481347349021e-06,0.9978900042557287
3.0273707309316765e-06,0.9978603558547746
3.0480970705112965e-06,0.997831665397168
3.0680868821789183e-06,0.9978044965006808
3.0888831562830827e-06,0.99777518306424
3.1097369541856015e-06,0.9977448586136699
3.1304673450890727e-06,0.9977153971893996
3.1504529976544797e-06,0.9976875471935804
3.1712526964186316e-06,0.9976575620065545
3.1920398310165526e-06,0.9976266183558901
3.21277411435413e-06,0.9975963875648377
3.232765234310804e-06,0.9975678453555741
3.2535601676959275e-06,0.9975372093861711
3.2744005415793414e-06,0.9975054780176619
3.29508285444964e-06,0.9974745678935499
3.3151009947253074e-06,0.997445303066688
3.3358621849171475e-06,0.9974140646008152
3.3567473687183727e-06,0.9973815637121409
3.37736515968335e-06,0.9973500017543605
3.397418201205619e-06,0.9973200025257495
3.4181408080652433e-06,0.9972881774498058
3.4390332008335077e-06,0.9972549730974661
3.4595904485340292e-06,0.997222760618893
3.479681923173327e-06,0.9971920208297479
3.500354845951508e-06,0.9971596376578691
3.52122439440001e-06,0.9971257889338357
3.5417303294867586e-06,0.9970929173402229
3.5618617672587762e-06,0.9970614328528681
3.5824669101313067e-06,0.9970285341261664
3.6032904663632164e-06,0.9969940936888468
3.6237637748227477e-06,0.9969605374137617
3.6439334568227356e-06,0.9969283079408497
3.6644451802116253e-06,0.9968949511696686
3.685211105881389e-06,0.996859956945303
3.705683983946944e-06,0.9968256663413594
3.7258865137669814e-06,0.9967926963996717
3.7462819417553696e-06,0.9967589361182375
3.7669971786841496e-06,0.9967233971808658
3.787515447027493e-06,0.996688298297681
3.807744179908685e-06,0.9966545942735479
