spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
4.0,0.1987779807537411,0.0987779807537411,0.2987779807537412,0.2708409893245908,0.9996284562053273,0.5722604315645968,4.300000000000001
6.0,0.1512479649523982,0.0512479649523982,0.2512479649523982,0.183930163178082,0.9994929981365556,0.7057018462064086,5.399999999999997
8.0,0.1214032827166861,0.0214032827166861,0.2214032827166861,0.1397807126932767,0.9995773291307264,0.7763956165597589,6.299999999999994
10.0,0.1014412731337193,0.0514412731337193,0.1514412731337193,0.1130912574418094,0.999402689691243,0.8199057862294553,7.099999999999991
12.0,0.0872249921455746,0.0372249921455746,0.1372249921455746,0.0957541403618927,0.9992163130057032,0.8493179854121784,7.799999999999988
14.0,0.076597616793691,0.069097616793691,0.084097616793691,0.0829388840563991,0.9990200955767377,0.870507040486858,8.529999999999863
16.0,0.0683520618874604,0.0633520618874604,0.0733520618874604,0.0732153414068879,0.9988937469574456,0.8864896783414895,9.14999999999985
18.0,0.0617656442532137,0.0567656442532137,0.0667656442532137,0.0656382661920801,0.9988700686239698,0.898970718546145,9.729999999999835
20.0,0.0563806867122698,0.0513806867122698,0.0613806867122698,0.0596016721383017,0.9989303132867868,0.9089851516743488,10.259999999999826
22.0,0.051893663654984,0.046893663654984,0.056893663654984,0.0545191023638794,0.9990654860325908,0.9171972446616802,10.789999999999814
24.0,0.0480954640558739,0.0430954640558739,0.0530954640558739,0.0503163049748242,0.9992210102730932,0.9240526923924997,11.279999999999804
26.0,0.044837360773477,0.039837360773477,0.049837360773477,0.0467431393693708,0.9993769393664932,0.9298615919585916,11.759999999999794
28.0,0.042010684107295,0.039510684107295,0.044510684107295,0.0436622532327369,0.99951232228561,0.9348463183388932,12.209999999999784
30.0,0.0395341798607114,0.0370341798607114,0.0420341798607114,0.0408252814075463,0.9994728634898882,0.9391704693100776,12.679999999999774
32.0,0.0373458684796331,0.0348458684796331,0.0398458684796331,0.0385711597885716,0.9996563823293444,0.9429570669579276,13.079999999999766
34.0,0.0353976421809421,0.0328976421809421,0.0378976421809421,0.0365367357203007,0.999703074091876,0.9463003941795188,13.479999999999755
36.0,0.0336515834204839,0.0311515834204839,0.0361515834204839,0.0346730555061816,0.9996972691093656,0.9492739185418893,13.879999999999749
38.0,0.0320773973471792,0.0270773973471792,0.0370773973471792,0.032998476547144,0.9996681474788875,0.9519357328655428,14.25999999999974
40.0,0.0306505838935964,0.0281505838935964,0.0331505838935964,0.0314877885274674,0.9996241040962166,0.9543323749895686,14.639999999999732
42.0,0.0293511122789938,0.0268511122789938,0.0318511122789938,0.0299852312130586,0.9993297621824194,0.9565015631686412,15.049999999999724
44.0,0.0281624438266063,0.0231624438266063,0.0331624438266063,0.0288606392131509,0.999524336703852,0.9584741898738276,15.359999999999715
46.0,0.0270708007427802,0.0245708007427802,0.0295708007427802,0.0276217730396526,0.999332453461348,0.9602757983330488,15.759999999999708
48.0,0.02606461149624561,0.024814611496245607,0.027314611496245606,0.026652969116265215,0.9994538585169322,0.9619276918282917,16.05999999999971
50.0,0.0251340849287973,0.0201340849287973,0.0301340849287973,0.0256425493326946,0.999408043534739,0.9634477780365024,16.419999999999767
52.0,0.0242708795089182,0.0217708795089182,0.0267708795089182,0.0247742911271556,0.9994381726896248,0.964851219396934,16.729999999999816
