time,fidelity
0.0,1.0
2.590227104332791e-08,0.999999694427108
4.96787379566259e-08,0.9999994998019112
7.292555360190571e-08,0.9999996187802412
9.690958821770704e-08,0.9999993262700125
1.2091594787791684e-07,0.9999987240539508
1.4480466783700544e-07,0.9999985090196837
1.6800289594218796e-07,0.999998260819248
1.9180010362530395e-07,0.9999974750735714
2.1553275282038577e-07,0.9999967900241487
2.388367137044144e-07,0.9999964328793732
2.6282134978838983e-07,0.9999956565877315
2.8680316254390737e-07,0.9999945633928153
3.1073258675972803e-07,0.9999938549327295
3.3396245339050666e-07,0.9999931360905231
3.577944109025752e-07,0.9999918654692601
3.81552327403592e-07,0.9999906918350923
4.0491292948656937e-07,0.9999898570153167
4.2890523801139956e-07,0.9999885933459591
4.528731267981328e-07,0.999987011721188
4.768285859752901e-07,0.999985812978544
5.000932260070912e-07,0.9999846201343949
5.239594000189521e-07,0.9999828623054062
5.477435406970989e-07,0.9999812038099591
5.711458074842922e-07,0.9999798914789668
5.951489633682466e-07,0.9999781376794767
6.191172410305874e-07,0.9999760698207738
6.430846388441755e-07,0.9999743854521997
6.663824454399193e-07,0.999972716347746
6.902775948833148e-07,0.9999704703799852
7.140853044440767e-07,0.999968331393136
7.375148678973099e-07,0.9999665432884375
7.615285277096704e-07,0.9999642980547682
7.855091667990506e-07,0.9999617461886067
8.094773275180748e-07,0.9999595817471758
8.328065552062296e-07,0.9999574353522473
8.567252675541052e-07,0.9999547018218895
8.8055372702499e-07,0.9999520872209661
9.039986871650341e-07,0.9999498263274051
9.280201570184863e-07,0.9999470899796319
9.520205502608477e-07,0.9999440569034026
9.759798140371177e-07,0.999941418657812
9.993395661816181e-07,0.9999387950872567
1.0232776032820175e-06,0.9999355759908044
1.0471248936638598e-06,0.9999324910305735
1.0705757786065834e-06,0.9999297613395525
1.094600327844731e-06,0.999926535975752
1.118623117554677e-06,0.9999230254718712
1.1425679487163183e-06,0.9999199199312149
1.1659583640951147e-06,0.999916820294703
1.1899127256115166e-06,0.9999131189101119
1.2137781296224145e-06,0.9999095691509131
1.2372277141956387e-06,0.9999063754750177
1.2612498660876365e-06,0.9999026648442745
1.285294206852594e-06,0.9998986818624438
1.3092230884116409e-06,0.9998951155411177
1.3326453254339576e-06,0.999891541770379
1.3566140122851637e-06,0.9998873625076973
1.380497905336818e-06,0.9998833538161598
1.4039410543370726e-06,0.9998797016301709
1.42797215834212e-06,0.9998755077940562
1.4520363182780772e-06,0.9998710584058103
1.4759447679313036e-06,0.9998670390052851
1.4994014925090572e-06,0.999862993323129
1.5233831072430353e-06,0.9998583414835326
1.5472870323791779e-06,0.9998538802697946
1.5707202202771624e-06,0.9998497755629145
1.5947582608520511e-06,0.9998451033378253
1.6188387429973135e-06,0.9998401948795016
1.6427234260629265e-06,0.9998357305482777
1.666218319787447e-06,0.9998312156476378
1.690211566173121e-06,0.9998260976035053
1.7141375481924595e-06,0.9998211906496586
1.7375596957179514e-06,0.9998166396480788
1.7616033691234396e-06,0.9998114947487012
1.7856958078393964e-06,0.9998061357667946
1.8095539911318914e-06,0.9998012351734905
1.8330918327066185e-06,0.9997962540440796
1.857094860443741e-06,0.9997906773219564
1.8810451706254642e-06,0.9997853318488485
1.9044583187952612e-06,0.9997803406562814
1.928507037534513e-06,0.9997747295421682
1.952607429373897e-06,0.999768929588317
1.9764395072477018e-06,0.9997636013604293
2.000025235826299e-06,0.9997581572671822
2.0240345387713562e-06,0.9997521308017472
2.0480108494705556e-06,0.9997463547425292
2.0714093275978996e-06,0.9997409316468374
2.095465782239032e-06,0.999734860938432
2.119569401946676e-06,0.9997286307533226
2.1433748697159973e-06,0.9997228841278465
2.167014212902079e-06,0.9997169806350299
2.1910232355923187e-06,0.9997105153265089
2.215024541217732e-06,0.9997043176784669
2.2384141525544925e-06,0.9996984688666699
2.262482308729355e-06,0.9996919454863245
2.2865843804667032e-06,0.9996852969123061
2.310363982346607e-06,0.999679141292534
2.334062059478515e-06,0.9996727824140772
2.358058940702793e-06,0.9996658919199305
2.3820806098959553e-06,0.9996592832561276
2.405473716494565e-06,0.9996530133026726
2.4295558113877385e-06,0.9996460453188124
2.4536511100954227e-06,0.9996389913392535
2.47740579533391e-06,0.999632436412917
2.501165896683199e-06,0.9996256271647475
2.5251309631523918e-06,0.9996183290287146
2.5491625176190324e-06,0.9996113221601434
2.5725691884274016e-06,0.999604636326227
2.5966665764859783e-06,0.999597233236038
2.6207498675692954e-06,0.9995897875244389
2.6444804855375344e-06,0.9995828431931884
2.6683059704561046e-06,0.9995755896179779
2.692209949852679e-06,0.9995679062969033
2.7162651372326865e-06,0.9995605072682727
2.7396935183240877e-06,0.9995534115066738
2.7638062379286524e-06,0.9995455841541409
2.7878716064262314e-06,0.9995377613440308
2.8115776915890326e-06,0.9995304382411777
2.8354641993523734e-06,0.999522749824316
2.859269237423004e-06,0.9995147087349611
2.8833327117143704e-06,0.9995069321171575
2.906767923555648e-06,0.9994994409704604
2.9308927105949583e-06,0.9994912035574371
2.954937919801269e-06,0.9994830164575244
2.9786197590573725e-06,0.9994753251565656
3.0025474321379717e-06,0.9994672197709329
3.0262204592262405e-06,0.9994588487297001
3.0502766714205692e-06,0.9994507088316343
3.073717368431806e-06,0.9994428350957687
3.0978501733997716e-06,0.9994342040077404
3.121878752824268e-06,0.9994256624878484
3.1455384025951893e-06,0.999417613536362
3.169487193540447e-06,0.9994091125486182
3.193155746442087e-06,0.9994003822233994
3.2172006901755125e-06,0.9993918923919294
3.2406484863173407e-06,0.9993836471069453
