spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
6,38246237.2002098,0.3995997931681278,10657532.409930686,3000.253599722856,2260.4169498107026,0.9930720937640233,0.992905029030067,0.9932391584979795,0.9933315032302068,0.7172692466146189,0.002337999999999986,0.0023385999999997,0.0018136460508555
8,38029351.67580956,0.3999812716599473,8296603.004056687,2779.278424251649,2222.243621426101,0.9942855666259571,0.9940470323383939,0.9945241009135204,0.9946608272364406,0.7810331673128319,0.0027930000000000463,0.0027943999999999,0.0022607253927326
10,37921609.11979017,0.4000262520041094,6828692.485320178,2639.1877460889946,2190.8510086898805,0.9933083739618827,0.9929863908540352,0.9936303570697301,0.993782385816928,0.8196014447751588,0.0031950000000000997,0.0031962000000002,0.0026617336115821
12,37860341.54520882,0.3999712106556571,5828901.475286691,2532.128362836791,2147.935905011098,0.9901102921941298,0.9897433404828379,0.9904772439054218,0.9906609687608524,0.8456445835553386,0.00357300000000015,0.0035746000000004,0.0030390635379756
14,37821678.469449386,0.4001463155238374,5092946.4874604,2450.5436333618536,2117.5109963395835,0.985559692225326,0.9851899216319314,0.9859294628187206,0.986132862404865,0.8645218540636396,0.0039250000000001966,0.0039262000000005,0.0033918485551155
16,37795101.92740784,0.3987245077230255,4529379.067831489,2399.6688178222435,2103.961006798077,0.980645885361092,0.9801409455806747,0.9811508251415093,0.9813845849801714,0.8789873335523904,0.0042330000000002374,0.0042348,0.00370291342302
18,37777744.249591164,0.400178560722882,4096256.107093891,2317.24641027761,2058.30063652678,0.9759851884348546,0.9754044256204707,0.9765659512492385,0.9768626355041028,0.8902879505009939,0.004612000000000288,0.0046135999999994,0.0040672316586479
20,37763913.67697368,0.4000157522467708,3726902.7190767513,2280.1555915308672,2050.5915381310665,0.9726240188045416,0.9719439616517181,0.9733040759573651,0.9735954211971144,0.8995443257626928,0.004913000000000328,0.004915199999999,0.0043569782267034
22,37754200.82240897,0.4025398425741094,3425262.682000916,2218.232844950478,2013.7649731183733,0.970235413964883,0.9694792945349541,0.9709915333948119,0.9713415838094732,0.9070607842733476,0.005283000000000377,0.0052859999999984,0.0046972003411692
24,37745355.60294006,0.3969262757508466,3178287.930219326,2224.257951141617,2040.0126290386,0.9709449149586703,0.970081960914842,0.9718078690024986,0.972203522956984,0.9139289947329596,0.005491000000000404,0.005493599999998,0.0048927761188038
26,37739551.728297696,0.399673135803558,2960453.9752684766,2168.32188351175,2004.2594195306365,0.9715720824797873,0.9706706188652444,0.9724735460943302,0.972922946880434,0.9193206495552726,0.005862000000000454,0.0058651999999974,0.0052239353784475
28,37734689.19985627,0.3994840342808177,2781611.189932981,2127.0479897922783,1974.5458076866933,0.9738154802349717,0.9727560883804037,0.9748748720895396,0.9753828850841786,0.9241759239970968,0.006198000000000498,0.0062013999999969,0.0055263272925435
30,37730606.16671197,0.4020522549416869,2607183.1166638355,2093.768771243316,1952.0096016348848,0.9762551323226155,0.975094870614991,0.97741539403024,0.977996062824489,0.928242540648478,0.00651500000000054,0.0065183999999964,0.005811212868886
32,37727113.59555705,0.4016491637806105,2463394.2646559505,2071.169068111008,1939.645078369888,0.979548959287716,0.9781495888097453,0.9809483297656867,0.9815668136911088,0.9320336313772783,0.006787000000000576,0.006791599999996,0.0060672838387936
34,37723824.595311895,0.398293859038879,2332978.245799682,2080.5070436913447,1958.0406367930268,0.9837699629209771,0.9825841930288232,0.984955732813131,0.98555027632252,0.9356316441109918,0.0069380000000005965,0.0069413999999957,0.0062259430376323
36,37721837.44830842,0.4011172427298063,2226573.672497269,2018.9506315122565,1901.6274853989944,0.9859366902568393,0.9842939424459191,0.9875794380677595,0.9883289267276952,0.9384473445653356,0.00733900000000065,0.0073445999999951,0.0066017705467575
38,37719439.06528497,0.3990624439501631,2117152.9013584764,2026.880448174217,1913.2580626592,0.9890800680968386,0.9875817270537302,0.990578409139947,0.9913368227977416,0.941322397063685,0.007478000000000668,0.0074825999999948,0.0067561384348558
40,37717374.22496262,0.3944948328063019,2028067.4037789672,2037.656131065744,1927.633443116194,0.9913416631774845,0.9895997018153533,0.9930836245396157,0.9939305229959978,0.9441202654913496,0.007588000000000683,0.0075933999999947,0.0068949953075414
42,37716284.27593578,0.4000053528286228,1945856.1543771385,1965.8453736338345,1861.879362464773,0.9924245566056311,0.9906424457414589,0.9942066674698034,0.9951619126485616,0.94599861570034,0.008039000000000546,0.008044999999995,0.007323356318295
