spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
6,37785364.002806604,38246237.2002098,0.3995997931681278,10657532.409930686,1500.1267998614278,1200.1014398891423,1875.158499826785,1200.1014398891423,0.9884918517772436,0.7172692466146189,0.004621199999999478,0.0036272921017111983
8,37756389.82632718,38029351.67580956,0.3999812716599473,8296603.0040566875,1389.6392186372182,1111.7113749097746,1737.0490232965228,1111.7113749097746,0.9946617356336156,0.781033169919917,0.005588399999997928,0.00452145076427919
10,37740711.27686532,37921609.11979017,0.4000262520041094,6828692.485320178,1319.5938730444973,1055.6750984355976,1649.4923413056215,1093.381510788,0.9938080016309702,0.8196014447751588,0.006394999999996636,0.005323467223164235
12,37731103.244596384,37860341.54520882,0.39997121065565716,5828901.475286691,1266.0641814183955,1012.8513451347163,1582.5802267729941,1074.454263031541,0.9906564563652109,0.8456445835553386,0.007148999999995428,0.006078127075951233
14,37724712.307976626,37821678.469449386,0.4001463155238374,5092946.4874604,1225.2718166809268,980.2174533447414,1531.5897708511584,1057.2293981527555,0.9861379017102739,0.8645218540636396,0.00785439999999448,0.006783697110231156
16,37720206.36124869,37795101.92740784,0.3987245077230255,4529379.067831489,1199.8344089111217,959.8675271288973,1499.793011138902,1046.4272755873194,0.9812538569160993,0.8789873335523904,0.008475399999996178,0.007405826846040176
18,37716887.977224946,37777744.249591164,0.400178560722882,4096256.107093891,1158.623205138805,926.8985641110439,1448.2790064235062,1027.7875172861359,0.9768509253032077,0.8902879505009939,0.009228399999998237,0.008134463317295872
20,37714360.05157332,37763913.67697368,0.40001575224677083,3726902.7190767513,1140.0777957654336,912.062236612347,1425.0972447067923,1027.7108503051174,0.9735556646977112,0.8995443257626928,0.00982899999999988,0.008713956453406889
22,37712381.468778096,37754200.82240897,0.40253984257410946,3425262.682000916,1109.116422475239,887.2931379801912,1386.3955280940488,1006.3880752175585,0.9713393421115746,0.9070607842733477,0.010572400000001913,0.00939440068233858
24,37710798.18312957,37745355.60294006,0.39692627575084666,3178287.9302193266,1112.128957110156,889.703165688125,1390.1611963876953,1020.8213959402106,0.9721954162036959,0.9139289915413707,0.010987000000003046,0.00978555240004183
26,37709507.6222516,37739551.728297696,0.399673135803558,2960453.9752684766,1084.160941755875,867.3287534047001,1355.201177194844,999.9205382061645,0.9729251918487993,0.9193206495552726,0.011732000000005084,0.010447870756895024
28,37708439.105852716,37734689.19985627,0.39948403428081775,2781611.189932981,1063.5239948961391,850.8191959169112,1329.4049936201736,987.7697427345089,0.9753854019752886,0.9241759239970967,0.012402600000006918,0.011052654585087134
30,37707542.50186929,37730606.16671197,0.40205225494168695,2607183.1166638355,1046.8843856216577,837.5075084973262,1308.6054820270722,977.0588781680054,0.9780004635639138,0.928242540648478,0.013035600000008649,0.01162242573777205
32,37706781.36353737,37727113.59555705,0.4016491637806105,2463394.2646559505,1035.5845340555038,828.467627244403,1294.4806675693796,970.6600422726913,0.9815606538085667,0.9320336313772783,0.013582000000010143,0.012134567677587254
34,37706128.621477716,37723824.595311895,0.398293859038879,2332978.245799682,1040.2535218456724,832.2028174765378,1300.3169023070905,977.7427293666944,0.9855764385313692,0.9356316441109918,0.013886000000010975,0.0124518860752647
36,37705563.792362235,37721837.44830842,0.40111724272980637,2226573.672497269,1009.4753157561282,807.5802526049027,1261.8441446951604,951.5879689203299,0.9883186920651953,0.9384473445653356,0.014687000000013165,0.013203541093515027
38,37705071.1195709,37719439.06528497,0.3990624439501631,2117152.9013584764,1013.4402240871085,810.7521792696868,1266.8002801088858,954.4795560733863,0.9912787513849395,0.941322397063685,0.014972200000013945,0.013512276869711713
40,37704638.30420996,37717374.22496262,0.39449483280630193,2028067.4037789672,1018.8280655328721,815.0624524262977,1273.5350819160901,961.3674235786425,0.9938551284339017,0.9441202654913496,0.015195000000014555,0.01378999061508298
42,37704255.620207526,37716284.275935784,0.4000053528286228,1945856.1543771382,982.9226575066587,786.3381260053269,1228.6533218833233,929.9826471294431,0.995152697652027,0.9459986070445876,0.016093600000012948,0.014646713073347667
44,37703915.28527729,37714693.626258224,0.3991144028532073,1858910.6953071095,987.286553978997,789.8292431831976,1234.1081924737462,937.2663729030983,0.9963199503296497,0.9481382913321252,0.016316000000011627,0.014925125470367288
46,37703611.0059905,37713520.0719781,0.39927600075797337,1788516.0156862822,977.2363338821941,781.7890671057552,1221.5454173527426,927.7168458870894,0.996921086826651,0.9500391331401451,0.016786400000008833,0.015417508087976864
48,37703337.64360311,37712740.56450341,0.404178912585648,1722912.6929953285,948.955627892459,759.1645023139672,1186.1945348655738,903.2420339303059,0.9969424262288292,0.9514599154993857,0.017601400000003993,0.016218459019125515
50,37703090.96509195,37711469.92747757,0.39859766372041006,1661605.6657080948,964.9937608054207,771.9950086443366,1206.2422010067758,920.9808628985497,0.9966076641232919,0.9534915207858612,0.017561200000004232,0.016277787386768695
52,37702867.4552676,37710654.155606285,0.39946063680047483,1604167.1570190943,955.4797752754595,764.3838202203675,1194.3497190943242,913.4174635254619,0.9958651968206103,0.9549561598865086,0.018020400000001505,0.01676544355927983
