spins,minimum_mu,mu,alpha,z_trap_frequency,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time,switch_time
6,37785364.00280661,38246237.2002098,0.3995997931681278,10657532.409930686,3000.253599722856,1920.162303822628,3000.253599722856,2260.4169498107026,0.9933315032302068,0.7172692466146189,0.0023385999999997,0.0018136460508555
8,37756389.82632718,38029351.67580956,0.3999812716599473,8296603.004056687,2779.278424251649,1778.7381915210556,2779.278424251649,2222.243621426101,0.9946608272364406,0.7810331673128319,0.0027943999999999,0.0022607253927326
10,37740711.27686532,37921609.11979017,0.4000262520041094,6828692.485320178,2639.1877460889946,1689.0801574969562,2639.1877460889946,2190.8510086898805,0.993782385816928,0.8196014447751588,0.0031962000000002,0.0026617336115821
12,37731103.244596384,37860341.54520882,0.3999712106556571,5828901.475286691,2532.128362836791,1620.562152215546,2532.128362836791,2147.935905011098,0.9906609687608524,0.8456445835553386,0.0035746000000004,0.0030390635379756
14,37724712.30797663,37821678.469449386,0.4001463155238374,5092946.4874604,2450.5436333618536,1917.81675654406,2536.3126605295183,2117.5109963395835,0.986132862404865,0.8645218540636396,0.0039262000000005,0.0033918485551155
16,37720206.36124869,37795101.92740784,0.3987245077230255,4529379.067831489,2399.6688178222435,1878.00168351306,2483.657226446022,2103.961006798077,0.9813845849801714,0.8789873335523904,0.0042348,0.00370291342302
18,37716887.97722495,37777744.249591164,0.400178560722882,4096256.107093891,2317.24641027761,1813.4971906520425,2398.350034637326,2058.30063652678,0.9768626355041028,0.8902879505009939,0.0046135999999994,0.0040672316586479
20,37714360.05157332,37763913.67697368,0.4000157522467708,3726902.7190767513,2280.1555915308672,1784.4695933719834,2359.961037234448,2050.5915381310665,0.9735954211971144,0.8995443257626928,0.004915199999999,0.0043569782267034
22,37712381.468778096,37754200.82240897,0.4025398425741094,3425262.682000916,2218.232844950478,1736.0083134395045,2295.8709945237447,2013.7649731183733,0.9713415838094732,0.9070607842733476,0.0052859999999984,0.0046972003411692
24,37710798.18312957,37745355.60294006,0.3969262757508466,3178287.930219326,2224.257951141617,1740.723613936918,2302.106979431574,2040.0126290386,0.972203522956984,0.9139289947329596,0.005493599999998,0.0048927761188038
26,37709507.6222516,37739551.728297696,0.399673135803558,2960453.9752684766,2168.32188351175,1696.9475610091956,2244.213149434661,2004.2594195306365,0.972922946880434,0.9193206495552726,0.0058651999999974,0.0052239353784475
28,37708439.10585272,37734689.19985627,0.3994840342808177,2781611.189932981,2127.0479897922783,1778.9855914626326,2152.572565669785,1974.5458076866933,0.9753828850841786,0.9241759239970968,0.0062013999999969,0.0055263272925435
30,37707542.50186929,37730606.16671197,0.4020522549416869,2607183.1166638355,2093.7687712433158,1751.1520632216818,2118.8939964982355,1952.0096016348848,0.977996062824489,0.928242540648478,0.0065183999999964,0.005811212868886
32,37706781.36353737,37727113.59555705,0.4016491637806105,2463394.2646559505,2071.169068111008,1732.2504933292064,2096.02309692834,1939.645078369888,0.9815668136911088,0.9320336313772783,0.006791599999996,0.0060672838387936
34,37706128.62147772,37723824.595311895,0.398293859038879,2332978.245799682,2080.5070436913447,1740.060436541852,2105.4731282156413,1958.0406367930268,0.98555027632252,0.9356316441109918,0.0069413999999957,0.0062259430376323
36,37705563.79236224,37721837.44830842,0.4011172427298063,2226573.672497269,2018.9506315122565,1688.5768918102508,2043.178039090404,1901.6274853989944,0.9883289267276952,0.9384473445653356,0.0073445999999951,0.0066017705467575
38,37705071.1195709,37719439.06528497,0.3990624439501631,2117152.9013584764,2026.880448174217,1695.209102109345,2051.203013552308,1913.2580626591996,0.9913368227977416,0.941322397063685,0.0074825999999948,0.0067561384348558
40,37704638.30420996,37717374.22496262,0.3944948328063019,2028067.4037789672,2037.6561310657441,1704.221491436804,2062.108004638533,1927.633443116194,0.9939305229959978,0.9441202654913496,0.007593399999994716,0.00689499530754149
42,37704255.620207526,37716284.27593578,0.4000053528286228,1945856.1543771385,1965.8453736338345,1644.1615852210252,1989.435518117441,1861.879362464773,0.9951619126485616,0.9459986157003399,0.008044999999995,0.007323356318295036
44,37703915.28527729,37714693.626258224,0.3991144028532073,1858910.6953071093,1974.573107957994,1651.4611448375947,1998.2679852534902,1872.9559778143366,0.9963348560693612,0.9481382913321252,0.008159399999995313,0.007462562735183644
46,37703611.0059905,37713520.0719781,0.3992760007579733,1788516.0156862822,1954.4726677643882,1634.6498675847608,1977.9263397775612,1857.2629680712635,0.9969147893554597,0.9500391331401451,0.008391199999995947,0.007708754043988432
48,37703337.64360311,37712740.56450341,0.404178912585648,1722912.6929953285,1897.911255784918,1587.3439593837497,1920.6861908543374,1805.4868951053243,0.996963966671245,0.9514599154993857,0.00880159999999707,0.008109229509562757
50,37703090.96509195,37711469.92747757,0.39859766372041,1661605.6657080948,1929.9875216108414,1614.1713817108855,1953.147371870172,1836.94732960369,0.9967071709337587,0.9534915207858612,0.008785799999997027,0.008138893693384348
52,37702867.4552676,37710654.155606285,0.3994606368004748,1604167.1570190943,1910.959550550919,1598.2570786425865,1933.8910651575304,1817.6476406539452,0.9959544201414645,0.9549561598865086,0.009019199999997665,0.008382721779639914
