time,leakage
0.0,0.0
2.0960548860312177e-08,1.8459911749929942e-07
4.189168562670064e-08,7.372935147809283e-07
6.261445766480844e-08,1.6469102929793413e-06
8.323293505564963e-08,2.9095237885747497e-06
1.0420049711105369e-07,4.558830170384628e-06
1.2518847088278534e-07,6.57807003513643e-06
1.459755850185184e-07,8.94051869208756e-06
1.666230438654272e-07,1.1643417733589983e-05
1.8765249972208595e-07,1.4760345033830424e-05
2.0871413260979887e-07,1.8249130666207066e-05
2.295624661343489e-07,2.2063192421863123e-05
2.502500932148792e-07,2.6201113754815336e-05
2.7134808577852094e-07,3.0781967129470125e-05
2.9247695464097106e-07,3.573309617800399e-05
3.133734695180817e-07,4.09859520822468e-05
3.3410665984634947e-07,4.654589453065869e-05
3.552766836857439e-07,5.257863349295154e-05
3.7646165084130486e-07,5.89732550749882e-05
3.973937989978293e-07,6.564078818023523e-05
4.181798606495835e-07,7.260281639753547e-05
4.394284017688533e-07,8.006825992324683e-05
4.606580850668393e-07,8.787637329742346e-05
4.816152370942282e-07,9.592410867055914e-05
5.024664106185629e-07,0.00010426321661705111
5.23806942432218e-07,0.00011313768093338895
5.450721946323967e-07,0.00012231958989590572
5.660441035453763e-07,0.00013170301801488559
5.869790204071217e-07,0.00014139132678649217
6.084166670479401e-07,0.00015164118436962473
6.297150321944057e-07,0.0001621505943909013
6.506898958670377e-07,0.0001728146866080863
6.71740975449681e-07,0.00018382694238469139
6.932714590236817e-07,0.00019540615422375081
7.146130565522995e-07,0.00020719555130666815
7.355763475068324e-07,0.00021907437275594822
7.567545115543642e-07,0.00023137046121148952
7.784078564213574e-07,0.0002442445208222077
7.99821905439506e-07,0.0002572726159832542
8.207588939465786e-07,0.0002702911980846875
8.420844513003333e-07,0.00028383132611359583
8.638570245167127e-07,0.0002979412470270936
8.853600072337228e-07,0.0003121557107384225
9.06285667615409e-07,0.000326250412616898
9.276758905004291e-07,0.000340919022707638
9.49397115254398e-07,0.00035607886611824306
9.70843366510218e-07,0.00037130357968638875
9.917741993525015e-07,0.0003864034857855046
1.0131616653481865e-06,0.0004020723447632029
1.0347876318314644e-06,0.0004181561668539312
1.0561644423557864e-06,0.0004342875794220802
1.0771049880546388e-06,0.0004503089960267901
1.0985161778845909e-06,0.0004669078903275782
1.1201083032844508e-06,0.00048386358395397
1.1414395036837778e-06,0.0005008233425861756
1.1624223740207933e-06,0.0005177031340707718
1.1838744456176153e-06,0.0005351549798314273
1.2054948978707149e-06,0.0005529367370247912
1.2268258995738795e-06,0.0005706656495828797
1.2478908186723158e-06,0.0005883478903175104
1.2693974920854454e-06,0.0006065720907888041
1.2910537740691488e-06,0.0006250916669028024
1.3124124616011049e-06,0.0006435178281406357
1.3335890304831345e-06,0.0006619382898827172
1.3551287727720402e-06,0.0006808213105251831
1.3768050699340797e-06,0.0006999673717573861
1.3981801569195648e-06,0.0007189835075383306
1.4194353155777108e-06,0.0007380200446010102
1.441032201547692e-06,0.0007574842607057861
1.46276833790019e-06,0.0007771920076936134
1.484139196619392e-06,0.0007966792723241405
1.5054758724780666e-06,0.0008162374960570553
1.5271976217737541e-06,0.0008362452597461296
1.5490051256711383e-06,0.0008564245794613778
1.5703131044526325e-06,0.0008762264271444539
1.5917744278703215e-06,0.0008962476547764618
1.6135588560774867e-06,0.0009166410781920324
1.6352948578814988e-06,0.000937055248447688
1.656525138142015e-06,0.0009570532306511825
1.677935516201388e-06,0.000977271659180458
1.6996021561966929e-06,0.0009977763422892015
1.7211971126690934e-06,0.0010182530251915942
1.7423714431556255e-06,0.0010383644503467028
1.7637569863392341e-06,0.0010587021200887687
1.7852933856594373e-06,0.0010792021349313849
1.8067676218852578e-06,0.0010996578437787153
1.8278992819128404e-06,0.001119796620147159
1.849285283360979e-06,0.0011401791686491492
1.870765564739545e-06,0.0011606463404428592
1.8921845590055553e-06,0.0011810462836326962
1.9132945288962752e-06,0.0012011381220460569
1.9346997508523778e-06,0.0012214889975503901
1.956167353877967e-06,0.001241870879630653
1.9775837912213434e-06,0.0012621726741148828
1.9987321447278636e-06,0.0012821842246936318
2.0201742084361536e-06,0.0013024292391763553
2.0416621004137494e-06,0.0013226671444819707
2.0631145486335404e-06,0.0013428183946820964
2.0843973293562255e-06,0.0013627523163603644
2.1059164012092118e-06,0.00138284129572681
2.1274853320989086e-06,0.001402905161945667
2.1490015783774994e-06,0.001422845820356796
2.170474603293147e-06,0.001442667009892725
2.1921418922873505e-06,0.001462579888257893
2.2138385440033305e-06,0.00148242750004459
2.235435114959234e-06,0.0015020893121018893
2.257074031663481e-06,0.0015216896624282417
2.278849909212222e-06,0.0015413063845316943
2.300666521446133e-06,0.0015608482839641503
2.3224015509244627e-06,0.0015802035499012947
2.344072028694978e-06,0.0015993827209571084
2.365837083312242e-06,0.001618520682803526
2.387608383206308e-06,0.0016375366045330627
2.4093508003677487e-06,0.0016563973983522175
2.43085363394495e-06,0.001674917167175661
2.4524266506507758e-06,0.0016933597349276966
2.4742031183063e-06,0.0017118348497311012
2.495822406339193e-06,0.001730033485669512
2.5172659099467257e-06,0.0017479382094240511
2.538708490302622e-06,0.0017656933961093047
2.5603983737660884e-06,0.0017835010220362412
2.5819134862071044e-06,0.0018010112241129317
2.6033198176556013e-06,0.0018182763057196256
2.624655671010224e-06,0.0018353267329955158
2.646214840860662e-06,0.0018523950200178092
2.6676983976550194e-06,0.0018692404011168623
2.6891875022005035e-06,0.0018859235992493024
2.7105144542223464e-06,0.0019023147915427857
2.7319445127412e-06,0.0019186182702569735
2.753468295564258e-06,0.0019348223146019264
2.775104918414909e-06,0.0019509359733987785
2.79653070303937e-06,0.0019667188294120127
2.817838219979821e-06,0.0019822429947717194
2.8394228042037716e-06,0.0019977925455452617
2.8611686851861537e-06,0.0020132767850348275
2.882682955468192e-06,0.002028417116785885
2.9039754475214937e-06,0.0020432261252376193
2.9255589466958807e-06,0.0020580579298459046
2.9472692644658156e-06,0.0020727936901268115
2.968759157946863e-06,0.002087199925889429
2.9901222935844704e-06,0.0021013438511429633
3.011648840116861e-06,0.0021154159735925337
3.0332265165802668e-06,0.0021293405769189644
3.05466922931728e-06,0.0021430002114243185
3.0760723236761137e-06,0.002156457885343609
3.0975937632811003e-06,0.0021698114668413145
3.1190986943361463e-06,0.002182977522775899
3.140575536829383e-06,0.0021959515116783076
3.1620775446677792e-06,0.002208765773131635
3.183668441479647e-06,0.0022214572384494993
3.205251857400525e-06,0.0022339709022497923
3.226846692422037e-06,0.002246319925208945
3.2485361762828068e-06,0.0022585508379820733
3.2703135492022276e-06,0.0022706590637406646
3.2918106657960695e-06,0.0022824458690800485
3.313430605090361e-06,0.0022941363263632906
3.335198891461431e-06,0.0023057415087463272
3.35693370046294e-06,0.002317165823598268
3.3784996828129405e-06,0.0023283449600320534
3.4002334923599213e-06,0.0023394555079969933
3.421958897745501e-06,0.002350406379865704
3.443722084692426e-06,0.002361224581303569
3.4654055022092927e-06,0.0023718573237231175
3.4871147641594267e-06,0.002382358659615366
3.508809079778626e-06,0.0023927100773454366
3.530544159313426e-06,0.0024029433615390065
3.5523744557052933e-06,0.0024130883837389103
3.574020819996465e-06,0.0024230175379743105
3.5955722113163084e-06,0.0024327763394991495
3.6170657284302045e-06,0.0024423895836843037
3.638609596030186e-06,0.0024519110532017227
3.66012709416338e-06,0.0024613075967423103
3.6815697310924677e-06,0.0024705619618909614
3.7028622940976726e-06,0.0024796510082838886
3.7243169456859493e-06,0.0024887129859191156
3.745824704267717e-06,0.002497701138361407
3.7672442017523303e-06,0.002506560743637021
3.788466889567528e-06,0.002515257207813668
3.809918364836228e-06,0.0025239695271599685
3.831471093118863e-06,0.0025326446971558015
3.852953920024655e-06,0.0025412189098610464
3.874204432750706e-06,0.0025496381716866206
3.895689345954657e-06,0.0025580916984544767
3.917324303911842e-06,0.0025665452960065686
3.938955300907133e-06,0.002574944809514365
3.960332689650544e-06,0.0025832042461901945
3.981834260881101e-06,0.0025914735354351333
4.003521431362543e-06,0.002599776222487621
4.025280229948353e-06,0.002608076190427512
4.046780855050653e-06,0.0026162584131236917
4.068343634754969e-06,0.002624447665050134
4.090036501749959e-06,0.002632670765553619
4.111823236066834e-06,0.0026409235701907404
4.133409389780039e-06,0.0026491048392457417
4.155122455323761e-06,0.0026573401532569755
4.176839456875411e-06,0.002665585073300426
4.198581346581493e-06,0.0026738589605246766
4.220105490752898e-06,0.002682078671057475
4.241809685580564e-06,0.0026903963675905056
4.263595495511264e-06,0.0026987782747787147
4.285196411376666e-06,0.0027071342112221864
4.306661486972236e-06,0.0027154903781569746
4.328356910762138e-06,0.0027239890628384246
4.349984169938792e-06,0.0027325187459297127
4.371328925067043e-06,0.002741006668982193
4.392727573531735e-06,0.0027495922781363377
4.414365337616189e-06,0.0027583501940203967
4.435976367739988e-06,0.0027671801455591187
4.457263407813999e-06,0.002775972303213555
4.478630756001941e-06,0.0027848974078549934
4.500295191758315e-06,0.0027940469886562104
4.522000832015269e-06,0.0028033230736808396
4.54334242399107e-06,0.0028125639871046985
4.564714080658664e-06,0.0028219413390333683
4.586430465908448e-06,0.0028315946535827736
4.608195150745507e-06,0.002841405002038199
4.629568044002944e-06,0.002851184596594601
4.651045468413799e-06,0.0028611595555392633
4.672781334634828e-06,0.002871403569103098
4.694548558129776e-06,0.002881823810267806
4.715843603356975e-06,0.002892187305693952
4.737394878587924e-06,0.0029028459527097616
4.759139652118658e-06,0.0029137732100181757
4.7808362122895875e-06,0.0029248621092628395
4.802022708894124e-06,0.002935881078234695
4.823594141169063e-06,0.0029472920309693454
4.84531192037768e-06,0.002958975996271175
4.866836824212961e-06,0.002970763700210616
4.8880491447505695e-06,0.0029825923210296634
4.909598055629083e-06,0.0029948207417602305
4.931240578366919e-06,0.003007318750497559
4.952601810335106e-06,0.00301988157778127
4.973879585410523e-06,0.0030326279853388444
4.995443492826372e-06,0.003045777900187356
5.0170369696316335e-06,0.0030591825677689618
5.038285650017211e-06,0.003072619359396398
5.059623177982918e-06,0.0030863642825293284
5.081286003859127e-06,0.003100571098317851
5.102946757001981e-06,0.003115034874376579
5.124183854879905e-06,0.003129481688241942
5.1455370831154905e-06,0.003144276883946977
5.1673006770199666e-06,0.0031596276011879925
5.189076193996922e-06,0.0031752666668513523
5.210428908712976e-06,0.0031908890960226062
5.231840235129204e-06,0.003206840988835632
5.253647406052537e-06,0.003223375651563918
5.275454494827491e-06,0.003240208847626492
5.296802405946353e-06,0.003256991077369873
5.318262279141376e-06,0.0032741621509828865
5.340060177423928e-06,0.003291905619161628
5.361895617010058e-06,0.0033099949735640823
5.3832592664472885e-06,0.003328011642370489
5.404753676036001e-06,0.003346451400226041
5.426534130196308e-06,0.00336545068158484
5.4482600317656445e-06,0.0033847294691749046
5.469490971182991e-06,0.003403895046390817
5.490981721719326e-06,0.0034236159531534963
5.51272341859206e-06,0.0034438909827592553
5.534258170629035e-06,0.0034643073455556095
5.555371265530333e-06,0.0034846547859336005
5.576842311719356e-06,0.0035056736723865227
5.598496168658313e-06,0.0035272018589649424
5.619901233141632e-06,0.0035488225938104913
5.640972120998453e-06,0.0035704411370774125
5.662488730435898e-06,0.0035928491849847666
5.684131661185401e-06,0.003615725842695617
5.705484908182939e-06,0.0036386417598358606
5.72651380263377e-06,0.0036615475857506865
5.748088048674122e-06,0.003685383509962966
5.7698074816703645e-06,0.0037097237718604604
5.7911831349568725e-06,0.003734029929103717
5.812172460917397e-06,0.0037582355440500606
5.83380870896659e-06,0.003783525055466006
5.855584390199916e-06,0.003809325939458477
5.87694656129973e-06,0.0038349902846018667
5.897968204313083e-06,0.0038605838945444254
5.919634182633725e-06,0.003887299216662146
5.941411990140033e-06,0.003914501690709615
5.9627033341720325e-06,0.003941447791612318
5.983808751361665e-06,0.0039684948124705756
6.005575294951142e-06,0.003996725670909748
6.027375828714974e-06,0.00402534972354595
