spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
4,37947835.00018087,0.1000019969876239,15373757.79754329,38392.84840375453,28013.741144682008,0.999638522602373,0.9996363315156664,0.9996407136890795,0.9996524912646908,0.5708457990778287,0.00015499999999999967,0.0001562499999999,0.000115721628451
6,37813812.87942332,0.1013418868221327,10657532.409930686,33936.80321951005,27607.63829339238,0.999658386142462,0.999655162931333,0.999661609353591,0.999666027644335,0.7021938777449048,0.00019499999999999956,0.0001958399999999,0.0001603391473706
8,37764617.67682821,0.0994980077397026,8296603.004056687,32200.752007313047,27582.86068110304,0.9997843257384946,0.9997797343780606,0.9997889170989287,0.9997951685011004,0.7717719427963451,0.00022599999999999948,0.0002271999999999,0.0001951254214731
10,37746404.71904533,0.1085275930412556,6828692.485320178,27869.68427252248,24606.92727011652,0.9995823804857323,0.9995756387697264,0.9995891222017382,0.9995969947867508,0.8153060177645511,0.0002850000000000004,0.0002857099999998,0.0002520593582025
12,37735048.27038281,0.1152933787612641,5828901.475286691,25090.983085132408,22546.19763284432,0.9991533274285571,0.9991441415399388,0.9991625133171754,0.9991707016566173,0.8447867147649701,0.0003410000000000018,0.0003416899999998,0.0003066957940572
14,37727381.82298879,0.120633788017319,5092946.4874604,23194.65171329591,21147.51408021787,0.9986522022914051,0.99864043164541,0.9986639729374001,0.998671345735354,0.8660710485210873,0.00039300000000000305,0.0003942299999998,0.0003583529938197
16,37722250.46976854,0.1263135346001621,4529379.067831489,21531.63211815994,19832.763449632526,0.998189901884841,0.9981738682933148,0.9982059354763673,0.998213392015464,0.8821869538497835,0.0004490000000000044,0.0004499299999998,0.0004126842697085
18,37718503.22659226,0.1307894077490793,4096256.107093891,20184.61358102611,18761.026061059456,0.9979053342017659,0.9978858479997109,0.9979248204038208,0.9979381996537354,0.8947893417258159,0.0005040000000000057,0.0005054599999998,0.0004669288278884
20,37715751.12239712,0.1365635668897507,3726902.7190767513,18964.191454544543,17748.25296494954,0.997760424778524,0.9977364739234623,0.9977843756335857,0.997796416583969,0.904939542526958,0.0005630000000000072,0.0005641300000001,0.0005238603654476
22,37713462.88827319,0.140501936976835,3425262.682000916,18106.23073849097,17028.917238944654,0.9978491037128812,0.9978205340057231,0.9978776734200392,0.9978915081084476,0.9132632985633112,0.0006160000000000085,0.0006170600000004,0.0005754640060973
24,37711706.91613124,0.1441704993945381,3178287.930219326,17283.826389950696,16319.48331239143,0.9980687365169983,0.9980351882908257,0.998102284743171,0.9981187716617744,0.9202247321737316,0.0006720000000000098,0.0006727700000006,0.0006296520191693
26,37710281.95517363,0.1481451351904275,2960453.9752684766,16563.516904257136,15704.936407939622,0.9983600497162454,0.998320269576097,0.9983998298563938,0.99842014660152,0.926134482049155,0.0007270000000000112,0.0007283700000009,0.0006838628211999
28,37709106.790327154,0.1509965304548813,2781611.189932981,15927.89717550436,15163.580855578231,0.9986987138930928,0.9986536228219395,0.9987438049642462,0.9987669690568088,0.9312120494777528,0.0007830000000000125,0.0007835800000012,0.0007379984456841
30,37708124.14372701,0.155456704641231,2607183.1166638355,15357.987915288646,14662.366262275922,0.9989704125579193,0.9989190388451848,0.9990217862706537,0.999048026247638,0.9356220495826806,0.0008380000000000139,0.0008391300000015,0.0007922480532627
