spins,mu,alpha,z_trap_frequency,analytical_gamma,optimum_gamma,fidelity,fidelity_lower_error,fidelity_upper_error,noiseless_fidelity,naive_fidelity,time,noiseless_time,switch_time
4,37947835.00018087,0.1000019969876239,15373757.79754329,38392.84840375453,28013.741144682008,0.9969556640978293,0.9964213006831032,0.9974900275125554,0.9996524912646908,0.5708457990778287,0.00015499999999999967,0.0001562499999999,0.000115721628451
6,37813812.87942332,0.1013418868221327,10657532.409930686,33936.80321951005,27607.63829339238,0.9976499984393115,0.9971986604001994,0.9981013364784235,0.999666027644335,0.7021938777449048,0.00019499999999999956,0.0001958399999999,0.0001603391473706
8,37764617.67682821,0.0994980077397026,8296603.004056687,32200.752007313047,27582.86068110304,0.9983078925846436,0.9978867837433731,0.998729001425914,0.9997951685011004,0.7717719427963451,0.00022599999999999948,0.0002271999999999,0.0001951254214731
10,37746404.71904533,0.1085275930412556,6828692.485320178,27869.68427252248,24606.92727011652,0.998155125257776,0.9976524505388835,0.9986577999766686,0.9995969947867508,0.8153060177645511,0.0002850000000000004,0.0002857099999998,0.0002520593582025
12,37735048.27038281,0.1152933787612641,5828901.475286691,25090.983085132408,22546.19763284432,0.9977222835781745,0.9971144546059091,0.9983301125504399,0.9991707016566173,0.8447867147649701,0.0003410000000000018,0.0003416899999998,0.0003066957940572
14,37727381.82298879,0.120633788017319,5092946.4874604,23194.65171329591,21147.51408021787,0.9971540617152033,0.9964452289911696,0.9978628944392369,0.998671345735354,0.8660710485210873,0.00039300000000000305,0.0003942299999998,0.0003583529938197
16,37722250.46976854,0.1263135346001621,4529379.067831489,21531.63211815994,19832.763449632526,0.9965351508766491,0.995663867376554,0.9974064343767443,0.998213392015464,0.8821869538497835,0.0004490000000000044,0.0004499299999998,0.0004126842697085
18,37718503.22659226,0.1307894077490793,4096256.107093891,20184.61358102611,18761.026061059456,0.9961279864472379,0.9951143468315031,0.9971416260629726,0.9979381996537354,0.8947893417258159,0.0005050000000000058,0.0005054599999998,0.0004669288278884
20,37715751.12239712,0.1365635668897507,3726902.7190767513,18964.191454544543,17748.25296494954,0.9958371389729872,0.9947029525842788,0.9969713253616956,0.997796416583969,0.904939542526958,0.0005630000000000072,0.0005641300000001,0.0005238603654476
22,37713462.88827319,0.140501936976835,3425262.682000916,18106.23073849097,17028.917238944654,0.9955666701577058,0.9941530373468982,0.9969803029685135,0.9978915081084476,0.9132632985633112,0.0006160000000000085,0.0006170600000004,0.0005754640060973
24,37711706.91613124,0.1441704993945381,3178287.930219326,17283.826389950696,16319.48331239143,0.9955680227770001,0.9940189652255902,0.99711708032841,0.9981187716617744,0.9202247321737316,0.0006720000000000098,0.0006727700000006,0.0006296520191693
26,37710281.95517363,0.1481451351904275,2960453.9752684766,16563.516904257136,15704.936407939622,0.9955552889990268,0.9937925665181534,0.9973180114799002,0.99842014660152,0.926134482049155,0.0007270000000000112,0.0007283700000009,0.0006838628211999
