spins,time,fidelity,gamma,optimum_gamma
40,335.70000000000783,0.9804283785233371,0.07617960070553738,0.15235920141107476
80,832.8000000001208,0.9872113166041201,0.06429559366954539,0.12859118733909078
120,1354.5999999998635,0.9899257061606275,0.05861290631661765,0.1172258126332353
160,1913.699999999355,0.9907032446371217,0.05506353611616963,0.11012707223233927
200,2508.8999999988137,0.990073117071879,0.052554974453415705,0.10510994890683141
240,3105.8999999982707,0.9902103616761886,0.05064956121562389,0.10129912243124778
280,3792.3999999976463,0.9913286050578123,0.0491321363302626,0.0982642726605252
320,4435.899999998606,0.9923687108595077,0.04788253260590467,0.09576506521180934
360,5041.500000000809,0.992243261543209,0.04682747033839409,0.09365494067678817
400,5816.100000003627,0.992222645200842,0.0459192846224942,0.0918385692449884
440,6487.000000006068,0.9930026327489416,0.045125399377560785,0.09025079875512157
480,7170.000000008553,0.9926000784985298,0.04442266097803949,0.08884532195607898
520,8003.200000011584,0.9927761967823312,0.04379408051072544,0.08758816102145088
560,8674.900000014028,0.9929975071493791,0.04322685908681092,0.08645371817362184
600,9355.100000016502,0.9933045625684683,0.04271113765035285,0.0854222753007057
640,10101.000000019216,0.9934010336068941,0.042239176082529375,0.08447835216505875
680,11090.200000022814,0.9934520352005614,0.04180479721075731,0.08360959442151462
720,11820.800000025472,0.9936246450155795,0.04140300004202319,0.08280600008404639
760,12385.000000027525,0.9937066245144677,0.04102968438313626,0.08205936876627253
800,13206.000000030512,0.9941183581952338,0.04068145072002442,0.08136290144004885
